name,bus,gen,cap,cf,units
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Colgreen North Shore Solar Farm,9qj152,PV,74.8,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.5,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.5,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.5,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.5,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.5,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.5,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.5,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.5,0.0,1
Colorado Green Wind Project (Lamar),9wve62,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.7,0.0,1
Colorado Highlands,9xkgmv,WT,1.7,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.7,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.7,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.7,0.0,1
Colorado Highlands,9xkgmv,WT,1.7,0.0,1
Colorado Highlands,9xkgmv,WT,1.7,0.0,1
Colorado Highlands,9xkgmv,WT,1.7,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.7,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.7,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.7,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.7,0.0,1
Colorado Highlands,9xkgmv,WT,1.7,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.7,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colorado Highlands,9xkgmv,WT,1.6,0.0,1
Colton Solar,9rb6wg,PV,2.2,0.0,1
"Colton Solar One, LLC",9mupsy,PV,2.5,0.0,1
"Colton Solar Two, LLC",9mupsy,PV,1.0,0.0,1
"Columbia Solar Energy, LLC",9qc0p1,PV,19.2,0.0,1
Columbus Solar Project,9w1zzg,PV,1.9,0.0,1
Comanche Solar,9wve62,PV,120.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills I,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Combine Hills II,c26crp,WT,1.0,0.0,1
Community Solar 1,9mvgw4,PV,6.0,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase I",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
"Condon Wind Project, phase II",c245ue,WT,0.6,0.0,1
Conejos 1 Community Solar Array,9wve62,PV,1.5,0.0,1
Copper Mountain Solar 2,9qqk6u,PV,154.0,0.0,1
Copper Mountain Solar 3,9qqk6u,PV,255.0,0.0,1
"Copper Mountain Solar 4, LLC",9qqk6u,PV,93.6,0.0,1
"Copper Mountain Solar 5, LLC",9qqk6u,PV,250.0,0.0,1
Coram (Tehachapi 3),9q713t,WT,1.5,0.0,1
Coram Energy LLC,9q713t,WT,1.5,0.0,1
Coram Energy LLC,9q713t,WT,1.5,0.0,1
Coram Energy LLC,9q713t,WT,1.5,0.0,1
Coram Energy LLC,9q713t,WT,1.5,0.0,1
Coram Energy LLC,9q713t,WT,1.5,0.0,1
Coram Energy LLC,9q713t,WT,1.5,0.0,1
Coram Energy LLC,9q713t,WT,1.5,0.0,1
Corcoran Solar,9qdbm8,PV,20.0,0.0,1
Corcoran Solar 2,9qdbm8,PV,19.75,0.0,1
Corcoran Solar 3,9qdbm8,PV,21.19,0.0,1
Coronal Lost Hills,9q713t,PV,20.0,0.0,1
Coronus Adelanto West 1,9mupsy,PV,1.5,0.0,1
Coronus Adelanto West 2,9mupsy,PV,1.5,0.0,1
Correctional Training Facility,9q92vz,WT,1.7,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
Corriedale Wind Energy Project,9xkgmv,WT,2.82,0.0,1
"Cortez Solar 1, LLC",9we1bp,PV,2.2,0.0,1
"Cortez Solar 2, LLC",9we1bp,PV,5.0,0.0,1
"Cortez Solar 3, LLC",9we1bp,PV,2.0,0.0,1
Cosper Creek Solar (CSG),9rb6wg,PV,2.5,0.0,1
Cotton Center Solar Hybrid,9w01f3,PV,17.0,0.0,1
"Cottonwood Solar, LLC (City of Corcoran)",9qdbm8,PV,12.0,0.0,1
"Cottonwood Solar, LLC (Goose Lake)",9q713t,PV,12.0,0.0,1
Cove Mountain Solar,9wbmjr,PV,58.0,0.0,1
Cove Mountain Solar 2,9wbmjr,PV,122.0,0.0,1
Coyote Ridge Community Solar,9xkgmv,PV,1.5,0.0,1
Crafton Hills College Solar Farm,9mupsy,PV,1.3,0.0,1
Crossing Trails,9wve62,WT,4.3,0.0,1
Crossing Trails,9wve62,WT,4.3,0.0,1
Crossing Trails,9wve62,WT,4.3,0.0,1
Crossing Trails,9wve62,WT,4.3,0.0,1
Crossing Trails,9wve62,WT,4.3,0.0,1
