name,type,latitude,longitude,node
"Summer Solar C2",PV,34.723647,-118.291641,9q5fm0
"Summer Solar D2",PV,34.723625,-118.290664,9q5fm0
"Western Antelope Blue Sky Ranch A",PV,34.687307,-118.319773,9q5fm0
"Antelope Expansion 1B",PV,34.716546,-118.261109,9q5fm0
"CSP Los Angeles",PV,34.693768,-118.234071,9q5fm0
"Green Beanworks C PV",PV,34.597412,-117.93146,9q5fm0
"Solar Star 1",PV,34.814214,-118.388961,9q5fm0
"Alpine Solar",PV,34.796534,-118.510081,9q5fm0
"Bolthouse S&P and Rowen Farms Solar",PV,34.564433,-117.694466,9q5fm0
"Las Virgenes",PV,34.131487,-118.701239,9q5fm0
"Summer Solar B2",PV,34.723645,-118.29251,9q5fm0
"Antelope Expansion 2",PV,34.742062,-118.302515,9q5fm0
"Central Antelope Dry Ranch B, LLC",PV,34.705692,-118.301453,9q5fm0
"Antelope DSR 3",PV,34.736999,-118.304021,9q5fm0
"San Pablo Raceway",PV,34.722176,-118.28079,9q5fm0
"Weymouth Solar Plant",PV,34.108438,-117.785098,9q5fm0
"One Ten Partners PV",PV,34.6156,-117.936612,9q5fm0
"Green Beanworks B PV",PV,34.688092,-117.989692,9q5fm0
"AVS Lancaster 1",PV,34.74775,-117.973128,9q5fm0
"Lancaster",PV,34.743518,-117.972926,9q5fm0
"Green Beanworks D PV",PV,34.655127,-118.082255,9q5fm0
"Las Virgenes Municipal Water District",PV,34.132314,-118.699522,9q5fm0
"Antelope DSR 1",PV,34.656363,-118.281831,9q5fm0
"Antelope Expansion 3B",PV,34.720171,-118.322228,9q5fm0
"Bayshore Solar C, LLC",PV,34.680778,-118.318921,9q5fm0
"Portal Ridge Solar C, LLC",PV,34.714777,-118.27427,9q5fm0
"Solar Oasis, LLC",PV,34.649011,-118.084924,9q5fm0
"Central Antelope Dry Ranch C",PV,34.720632,-118.302392,9q5fm0
"Antelope Expansion 3A",PV,34.727487,-118.322374,9q5fm0
"Antelope DSR 2",PV,34.686845,-118.311932,9q5fm0
"Bayshore Solar A, LLC",PV,34.666021,-118.304269,9q5fm0
"Summer Solar, LLC",PV,34.714915,-118.311318,9q5fm0
"Solverde 1",PV,34.655834,-118.294219,9q5fm0
"Antelope Big Sky Ranch",PV,34.692615,-118.286334,9q5fm0
"Portal Ridge Solar B, LLC",PV,34.71651,-118.282251,9q5fm0
"US-TOPCO (Soccer Center)",PV,34.661601,-118.086905,9q5fm0
"Bayshore Solar B, LLC",PV,34.678046,-118.30456,9q5fm0
"Solar Star California, XLIV, LLC",PV,34.511888,-117.916406,9q5fm0
"Castaic Lake Phase II",PV,34.434336,-118.510139,9q5fm0
"Morgan Lancaster 1",PV,34.662403,-118.084668,9q5fm0
"California State Univ at Channel Islands",PV,34.168862,-119.053959,9q5sgb
"Topaz Solar Farm",PV,35.368633,-120.03261,9q613c
"California Valley Solar Ranch",PV,35.317457,-119.925656,9q613c
"Vintner Solar",PV,35.557914,-120.681818,9q613c
"Stenner Creek Solar",PV,35.319611,-120.69101,9q613c
"Firestone Walker Brewery-Phase 1",PV,35.596047,-120.689531,9q613c
"Atascadero State Hospital",PV,35.4706,-120.634865,9q613c
"CA-DGS-California Men's Colony",PV,35.321552,-120.69217,9q613c
"Valentine Solar, LLC",PV,34.91039,-118.391826,9q713t
"BigBeau Solar, LLC",PV,34.915421,-118.35518,9q713t
"City of Rosamond (CA)",PV,34.836239,-118.147733,9q713t
"RE Gaskell West 5, LLC",PV,34.84588,-118.543361,9q713t
"RE Gaskell West 4, LLC",PV,34.843833,-118.53007,9q713t
"Rabbitbrush Solar, LLC",PV,34.873741,-118.353732,9q713t
"Cuyama Solar, LLC",PV,34.901577,-119.590942,9q713t
"RE Gaskell West 3, LLC",PV,34.825784,-118.582129,9q713t
"RE Gaskell West 2, LLC",PV,34.829087,-118.568594,9q713t
"Wonderful Huller & Shellling",PV,35.575751,-119.786573,9q713t
"Solar Star 2",PV,34.829726,-118.441152,9q713t
"Wonderful Orchards-Belridge",PV,35.501224,-119.748744,9q713t
"Gaskell West 1 Solar Facility",PV,34.836923,-118.550114,9q713t
"Willow Spring Solar, LLC",PV,34.825924,-118.332041,9q713t
"Edwards Sanborn E2",PV,34.944318,-118.087282,9q713t
"Kern Valley SP",PV,35.762638,-119.313552,9q713t
"Calibrant Bakersfield, LLC",PV,35.442009,-119.093343,9q713t
"Wheeler Ridge",PV,35.081223,-119.318176,9q713t
"RE Columbia Two, LLC",PV,35.012711,-118.182571,9q713t
"RE Camelot, LLC",PV,35.02331,-118.172402,9q713t
"Edwards Sanborn S1",PV,35.018581,-118.124089,9q713t
"Edwards Sanborn S3",PV,34.991851,-118.100955,9q713t
"Edwards Sanborn S4",PV,34.973444,-118.08851,9q713t
"Edwards Sanborn E1A",PV,34.96308,-118.096328,9q713t
"Edwards Sanborn E3",PV,34.942287,-118.135456,9q713t
"Vandenberg Solar Project",PV,34.745094,-120.510241,9q713t
"Solar Star California, XLI, LLC",PV,34.830259,-118.392372,9q713t
"Golden Fields Solar I, LLC",PV,34.840448,-118.391134,9q713t
"Wonderful Orchards-Westside",PV,35.734373,-119.732276,9q713t
"Berrenda Mesa Water District",PV,35.692748,-119.989681,9q713t
"Golden Field Solar III, LLC",PV,34.830055,-118.371047,9q713t
"Bakersfield PV 1",PV,35.3268,-118.978771,9q713t
"Eagle Creek",PV,35.213746,-119.39509,9q713t
"Springbok Solar Farm 2",PV,35.24881,-117.973623,9q713t
"Hecate Energy Beacon Solar 3",PV,35.248541,-118.009058,9q713t
"Springbok Solar Farm 1",PV,35.251658,-117.956571,9q713t
"Beacon Solar Plant Site 2",PV,35.259453,-117.998736,9q713t
"Hecate Energy Beacon Solar 1",PV,35.268579,-118.014746,9q713t
"Hecate Energy Beacon Solar 4",PV,35.251895,-118.025072,9q713t
"Beacon Solar Plant Site 5",PV,35.247032,-118.034774,9q713t
"Woodmere Solar Farm",PV,35.323547,-118.820816,9q713t
"Algonquin SKIC 20 Solar, LLC",PV,35.1246,-119.240648,9q713t
"Wildwood Solar I, LLC",PV,35.61905,-119.568936,9q713t
"Pumpjack Solar I",PV,35.416024,-119.638251,9q713t
"Orion Solar II",PV,35.148877,-118.885279,9q713t
"Orion Solar I",PV,35.146166,-118.887207,9q713t
"EAFB-North Base",PV,34.982066,-117.892042,9q713t
"Blackwell Solar Park",PV,35.608789,-119.844433,9q713t
"RE Astoria 2",PV,34.829497,-118.470955,9q713t
"Edwards Air Force Base",PV,34.907637,-117.920591,9q713t
"RE Rio Grande Solar, LLC",PV,35.048908,-118.163909,9q713t
"Naval Air Weapons Station China Lake",PV,35.634879,-117.652331,9q713t
"Regulus Solar Project",PV,35.299856,-118.846316,9q713t
"Catalina Solar, LLC",PV,34.929474,-118.333067,9q713t
"Pine Tree Solar Project",PV,35.229696,-118.193516,9q713t
"Nickel 1 Solar Facility",PV,35.647639,-119.716317,9q713t
"Improvement Dst No. 4",PV,35.402755,-119.038053,9q713t
"Adobe Solar",PV,35.103963,-118.954207,9q713t
"RE Rosamond One, LLC",PV,34.904113,-118.251246,9q713t
"RE Columbia 3, LLC",PV,35.017969,-118.171566,9q713t
"RE Rosamond Two, LLC",PV,34.903488,-118.242989,9q713t
"SEPV Mojave West",PV,35.020441,-118.278367,9q713t
"Bakersfield 111",PV,35.31479,-118.988977,9q713t
"RE Old River One, LLC",PV,35.218894,-119.0791,9q713t
"Lost Hills/Blackwell",PV,35.625756,-119.854284,9q713t
"Springbok 3 Solar Farm Hybrid",PV,35.283293,-118.010494,9q713t
"RE Garland A",PV,34.821143,-118.497643,9q713t
"Algonquin SKIC 10 Solar, LLC",PV,35.127755,-119.249344,9q713t
"CDCR (CA)-Wasco State Prison",PV,35.590887,-119.404787,9q713t
"Bakersfield Industrial PV 1",PV,35.329997,-118.993189,9q713t
"Delano Land 1",PV,35.759177,-119.348351,9q713t
"RE Barren Ridge 1",PV,35.205168,-118.069512,9q713t
"Redwood 4 Solar Farm",PV,35.315109,-118.811155,9q713t
"Castor Solar",PV,35.21097,-119.387524,9q713t
"RE Garland",PV,34.822187,-118.527993,9q713t
"Cal City Solar 1",PV,35.141539,-117.964708,9q713t
"North Kern State Prison Phase II",PV,35.777221,-119.308162,9q713t
"California City",PV,35.157379,-117.983395,9q713t
"Kingbird B Solar, LLC",PV,34.820843,-118.441155,9q713t
"Wonderful Lost Hills",PV,35.668165,-119.876218,9q713t
"Rio Bravo Solar II, LLC",PV,35.423854,-119.628933,9q713t
"Hayworth Solar",PV,35.328168,-118.82064,9q713t
"Redcrest Solar Farm",PV,35.321135,-118.812196,9q713t
"RE Astoria",PV,34.844248,-118.446156,9q713t
"Kingbird A Solar, LLC",PV,34.824081,-118.441196,9q713t
"Wildwood Solar II",PV,35.631892,-119.576691,9q713t
"Windhub Solar A, LLC",PV,35.021659,-118.28987,9q713t
"North Rosamond Solar, LLC",PV,34.870398,-118.366582,9q713t
"Morelos del Sol",PV,35.728102,-119.896814,9q713t
"Maricopa West Solar PV, LLC",PV,35.112311,-119.326746,9q713t
"Cottonwood Solar, LLC (Goose Lake)",PV,35.590715,-119.576132,9q713t
"Catalina Solar 2, LLC",PV,34.926989,-118.357016,9q713t
"Shafter Solar, LLC",PV,35.450699,-119.127026,9q713t
"Coronal Lost Hills",PV,35.727086,-119.905588,9q713t
"Chevron-Lost Hills Hybrid",PV,35.609422,-119.7013,9q713t
"Rio Bravo Solar 1, LLC",PV,35.415837,-119.629409,9q713t
"Sunset Reservoir North Basin",PV,37.750828,-122.483522,9q8yyc
"CA Flats Solar 150, LLC",PV,35.829895,-120.294871,9q92vz
"Monterey Regional Water Pollution Control Agency",PV,36.708224,-121.76899,9q92vz
"CA Flats Solar 130, LLC",PV,35.872013,-120.339384,9q92vz
"Panoche Valley Solar Farm",PV,36.629772,-120.891311,9q92vz
"Enerparc CA1, LLC",PV,36.831899,-121.404082,9q92vz
"Hollister Solar, LLC",PV,36.862421,-121.428902,9q92vz
"D'Arrigo Brothers-Phase 4",PV,36.614777,-121.634165,9q92vz
"Graniterock Quarry",PV,36.875559,-121.603662,9q92vz
"Wright Solar Park",PV,37.018864,-120.961889,9q9fy1
"Sun Harvest Solar NDP1",PV,37.057787,-120.649009,9q9fy1
"Merced 1 PV",PV,36.989439,-120.878325,9q9fy1
"Mission Solar, LLC",PV,37.267336,-120.483318,9q9fy1
"Merced Solar, LLC",PV,37.268698,-120.483314,9q9fy1
"Quinto Solar PV Project",PV,37.120708,-121.038838,9q9fy1
"Vega Solar",PV,36.928591,-120.805293,9q9fy1
"2097 Helton Solar Project",PV,37.350917,-120.50723,9q9fy1
"Hellyer Solar Farm",PV,37.286885,-121.814147,9q9hq4
"Malech Solar Farm",PV,37.228465,-121.738711,9q9hq4
"Guadalupe Solar Farm",PV,37.268874,-121.861077,9q9hq4
"City of Hayward WWTP",PV,37.633492,-122.139854,9q9m24
"Whitethorn Solar, LLC",PV,37.69203,-121.717394,9q9m24
"Foothill Sanitary Landfill-Solar Array",PV,38.042111,-120.936076,9q9wtp
"Kettleman Solar Project",PV,38.121389,-121.140603,9q9wtp
"Manteca Land PV",PV,37.840203,-121.215228,9q9wtp
"Bear Creek Solar",PV,38.135935,-121.148813,9q9wtp
"Silveira Ranch Road Solar",PV,38.156019,-122.566002,9q8yyz
"American Canyon Solar",PV,38.160723,-122.213851,9qben2
"Soscol Ferry Solar",PV,38.237461,-122.275553,9qben2
"Lavio Solar",PV,38.194832,-122.663198,9qben2
"Cloverdale Solar Center",PV,38.769502,-123.020736,9qben2
"Cloverdale Solar I",PV,38.774443,-123.017277,9qben2
"Windsor Floating Solar",PV,38.539113,-122.815051,9qben2
"Dissigno Healdsburg FPV, LLC",PV,38.583694,-122.864523,9qben2
"Stage Gulch Solar",PV,38.21671,-122.542807,9qben2
"CSD 2-Heritage High",PV,37.920586,-121.755782,9qc0p1
"Byron Highway Solar",PV,37.847138,-121.616824,9qc0p1
"California PV Energy at ISD WWTP",PV,38.00172,-121.703675,9qc0p1
"Bio-Rad",PV,38.025122,-122.274498,9qc0p1
"Marin Clean Energy Solar One",PV,37.94522,-122.378508,9qc0p1
"Columbia Solar Energy, LLC",PV,38.019462,-121.86437,9qc0p1
"CSD 2-Freedom High",PV,37.972281,-121.720347,9qc0p1
"Lake Herman",PV,38.097105,-122.140918,9qc63x
"Genentech Vacaville Meter #1",PV,38.386449,-121.948811,9qc63x
"Grassland 1&2 Solar Project",PV,38.500651,-121.692985,9qc63x
"Putah Creek Solar Farm",PV,38.520977,-121.994077,9qc63x
"Yolo County Solar Project",PV,38.657468,-121.733703,9qc63x
"CDCR (CA)-Solano State Prison",PV,38.325498,-121.98267,9qc63x
"Vaca Dixon Solar Station",PV,38.410856,-121.926425,9qc63x
"Mariani Packing Vacaville Solar",PV,38.400022,-121.964362,9qc63x
"UC Davis South Campus",PV,38.520096,-121.740353,9qc63x
"SunEdison Anheuser Busch Fairfield",PV,38.231937,-122.092698,9qc63x
"Vacaville",PV,38.400027,-121.962908,9qc63x
"Grassland 3&4 Solar Project",PV,38.50153,-121.693001,9qc63x
"North Bay Solar 1",PV,38.301001,-121.965191,9qc63x
"Central 40",PV,37.248616,-121.108704,9qcbq0
"Frontier Solar, LLC",PV,37.366707,-121.151644,9qcbq0
"Robert O Schulz Solar Farm",PV,37.858419,-120.895417,9qcbq0
"Axium Modesto Solar",PV,37.736402,-120.988417,9qcbq0
"Sonora 1",PV,37.890378,-120.525809,9qcbq0
"Sierra Pacific Chinese Camp",PV,37.882971,-120.455445,9qcbq0
"Wildflower Solar 1",PV,38.70464,-121.47783,9qcem3
"RE McKenzie 5, LLC",PV,38.309456,-121.292343,9qcem3
"RE McKenzie 4, LLC",PV,38.304692,-121.292451,9qcem3
"RE McKenzie 2, LLC",PV,38.306491,-121.294925,9qcem3
"RE McKenzie 3, LLC",PV,38.304693,-121.289996,9qcem3
"SMUD at Fleshman",PV,38.237911,-121.338061,9qcem3
"Sacramento Regional County Sanitation PV",PV,38.436229,-121.466262,9qcem3
"SMUD at Lawrence",PV,38.338753,-121.431259,9qcem3
"SCDA Solar 1",PV,38.700215,-121.586726,9qcem3
"RE McKenzie 6, LLC",PV,38.309187,-121.290032,9qcem3
"RE McKenzie 1, LLC",PV,38.305711,-121.28454,9qcem3
"SMUD at Van Conett",PV,38.253092,-121.279023,9qcem3
"RE Dillard 1, LLC",PV,38.469518,-121.182478,9qcem3
"RE Dillard 3, LLC",PV,38.463103,-121.180088,9qcem3
"RE Dillard 2, LLC",PV,38.466028,-121.178084,9qcem3
"Green Acres Solar Facility 2",PV,38.28355,-121.461629,9qcem3
"Green Acres Solar Facility 1",PV,38.282099,-121.465542,9qcem3
"Solar Star California II, LLC",PV,38.516214,-121.475657,9qcem3
"RE Kammerer 1, LLC",PV,38.363565,-121.385352,9qcem3
"RE Bruceville 1, LLC",PV,38.347677,-121.41057,9qcem3
"Rancho Seco Solar, LLC",PV,38.343177,-121.116734,9qcem3
"Sacramento Soleil, LLC",PV,38.450118,-121.164255,9qcem3
"FAA NorCal TRACON",PV,38.56146,-121.259196,9qcem3
"Intel Folsom",PV,38.644086,-121.172447,9qcem3
"SMUD at Grundman",PV,38.36581,-121.414346,9qcem3
"Aerojet I",PV,38.613694,-121.162278,9qcem3
"Aerojet II",PV,38.611219,-121.168241,9qcem3
"Rancho Seco Solar II, LLC",PV,38.34787,-121.111904,9qcem3
"Sacramento Fairbain Water Treatment Plant",PV,38.554789,-121.417088,9qcem3
"Sacramento (SMUD)",PV,38.585226,-121.467197,9qcem3
"Depot Park Solar System",PV,38.515353,-121.401009,9qcem3
"Deer Creek 2",PV,38.629169,-120.982653,9qcggm
"El Dorado County",PV,38.69854,-120.830676,9qcggm
"El Dorado Solar, LLC",PV,38.638284,-121.056063,9qcggm
"2127 Harris Solar Project",PV,39.291776,-121.669962,9qct8r
"Madera Community Hospital",PV,36.941045,-120.046435,9qd9xh
"CA - Madera USD - Madera South HS",PV,36.957241,-120.034258,9qd9xh
"Westlands Solar PV Farm",PV,36.127567,-120.142064,9qd9xh
"RE Adams East, LLC",PV,36.613282,-120.383494,9qd9xh
"North Star Solar",PV,36.730527,-120.415146,9qd9xh
"2081 Terzian Solar Project",PV,36.66739,-119.416708,9qd9xh
"Citizen B",PV,36.721849,-120.430096,9qd9xh
"DSH (CA)-Coalinga State Hospital",PV,36.126665,-120.243255,9qd9xh
"CDCR (CA)-Pleasant Valley State Prison",PV,36.126063,-120.247782,9qd9xh
"Little Bear Solar 1, LLC",PV,36.716336,-120.414267,9qd9xh
"Whitney Point Solar",PV,36.374847,-120.134212,9qd9xh
"NextEra Westside PV",PV,36.382014,-120.1345,9qd9xh
"San Joaquin Solar",PV,36.522085,-120.146373,9qd9xh
"National Raisin",PV,36.620589,-119.668046,9qd9xh
"Fresno Solar",PV,36.616892,-120.105121,9qd9xh
"Little Bear 3",PV,36.716376,-120.391855,9qd9xh
"Little Bear 4",PV,36.709025,-120.414381,9qd9xh
"Little Bear 5",PV,36.709126,-120.396648,9qd9xh
"Moonlight Packing-Phase 2",PV,36.585029,-119.470066,9qd9xh
"Firebaugh-CCS-PV-1",PV,36.73465,-120.614743,9qd9xh
"Tranquillity ID",PV,36.648126,-120.24633,9qd9xh
"Fifth Standard Solar PV, LLC (Hybrid)",PV,36.159538,-120.111946,9qd9xh
"CA - Fresno County - Juvenile Hall",PV,36.659011,-119.732805,9qd9xh
"RE Tranquillity",PV,36.570855,-120.399372,9qd9xh
"Sealed Air Madera Solar Project",PV,36.946456,-120.077629,9qd9xh
"Great Valley Solar Portfolio Holdings, LLC",PV,36.585348,-120.383854,9qd9xh
"Giffen Solar Park",PV,36.554384,-120.339146,9qd9xh
"Five H Farms Solar Array",PV,37.10966,-120.298292,9qd9xh
"Wonderful Orchards-New Columbia",PV,36.825592,-120.318359,9qd9xh
"DGS Valley State Prison",PV,37.087619,-120.150381,9qd9xh
"Pacific Ethanol Madera Solar Array",PV,36.91629,-119.971615,9qd9xh
"Madera 1 PV",PV,37.056276,-120.167303,9qd9xh
