name,node,bus,gen,cap,cf,units
Atwell Island,wecc240_psse_N_3403,9qdbm8,PV,20.2,0.0,1
Alpaugh 50,wecc240_psse_N_3403,9qdbm8,PV,50.0,0.0,1
Alpaugh North,wecc240_psse_N_3403,9qdbm8,PV,20.0,0.0,1
Kingsburg Solar,wecc240_psse_N_3403,9qdbm8,PV,3.7,0.0,1
Exeter Solar,wecc240_psse_N_3403,9qdbm8,PV,3.5,0.0,1
White River Solar,wecc240_psse_N_3403,9qdbm8,PV,20.0,0.0,1
Solar Photovoltaic Project #42,wecc240_psse_N_3403,9qdbm8,PV,5.0,0.0,1
Tropico Solar PV Plant,wecc240_psse_N_3403,9qdbm8,PV,14.0,0.0,1
Nicolis Solar PV Plant,wecc240_psse_N_3403,9qdbm8,PV,20.0,0.0,1
Castle Rock Vineyards,wecc240_psse_N_3403,9qdbm8,PV,1.0,0.0,1
Porterville Solar,wecc240_psse_N_3403,9qdbm8,PV,3.5,0.0,1
Atwell Island West Solar,wecc240_psse_N_3403,9qdbm8,PV,20.02,0.0,1
Farmersville,wecc240_psse_N_3403,9qdbm8,PV,4.5,0.0,1
City of Tulare Water Facility,wecc240_psse_N_3403,9qdbm8,PV,1.1,0.0,1
White River Solar 2,wecc240_psse_N_3403,9qdbm8,PV,20.0,0.0,1
CED Ducor 3,wecc240_psse_N_3403,9qdbm8,PV,15.0,0.0,1
CED Ducor 2,wecc240_psse_N_3403,9qdbm8,PV,20.0,0.0,1
CED Ducor 4,wecc240_psse_N_3403,9qdbm8,PV,20.0,0.0,1
"RE-VFO, LLC",wecc240_psse_N_3403,9qdbm8,PV,1.0,0.0,1
FTF-PackingShed,wecc240_psse_N_3403,9qdbm8,PV,1.0,0.0,1
Porterville 6 and 7,wecc240_psse_N_3403,9qdbm8,PV,3.0,0.0,1
Lindsay Solar,wecc240_psse_N_3403,9qdbm8,PV,4.0,0.0,1
Tulare 1 and 2,wecc240_psse_N_3403,9qdbm8,PV,3.0,0.0,1
Dinuba Wastewater Treatment Plant,wecc240_psse_N_3403,9qdbm8,PV,1.0,0.0,1
Owens Valley Solar Project 11,wecc240_psse_N_3402,9qe6tq,PV,1.0,0.0,1
Munro Valley Solar,wecc240_psse_N_3402,9qe6tq,PV,4.0,0.0,1
Trona Solar III,wecc240_psse_N_3402,9qe6tq,PV,2.0,0.0,1
Arlington Energy Center II,wecc240_psse_N_2400,9qj152,PV,233.0,0.0,1
Blythe Mesa Solar II,wecc240_psse_N_2400,9qj152,PV,223.6,0.0,1
EMWD-Moreno Valley RWRF,wecc240_psse_N_2400,9qj152,PV,2.4,0.0,1
Athos Solar Project,wecc240_psse_N_2400,9qj152,PV,250.0,0.0,1
Diamond Valley Solar Project,wecc240_psse_N_2400,9qj152,PV,1.3,0.0,1
Tequesquite Landfill Solar PV Project,wecc240_psse_N_2400,9qj152,PV,7.5,0.0,1
"AP North Lake I, LP",wecc240_psse_N_2400,9qj152,PV,20.0,0.0,1
Palo Verde College,wecc240_psse_N_2400,9qj152,PV,1.2,0.0,1
Solar Blythe 2,wecc240_psse_N_2400,9qj152,PV,21.04,0.0,1
North Palm Springs 4A,wecc240_psse_N_2400,9qj152,PV,4.0,0.0,1
McCoy Solar Energy Project Hybrid,wecc240_psse_N_2400,9qj152,PV,270.6,0.0,1
"Solar Blythe, LLC",wecc240_psse_N_2400,9qj152,PV,21.0,0.0,1
"Garnet Solar Generation Station I, LLC",wecc240_psse_N_2400,9qj152,PV,4.0,0.0,1
Venable Solar 1,wecc240_psse_N_2400,9qj152,PV,1.5,0.0,1
Venable Solar 2,wecc240_psse_N_2400,9qj152,PV,1.5,0.0,1
"Desert Sunlight 300, LLC",wecc240_psse_N_2400,9qj152,PV,313.7,0.0,1
Chuckawalla Valley State Prison,wecc240_psse_N_2400,9qj152,PV,0.9,0.0,1
Colgreen North Shore Solar Farm,wecc240_psse_N_2400,9qj152,PV,74.8,0.0,1
"Blythe Solar 110, LLC",wecc240_psse_N_2400,9qj152,PV,109.8,0.0,1
"Blythe Solar II, LLC",wecc240_psse_N_2400,9qj152,PV,131.2,0.0,1
EMWD-San Jacinto RWRF NEM,wecc240_psse_N_2400,9qj152,PV,1.3,0.0,1
EMWD-Sun City RWRF,wecc240_psse_N_2400,9qj152,PV,1.6,0.0,1
"Desert Harvest, LLC",wecc240_psse_N_2400,9qj152,PV,80.0,0.0,1
"Desert Harvest II, LLC",wecc240_psse_N_2400,9qj152,PV,70.0,0.0,1
SunAnza,wecc240_psse_N_2400,9qj152,PV,3.4,0.0,1
"Blythe Solar III, LLC Hybrid",wecc240_psse_N_2400,9qj152,PV,137.4,0.0,1
"Blythe Solar IV, LLC",wecc240_psse_N_2400,9qj152,PV,137.4,0.0,1
"Maverick Solar, LLC",wecc240_psse_N_2400,9qj152,PV,125.0,0.0,1
"Maverick Solar 4, LLC",wecc240_psse_N_2400,9qj152,PV,100.0,0.0,1
"SE Athos II, LLC",wecc240_psse_N_2400,9qj152,PV,200.0,0.0,1
Oberon Solar Project,wecc240_psse_N_2400,9qj152,PV,250.0,0.0,1
"Maverick Solar 6, LLC",wecc240_psse_N_2400,9qj152,PV,100.0,0.0,1
EMWD-Perris Valley RWRF,wecc240_psse_N_2400,9qj152,PV,3.4,0.0,1
EMWD - San Jacinto RES BCT,wecc240_psse_N_2400,9qj152,PV,4.2,0.0,1
RCWD PV Project,wecc240_psse_N_2400,9qj152,PV,3.9,0.0,1
SunEdison Ironwood State Prison,wecc240_psse_N_2400,9qj152,PV,0.9,0.0,1
Valley Sanitary District WTP Solar,wecc240_psse_N_2400,9qj152,PV,1.0,0.0,1
Soboba Community Solar Project,wecc240_psse_N_2400,9qj152,PV,1.7,0.0,1
North Palm Springs 1A,wecc240_psse_N_2400,9qj152,PV,2.4,0.0,1
"Ironwood Solar, LLC",wecc240_psse_N_2400,9qj152,PV,4.0,0.0,1
Desert Hot Springs Solar,wecc240_psse_N_2400,9qj152,PV,2.2,0.0,1
Chuckawalla Solar,wecc240_psse_N_2400,9qj152,PV,4.0,0.0,1
Mohave Electric Cooperative at Joy Lane,wecc240_psse_N_1403,9qndpr,PV,10.0,0.0,1
OE_AZ1,wecc240_psse_N_1403,9qndpr,PV,32.5,0.0,1
Jacobson 5 MW Solar,wecc240_psse_N_1403,9qndpr,PV,4.4,0.0,1
La Senita,wecc240_psse_N_1403,9qndpr,PV,1.0,0.0,1
Gray Hawk Solar,wecc240_psse_N_1403,9qndpr,PV,46.0,0.0,1
Mohave Electric at Fort Mohave,wecc240_psse_N_1403,9qndpr,PV,4.4,0.0,1
"Black Mountain Solar, LLC",wecc240_psse_N_1403,9qndpr,PV,9.0,0.0,1
Searchlight Solar,wecc240_psse_N_1301,9qqk6u,PV,17.49,0.0,1
Mountain View Solar,wecc240_psse_N_1301,9qqk6u,PV,20.0,0.0,1
Silver State Solar Power North,wecc240_psse_N_1301,9qqk6u,PV,52.0,0.0,1
Silver State Solar Power South,wecc240_psse_N_1301,9qqk6u,PV,250.0,0.0,1
"Techren Solar IV, LLC",wecc240_psse_N_1301,9qqk6u,PV,25.0,0.0,1
Nellis Air Force Base Solar Array,wecc240_psse_N_1301,9qqk6u,PV,12.0,0.0,1
CM48,wecc240_psse_N_1301,9qqk6u,PV,48.0,0.0,1
Apex Solar PV Power Project,wecc240_psse_N_1301,9qqk6u,PV,20.0,0.0,1
Copper Mountain Solar 2,wecc240_psse_N_1301,9qqk6u,PV,154.0,0.0,1
"Techren Solar III, LLC",wecc240_psse_N_1301,9qqk6u,PV,25.0,0.0,1
"Copper Mountain Solar 5, LLC",wecc240_psse_N_1301,9qqk6u,PV,250.0,0.0,1
Playa Solar 2,wecc240_psse_N_1301,9qqk6u,PV,100.0,0.0,1
CM10,wecc240_psse_N_1301,9qqk6u,PV,10.0,0.0,1
"Boulder Solar Power, LLC",wecc240_psse_N_1301,9qqk6u,PV,100.0,0.0,1
"Techren Solar I, LLC",wecc240_psse_N_1301,9qqk6u,PV,100.0,0.0,1
"Techren Solar II, LLC",wecc240_psse_N_1301,9qqk6u,PV,200.0,0.0,1
"Playa Solar 1, LLC",wecc240_psse_N_1301,9qqk6u,PV,79.0,0.0,1
Nellis Solar PV II,wecc240_psse_N_1301,9qqk6u,PV,15.5,0.0,1
"Boulder Solar II, LLC",wecc240_psse_N_1301,9qqk6u,PV,50.0,0.0,1
Moapa Southern Paiute,wecc240_psse_N_1301,9qqk6u,PV,250.0,0.0,1
Techren Solar V,wecc240_psse_N_1301,9qqk6u,PV,50.0,0.0,1
"Copper Mountain Solar 4, LLC",wecc240_psse_N_1301,9qqk6u,PV,93.6,0.0,1
"Harry Allen Solar Energy, LLC",wecc240_psse_N_1301,9qqk6u,PV,100.0,0.0,1
Yellow Pine Solar,wecc240_psse_N_1301,9qqk6u,PV,93.8,0.0,1
River Mountains Solar,wecc240_psse_N_1301,9qqk6u,PV,14.4,0.0,1
Copper Mountain Solar 3,wecc240_psse_N_1301,9qqk6u,PV,255.0,0.0,1
Spectrum Solar PV Power Project,wecc240_psse_N_1301,9qqk6u,PV,30.0,0.0,1
Las Vegas WPCF Solar Plant,wecc240_psse_N_1301,9qqk6u,PV,3.3,0.0,1
Townsite Solar Project Hybrid,wecc240_psse_N_1301,9qqk6u,PV,160.0,0.0,1
NVSS-II,wecc240_psse_N_1302,9qw0kp,PV,14.0,0.0,1
Bloomington Solar I,wecc240_psse_N_1302,9qw0kp,PV,2.0,0.0,1
Sunshine Valley Solar,wecc240_psse_N_1302,9qw0kp,PV,100.0,0.0,1
"Enerparc CA2, LLC",wecc240_psse_N_3916,9r106e,PV,1.5,0.0,1
Butte College Main Campus Solar,wecc240_psse_N_3905,9r13pb,PV,3.6,0.0,1
Gridley Main Two,wecc240_psse_N_3905,9r13pb,PV,2.5,0.0,1
Gridley Main,wecc240_psse_N_3905,9r13pb,PV,1.0,0.0,1
Sierra Pacific Industries (2042-RD),wecc240_psse_N_3911,9r1jcf,PV,8.4,0.0,1
Shasta Solar Farm,wecc240_psse_N_3911,9r1jcf,PV,3.0,0.0,1
Bly Solar Center,wecc240_psse_N_4001,9r3wzq,PV,8.0,0.0,1
"OR Solar 5, LLC",wecc240_psse_N_4001,9r3wzq,PV,8.0,0.0,1
"Chiloquin Solar, LLC",wecc240_psse_N_4001,9r3wzq,PV,9.9,0.0,1
"OR Solar 3, LLC",wecc240_psse_N_4001,9r3wzq,PV,10.0,0.0,1
Klamath Falls Solar 2 (CSG),wecc240_psse_N_4001,9r3wzq,PV,2.9,0.0,1
Old Mill Solar,wecc240_psse_N_4001,9r3wzq,PV,5.0,0.0,1
Oregon University System OIT Klamath Falls,wecc240_psse_N_4001,9r3wzq,PV,2.0,0.0,1
"NorWest Energy 4, LLC",wecc240_psse_N_4001,9r3wzq,PV,5.6,0.0,1
"OR Solar 8, LLC",wecc240_psse_N_4001,9r3wzq,PV,10.0,0.0,1
Woodline Solar,wecc240_psse_N_4001,9r3wzq,PV,8.0,0.0,1
HL Solar,wecc240_psse_N_3701,9r4bc7,PV,7.6,0.0,1
Western 102 Power Plant,wecc240_psse_N_3701,9r4bc7,PV,1.0,0.0,1
Turquoise Liberty Solar,wecc240_psse_N_3701,9r4bc7,PV,10.0,0.0,1
"Turquoise Nevada, LLC",wecc240_psse_N_3701,9r4bc7,PV,54.6,0.0,1
Fish Springs,wecc240_psse_N_3701,9r4bc7,PV,100.0,0.0,1
PSREC/SIAD Solar,wecc240_psse_N_3701,9r4bc7,PV,2.4,0.0,1
Ft. Churchill PV,wecc240_psse_N_3701,9r4bc7,PV,18.0,0.0,1
Luning Energy,wecc240_psse_N_3701,9r4bc7,PV,50.0,0.0,1
"EGP Stillwater Solar PV II, LLC",wecc240_psse_N_3701,9r4bc7,PV,20.0,0.0,1
Tungsten Mountain,wecc240_psse_N_3701,9r4bc7,PV,7.3,0.0,1
"Patua Acquisition Project, LLC",wecc240_psse_N_3701,9r4bc7,PV,10.64,0.0,1
Stillwater Facility,wecc240_psse_N_3701,9r4bc7,PV,21.8,0.0,1
"OR Solar 2, LLC",wecc240_psse_N_4204,9r88yx,PV,10.0,0.0,1
Eagle Point Solar,wecc240_psse_N_4204,9r88yx,PV,9.9,0.0,1
"Rock Garden Solar, LLC",wecc240_psse_N_4001,9r3wzq,PV,10.0,0.0,1
Airport Solar,wecc240_psse_N_4001,9r3wzq,PV,47.3,0.0,1
"OR Solar 6, LLC",wecc240_psse_N_4001,9r3wzq,PV,10.0,0.0,1
Black Cap Solar Plant,wecc240_psse_N_4001,9r3wzq,PV,2.0,0.0,1
Fort Rock I,wecc240_psse_N_4001,9r3wzq,PV,9.9,0.0,1
BC Solar,wecc240_psse_N_4001,9r3wzq,PV,8.0,0.0,1
Garrett Solar,wecc240_psse_N_4001,9r3wzq,PV,10.0,0.0,1
Fort Rock IV,wecc240_psse_N_4001,9r3wzq,PV,10.0,0.0,1
"Alkali Solar, LLC",wecc240_psse_N_4001,9r3wzq,PV,10.0,0.0,1
Outback Solar at Christmas Valley,wecc240_psse_N_4001,9r3wzq,PV,4.4,0.0,1
Sheep Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Interstate Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
"Labish Solar, LLC",wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Case Creek Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Kale Patch Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
St Louis Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Pika Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Brush Creek Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Silverton Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Rafael Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Drift Creek Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Kaiser Creek Solar (CSG),wecc240_psse_N_4203,9rb6wg,PV,2.0,0.0,1
Tickle Creek Solar,wecc240_psse_N_4203,9rb6wg,PV,1.9,0.0,1
Thomas Creek Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Minke Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Dunn Road Solar,wecc240_psse_N_4203,9rb6wg,PV,1.8,0.0,1
Mt. Hope Solar,wecc240_psse_N_4203,9rb6wg,PV,2.5,0.0,1
Sulus Solar 17,wecc240_psse_N_4203,9rb6wg,PV,3.1,0.0,1
"Day Hill Solar, LLC",wecc240_psse_N_4203,9rb6wg,PV,2.3,0.0,1
"SSD Clackamas 1, LLC",wecc240_psse_N_4203,9rb6wg,PV,4.0,0.0,1
"SSD Clackamas 4, LLC",wecc240_psse_N_4203,9rb6wg,PV,2.0,0.0,1
"SSD Clackamas 7, LLC",wecc240_psse_N_4203,9rb6wg,PV,2.0,0.0,1
Sulus Solar 35,wecc240_psse_N_4203,9rb6wg,PV,3.0,0.0,1
Sulus Solar 29,wecc240_psse_N_4203,9rb6wg,PV,2.6,0.0,1
"Brightwood Solar, LLC",wecc240_psse_N_4203,9rb6wg,PV,10.0,0.0,1
Sandy River Solar (CSG),wecc240_psse_N_4203,9rb6wg,PV,1.9,0.0,1
Bighorn Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Bristol Solar,wecc240_psse_N_4203,9rb6wg,PV,3.0,0.0,1
"SSD Marion 3, LLC",wecc240_psse_N_4203,9rb6wg,PV,2.0,0.0,1
Cosper Creek Solar (CSG),wecc240_psse_N_4203,9rb6wg,PV,2.5,0.0,1
O'Neill Creek Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Milford Solar OR,wecc240_psse_N_4203,9rb6wg,PV,3.0,0.0,1
"Yamhill Solar, LLC",wecc240_psse_N_4203,9rb6wg,PV,1.0,0.0,1
Bellevue Solar Project,wecc240_psse_N_4203,9rb6wg,PV,1.6,0.0,1
Mill Creek Solar (OR),wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Dayton Cutoff Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
"Ballston Solar, LLC",wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Grand Ronde Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
"Butler Solar, LLC",wecc240_psse_N_4203,9rb6wg,PV,4.0,0.0,1
Sulus Solar 33,wecc240_psse_N_4203,9rb6wg,PV,3.0,0.0,1
Sulus Solar 28,wecc240_psse_N_4203,9rb6wg,PV,3.0,0.0,1
Williams Acres Solar,wecc240_psse_N_4203,9rb6wg,PV,2.5,0.0,1
Sesqui-C Solar (CSG),wecc240_psse_N_4203,9rb6wg,PV,2.5,0.0,1
Colton Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Baldock Solar Highway,wecc240_psse_N_4203,9rb6wg,PV,1.7,0.0,1
Oregon University System Rabbit Field,wecc240_psse_N_4203,9rb6wg,PV,1.2,0.0,1
"Firwood Solar, LLC",wecc240_psse_N_4203,9rb6wg,PV,10.0,0.0,1
"Palmer Creek Solar, LLC",wecc240_psse_N_4203,9rb6wg,PV,2.3,0.0,1
Valley Creek Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Red Prairie Solar,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
"Duus Solar, LLC",wecc240_psse_N_4203,9rb6wg,PV,10.0,0.0,1
"SSD Marion 6, LLC",wecc240_psse_N_4203,9rb6wg,PV,2.0,0.0,1
"SSD Marion 1, LLC",wecc240_psse_N_4203,9rb6wg,PV,2.0,0.0,1
"Boring Solar, LLC",wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Sulus Solar 22,wecc240_psse_N_4203,9rb6wg,PV,3.0,0.0,1
Greenpark Solar,wecc240_psse_N_4203,9rb6wg,PV,1.3,0.0,1
Sulus Solar 25,wecc240_psse_N_4203,9rb6wg,PV,2.2,0.0,1
Carnes Creek Solar (CSG),wecc240_psse_N_4203,9rb6wg,PV,2.5,0.0,1
Fruitland Creek Solar (CSG),wecc240_psse_N_4203,9rb6wg,PV,1.8,0.0,1
River Valley Solar,wecc240_psse_N_4203,9rb6wg,PV,1.9,0.0,1
"SSD Marion 5, LLC",wecc240_psse_N_4203,9rb6wg,PV,2.0,0.0,1
"Steel Bridge Solar, LLC",wecc240_psse_N_4203,9rb6wg,PV,2.3,0.0,1
"OSLH, LLC",wecc240_psse_N_4004,9rcvn1,PV,9.9,0.0,1
"NorWest Energy 2, LLC",wecc240_psse_N_4004,9rcvn1,PV,9.9,0.0,1
Solar Star Oregon II,wecc240_psse_N_4004,9rcvn1,PV,56.0,0.0,1
"Tumbleweed Solar, LLC",wecc240_psse_N_4004,9rcvn1,PV,9.9,0.0,1
Elbe Solar Center,wecc240_psse_N_4004,9rcvn1,PV,10.0,0.0,1
Adams Solar Center,wecc240_psse_N_4004,9rcvn1,PV,10.0,0.0,1
Bear Creek Solar Center,wecc240_psse_N_4004,9rcvn1,PV,10.0,0.0,1
"Suntex Solar, LLC",wecc240_psse_N_4003,9rg8bx,PV,10.0,0.0,1
Brush Solar Center,wecc240_psse_N_4003,9rg8bx,PV,2.8,0.0,1
Baker City Solar,wecc240_psse_N_4003,9rg8bx,PV,15.0,0.0,1
Murphy Flat Solar,wecc240_psse_N_4003,9rg8bx,PV,20.0,0.0,1
Riley,wecc240_psse_N_4003,9rg8bx,PV,10.0,0.0,1
"Thunderegg Solar Center, LLC",wecc240_psse_N_4003,9rg8bx,PV,10.0,0.0,1
"West Hines Solar I, LLC",wecc240_psse_N_4003,9rg8bx,PV,10.0,0.0,1
"Grove Solar Center, LLC",wecc240_psse_N_4003,9rg8bx,PV,6.0,0.0,1
"Hyline Solar Center, LLC",wecc240_psse_N_4003,9rg8bx,PV,9.0,0.0,1
"Open Range Solar Center, LLC",wecc240_psse_N_4003,9rg8bx,PV,10.0,0.0,1
"Vale Air Solar Center, LLC",wecc240_psse_N_4003,9rg8bx,PV,10.0,0.0,1
"Railroad Solar Center, LLC",wecc240_psse_N_4003,9rg8bx,PV,4.5,0.0,1
Starvation,wecc240_psse_N_4003,9rg8bx,PV,9.9,0.0,1
Vale Solar Center,wecc240_psse_N_4003,9rg8bx,PV,3.0,0.0,1
Ontario Solar Center,wecc240_psse_N_4003,9rg8bx,PV,3.0,0.0,1
Morgan Solar Center,wecc240_psse_N_4003,9rg8bx,PV,3.0,0.0,1
Battle Mountain Solar Project,wecc240_psse_N_6403,9rkf69,PV,101.0,0.0,1
"Pavant Solar II, LLC",wecc240_psse_N_2604,9rpbwn,PV,50.0,0.0,1
"Pavant Solar, LLC",wecc240_psse_N_2604,9rpbwn,PV,50.0,0.0,1
Pavant Solar III,wecc240_psse_N_2604,9rpbwn,PV,20.0,0.0,1
"Jackpot Solar, LLC",wecc240_psse_N_6101,9rwgcr,PV,120.0,0.0,1
Clif Bar Bakery of Twin Falls,wecc240_psse_N_6101,9rwgcr,PV,2.0,0.0,1
Simcoe Solar,wecc240_psse_N_6101,9rwgcr,PV,20.0,0.0,1
"Mt. Home Solar 1, LLC",wecc240_psse_N_6101,9rwgcr,PV,20.0,0.0,1
Grand View Solar Two,wecc240_psse_N_6101,9rwgcr,PV,80.0,0.0,1
Orchard Ranch Solar,wecc240_psse_N_6101,9rwgcr,PV,20.0,0.0,1
"Black Mesa Solar, LLC",wecc240_psse_N_6101,9rwgcr,PV,40.0,0.0,1
ID Solar,wecc240_psse_N_6101,9rwgcr,PV,40.0,0.0,1
American Falls Solar,wecc240_psse_N_6103,9rx7st,PV,20.0,0.0,1
American Falls Solar II,wecc240_psse_N_6103,9rx7st,PV,20.0,0.0,1
Davis Monthan AFB (AZ) West Airfield,wecc240_psse_N_1402,9w01f3,PV,12.6,0.0,1
"Mesquite Solar 5, LLC",wecc240_psse_N_1402,9w01f3,PV,60.0,0.0,1
UASTP I,wecc240_psse_N_1402,9w01f3,PV,1.2,0.0,1
Avalon Solar II,wecc240_psse_N_1402,9w01f3,PV,16.0,0.0,1
Valencia Solar,wecc240_psse_N_1402,9w01f3,PV,9.0,0.0,1
Tech Park Solar,wecc240_psse_N_1402,9w01f3,PV,5.1,0.0,1
Mesa Solar Array,wecc240_psse_N_1402,9w01f3,PV,4.0,0.0,1
"RE Ajo 1, LLC",wecc240_psse_N_1402,9w01f3,PV,4.5,0.0,1
"Mesquite Solar 3, LLC",wecc240_psse_N_1402,9w01f3,PV,154.0,0.0,1
Badger 1,wecc240_psse_N_1402,9w01f3,PV,14.8,0.0,1
Gila Bend Hybrid,wecc240_psse_N_1402,9w01f3,PV,37.12,0.0,1
Desert Star Hybrid,wecc240_psse_N_1402,9w01f3,PV,11.2,0.0,1
Luke Solar,wecc240_psse_N_1402,9w01f3,PV,11.2,0.0,1
Paloma Solar Hybrid,wecc240_psse_N_1402,9w01f3,PV,17.6,0.0,1
Saddle Mountain Solar I,wecc240_psse_N_1402,9w01f3,PV,15.0,0.0,1
Mesquite Solar 1,wecc240_psse_N_1402,9w01f3,PV,170.0,0.0,1
Arlington Valley Solar Energy II,wecc240_psse_N_1402,9w01f3,PV,129.0,0.0,1
Queen Creek Solar Farm,wecc240_psse_N_1402,9w01f3,PV,19.0,0.0,1
Lake Pleasant WTP,wecc240_psse_N_1402,9w01f3,PV,6.0,0.0,1
"Mesquite Solar 2, LLC",wecc240_psse_N_1402,9w01f3,PV,100.8,0.0,1
Cotton Center Solar Hybrid,wecc240_psse_N_1402,9w01f3,PV,17.0,0.0,1
"Gilbert Solar Facility I, LLC",wecc240_psse_N_1402,9w01f3,PV,2.5,0.0,1
"Sun Streams, LLC",wecc240_psse_N_1402,9w01f3,PV,158.0,0.0,1
Cogenra-TEP,wecc240_psse_N_1402,9w01f3,PV,1.0,0.0,1
Sun Streams 2,wecc240_psse_N_1402,9w01f3,PV,150.0,0.0,1
FRB Solar Farm,wecc240_psse_N_1402,9w01f3,PV,1.9,0.0,1
Prairie Fire,wecc240_psse_N_1402,9w01f3,PV,4.5,0.0,1
Avra Valley Solar,wecc240_psse_N_1402,9w01f3,PV,26.46,0.0,1
"Picture Rocks Solar, LLC",wecc240_psse_N_1402,9w01f3,PV,20.0,0.0,1
Avalon Solar,wecc240_psse_N_1402,9w01f3,PV,29.0,0.0,1
Prescott Airport,wecc240_psse_N_1402,9w01f3,PV,3.0,0.0,1
"RE Bagdad Solar I, LLC",wecc240_psse_N_1402,9w01f3,PV,15.0,0.0,1
Prescott Solar Plant,wecc240_psse_N_1402,9w01f3,PV,10.4,0.0,1
Chino Solar Valley,wecc240_psse_N_1402,9w01f3,PV,19.0,0.0,1
Rio Rico Solar,wecc240_psse_N_1402,9w01f3,PV,6.0,0.0,1
East Line Solar,wecc240_psse_N_1402,9w01f3,PV,100.0,0.0,1
Saint Solar,wecc240_psse_N_1402,9w01f3,PV,100.0,0.0,1
Roger Road WWTP,wecc240_psse_N_1402,9w01f3,PV,0.9,0.0,1
Walmart Casa Grande,wecc240_psse_N_1402,9w01f3,PV,2.0,0.0,1
Red Rock,wecc240_psse_N_1402,9w01f3,PV,40.0,0.0,1
Bonnybrooke PV,wecc240_psse_N_1402,9w01f3,PV,50.0,0.0,1
Sandstone Solar,wecc240_psse_N_1402,9w01f3,PV,45.0,0.0,1
"Poseidon Solar, LLC",wecc240_psse_N_1402,9w01f3,PV,20.0,0.0,1
Iron Horse Battery Storage Hybrid,wecc240_psse_N_1402,9w01f3,PV,2.0,0.0,1
"Gato Montes Solar, LLC",wecc240_psse_N_1402,9w01f3,PV,5.0,0.0,1
Broadway 2 - Tucson Phase II,wecc240_psse_N_1402,9w01f3,PV,3.0,0.0,1
Raptor Ridge,wecc240_psse_N_1402,9w01f3,PV,12.5,0.0,1
"Wilmot Energy Center, LLC",wecc240_psse_N_1402,9w01f3,PV,130.0,0.0,1
Pinal Central Energy Center Hybrid,wecc240_psse_N_1402,9w01f3,PV,20.0,0.0,1
Buckeye Union HS District 201,wecc240_psse_N_1402,9w01f3,PV,3.3,0.0,1
Kayenta Solar Project,wecc240_psse_N_1102,9w1wf0,PV,55.3,0.0,1
Apache Solar 1,wecc240_psse_N_1102,9w1wf0,PV,20.0,0.0,1
Red Horse III,wecc240_psse_N_1102,9w1wf0,PV,30.0,0.0,1
Sulphur Springs,wecc240_psse_N_1102,9w1wf0,PV,20.5,0.0,1
Red Horse 2,wecc240_psse_N_1102,9w1wf0,PV,55.0,0.0,1
Fort Huachuca Solar PV Project,wecc240_psse_N_1102,9w1wf0,PV,17.7,0.0,1
Holloman Solar Facility,wecc240_psse_N_1101,9w1zzg,PV,5.0,0.0,1
"SunE EPE1, LLC",wecc240_psse_N_1101,9w1zzg,PV,10.0,0.0,1
Otero Solar,wecc240_psse_N_1101,9w1zzg,PV,7.5,0.0,1
Alamogordo Solar Energy Center,wecc240_psse_N_1101,9w1zzg,PV,4.9,0.0,1
Newman Solar,wecc240_psse_N_1101,9w1zzg,PV,10.42,0.0,1
City of Truth or Consequences PV,wecc240_psse_N_1101,9w1zzg,PV,1.9,0.0,1
Columbus Solar Project,wecc240_psse_N_1101,9w1zzg,PV,1.9,0.0,1
Fort Bliss (DEA EPIC),wecc240_psse_N_1101,9w1zzg,PV,2.0,0.0,1
Montana Solar Facility,wecc240_psse_N_1101,9w1zzg,PV,3.0,0.0,1
Buena Vista Energy Center,wecc240_psse_N_1101,9w1zzg,PV,120.0,0.0,1
Deming Solar Energy Center,wecc240_psse_N_1101,9w1zzg,PV,9.0,0.0,1
Springerville,wecc240_psse_N_1101,9w1zzg,PV,13.62,0.0,1
