name,node,bus,gen,cap,cf,units
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,2.5,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,2.5,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Horseshoe Bend,wecc240_psse_N_4005,c245ue,WT,2.75,0.0,1
Horseshoe Bend,wecc240_psse_N_4005,c245ue,WT,2.75,0.0,1
Horseshoe Bend,wecc240_psse_N_4005,c245ue,WT,2.75,0.0,1
Horseshoe Bend,wecc240_psse_N_4005,c245ue,WT,2.75,0.0,1
Horseshoe Bend,wecc240_psse_N_4005,c245ue,WT,2.75,0.0,1
Horseshoe Bend,wecc240_psse_N_4005,c245ue,WT,2.75,0.0,1
Horseshoe Bend,wecc240_psse_N_4005,c245ue,WT,2.75,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,2.5,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Biglow Canyon II,wecc240_psse_N_4005,c245ue,WT,2.3,0.0,1
Biglow Canyon II,wecc240_psse_N_4005,c245ue,WT,2.3,0.0,1
Biglow Canyon II,wecc240_psse_N_4005,c245ue,WT,2.3,0.0,1
Biglow Canyon II,wecc240_psse_N_4005,c245ue,WT,2.3,0.0,1
Biglow Canyon II,wecc240_psse_N_4005,c245ue,WT,2.3,0.0,1
Biglow Canyon II,wecc240_psse_N_4005,c245ue,WT,2.3,0.0,1
Biglow Canyon II,wecc240_psse_N_4005,c245ue,WT,2.3,0.0,1
Biglow Canyon II,wecc240_psse_N_4005,c245ue,WT,2.3,0.0,1
Biglow Canyon II,wecc240_psse_N_4005,c245ue,WT,2.3,0.0,1
Biglow Canyon II,wecc240_psse_N_4005,c245ue,WT,2.3,0.0,1
Biglow Canyon II,wecc240_psse_N_4005,c245ue,WT,2.3,0.0,1
Biglow Canyon II,wecc240_psse_N_4005,c245ue,WT,2.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Biglow Canyon II,wecc240_psse_N_4005,c245ue,WT,2.3,0.0,1
Biglow Canyon II,wecc240_psse_N_4005,c245ue,WT,2.3,0.0,1
Biglow Canyon II,wecc240_psse_N_4005,c245ue,WT,2.3,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,2.5,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Golden Hills (Oregon),wecc240_psse_N_4005,c245ue,WT,4.3,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
PaTu Wind Farm,wecc240_psse_N_4005,c245ue,WT,1.5,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Klondike II,wecc240_psse_N_4005,c245ue,WT,1.6,0.0,1
Klondike II,wecc240_psse_N_4005,c245ue,WT,1.6,0.0,1
Klondike II,wecc240_psse_N_4005,c245ue,WT,1.6,0.0,1
Klondike II,wecc240_psse_N_4005,c245ue,WT,1.6,0.0,1
Klondike II,wecc240_psse_N_4005,c245ue,WT,1.6,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Klondike III,wecc240_psse_N_4005,c245ue,WT,1.5,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Hay Canyon,wecc240_psse_N_4005,c245ue,WT,2.1,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Biglow Canyon I,wecc240_psse_N_4005,c245ue,WT,1.65,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Wild Horse I,wecc240_psse_N_4102,c26crp,WT,1.8,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Wild Horse I,wecc240_psse_N_4102,c26crp,WT,1.8,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Wild Horse I,wecc240_psse_N_4102,c26crp,WT,1.8,0.0,1
Wild Horse I,wecc240_psse_N_4102,c26crp,WT,1.8,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Sagebrush (Kittitas Valley),wecc240_psse_N_4102,c26crp,WT,2.1,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Wild Horse I,wecc240_psse_N_4102,c26crp,WT,1.8,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Vantage Point,wecc240_psse_N_4102,c26crp,WT,1.5,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
Stateline Wind Project,wecc240_psse_N_4102,c26crp,WT,0.66,0.0,1
