name,type,latitude,longitude,node
"Ocotillo Wind I",WT,32.753593,-116.056786,9mvgw4
"Ocotillo Wind I",WT,32.746696,-116.069389,9mvgw4
"Ocotillo Wind I",WT,32.757053,-116.079414,9mvgw4
"Ocotillo Wind I",WT,32.727493,-116.044487,9mvgw4
"Ocotillo Wind I",WT,32.758797,-116.009087,9mvgw4
"Ocotillo Wind I",WT,32.760494,-116.024185,9mvgw4
"Ocotillo Wind I",WT,32.752495,-116.065186,9mvgw4
"Ocotillo Wind I",WT,32.735596,-116.023689,9mvgw4
"Ocotillo Wind I",WT,32.751339,-116.08197,9mvgw4
"Ocotillo Wind I",WT,32.707035,-115.985657,9mvgw4
"Ocotillo Wind I",WT,32.765194,-116.066689,9mvgw4
"Ocotillo Wind I",WT,32.758797,-115.97229,9mvgw4
"Ocotillo Wind I",WT,32.734295,-116.089691,9mvgw4
"Ocotillo Wind I",WT,32.758896,-116.04879,9mvgw4
"Ocotillo Wind I",WT,32.754795,-116.085587,9mvgw4
"Ocotillo Wind I",WT,32.764896,-116.053589,9mvgw4
"Ocotillo Wind I",WT,32.762196,-116.063889,9mvgw4
"Ocotillo Wind I",WT,32.711796,-115.986786,9mvgw4
"Ocotillo Wind I",WT,32.731094,-116.07489,9mvgw4
"Ocotillo Wind I",WT,32.719654,-116.004692,9mvgw4
"Ocotillo Wind I",WT,32.720795,-116.006592,9mvgw4
"Ocotillo Wind I",WT,32.725994,-116.06929,9mvgw4
"Ocotillo Wind I",WT,32.739494,-116.046486,9mvgw4
"Ocotillo Wind I",WT,32.756996,-116.047089,9mvgw4
"Ocotillo Wind I",WT,32.751396,-116.046288,9mvgw4
"Ocotillo Wind I",WT,32.738369,-116.033081,9mvgw4
"Ocotillo Wind I",WT,32.761696,-116.038086,9mvgw4
"Ocotillo Wind I",WT,32.713795,-115.987991,9mvgw4
"Ocotillo Wind I",WT,32.762794,-116.051788,9mvgw4
"Ocotillo Wind I",WT,32.751095,-116.06369,9mvgw4
"Ocotillo Wind I",WT,32.707851,-115.996704,9mvgw4
"Ocotillo Wind I",WT,32.742794,-116.049286,9mvgw4
"Ocotillo Wind I",WT,32.729794,-116.065689,9mvgw4
"Ocotillo Wind I",WT,32.761696,-116.073586,9mvgw4
"Ocotillo Wind I",WT,32.766495,-116.056389,9mvgw4
"Ocotillo Wind I",WT,32.738297,-116.024185,9mvgw4
"Ocotillo Wind I",WT,32.766693,-115.978889,9mvgw4
"Ocotillo Wind I",WT,32.739197,-116.083488,9mvgw4
"Ocotillo Wind I",WT,32.756695,-115.97039,9mvgw4
"Ocotillo Wind I",WT,32.734997,-116.029488,9mvgw4
"Ocotillo Wind I",WT,32.742596,-116.061188,9mvgw4
"Ocotillo Wind I",WT,32.742695,-116.07019,9mvgw4
"Ocotillo Wind I",WT,32.737797,-116.100784,9mvgw4
"Ocotillo Wind I",WT,32.765095,-116.021385,9mvgw4
"California State Prison Los Angeles County",WT,34.691982,-118.221596,9q5fm0
"San Clemente Island",WT,32.987331,-118.55278,9q5fm0
"San Clemente Island",WT,32.985569,-118.551636,9q5fm0
"San Clemente Island",WT,32.986084,-118.552109,9q5fm0
"Lake Palmdale",WT,34.555897,-118.118286,9q5fm0
"Alta V",WT,35.013996,-118.25209,9q713t
"Alta V",WT,35.002995,-118.259491,9q713t
"Alta V",WT,35.000294,-118.262985,9q713t
"Alta III",WT,35.013996,-118.26149,9q713t
"Alta VI (partial)",WT,35.013695,-118.317291,9q713t
"Alta III",WT,35.017197,-118.259888,9q713t
"Mustang Hills",WT,35.030296,-118.241188,9q713t
"Alta V",WT,34.999393,-118.263985,9q713t
"Alta V",WT,35.023193,-118.241287,9q713t
"Alta V",WT,35.025295,-118.248688,9q713t
"Alta V",WT,35.012695,-118.242989,9q713t
"Alta V",WT,35.021996,-118.241287,9q713t
"Alta V",WT,35.014896,-118.241989,9q713t
"Alta V",WT,35.009495,-118.254288,9q713t
"Alta V",WT,35.027996,-118.247986,9q713t
"Alta V",WT,35.020195,-118.249786,9q713t
"Alta V",WT,35.013794,-118.242386,9q713t
"Alta V",WT,35.010593,-118.253685,9q713t
"Alta V",WT,35.009449,-118.24482,9q713t
"Alta V",WT,35.002193,-118.26059,9q713t
"Alta IV",WT,35.041393,-118.388084,9q713t
"Mustang Hills",WT,35.027897,-118.241287,9q713t
"Alta V",WT,34.995895,-118.253891,9q713t
"Alta V",WT,35.005394,-118.24839,9q713t
"Alta V",WT,35.001194,-118.261887,9q713t
"Alta I",WT,35.049496,-118.396889,9q713t
"Alta I",WT,35.054794,-118.39399,9q713t
"Alta I",WT,35.057297,-118.348488,9q713t
"Mustang Hills",WT,35.029095,-118.241188,9q713t
"Alta I",WT,35.025295,-118.348686,9q713t
"Alta I",WT,35.027596,-118.370987,9q713t
"Alta I",WT,35.020996,-118.360291,9q713t
"Alta I",WT,35.038174,-118.375305,9q713t
"Alta I",WT,35.023296,-118.39109,9q713t
"Alta I",WT,35.022694,-118.356987,9q713t
"Alta I",WT,35.043694,-118.381485,9q713t
"Alta I",WT,35.045395,-118.360588,9q713t
"Alta I",WT,35.044594,-118.380585,9q713t
"Alta I",WT,35.026096,-118.347389,9q713t
"Alta I",WT,35.030018,-118.381882,9q713t
"Alta I",WT,35.050095,-118.394485,9q713t
"Alta I",WT,35.024895,-118.353485,9q713t
"Alta I",WT,35.038197,-118.365189,9q713t
"Alta I",WT,35.028095,-118.364189,9q713t
"Alta V",WT,35.007294,-118.255486,9q713t
"Alta I",WT,35.030296,-118.36039,9q713t
"Alta I",WT,35.051094,-118.379791,9q713t
"Alta I",WT,35.034195,-118.354187,9q713t
"Alta I",WT,35.032295,-118.357689,9q713t
"Alta I",WT,35.024197,-118.388985,9q713t
"Alta I",WT,35.045994,-118.359589,9q713t
"Alta I",WT,35.037193,-118.358185,9q713t
"Alta I",WT,35.03186,-118.38121,9q713t
"Alta I",WT,35.050396,-118.393288,9q713t
"Alta V",WT,35.002193,-118.250687,9q713t
"Alta III",WT,34.998997,-118.313591,9q713t
"Alta V",WT,35.011597,-118.243591,9q713t
"Alta V",WT,35.016693,-118.251091,9q713t
"Alta V",WT,35.015194,-118.251587,9q713t
"Alta V",WT,35.026794,-118.248489,9q713t
"Alta V",WT,35.030796,-118.247086,9q713t
"Alta V",WT,35.006294,-118.247391,9q713t
"Alta V",WT,35.018394,-118.241386,9q713t
"Alta V",WT,35.024296,-118.241386,9q713t
"Alta V",WT,35.017197,-118.241386,9q713t
"Alta IV",WT,35.040695,-118.359985,9q713t
"Alta V",WT,35.007294,-118.246391,9q713t
"Alta V",WT,35.029594,-118.247391,9q713t
"Alta V",WT,35.017895,-118.250587,9q713t
"Alta V",WT,34.996994,-118.252991,9q713t
"Alta VI (partial)",WT,35.022194,-118.299484,9q713t
"Alta VI (partial)",WT,35.018494,-118.304085,9q713t
"Alta VI (partial)",WT,35.025993,-118.30619,9q713t
"Alta VI (partial)",WT,35.014194,-118.324287,9q713t
"Alta V",WT,35.025494,-118.241287,9q713t
"Alta V",WT,35.011696,-118.25309,9q713t
"Alta V",WT,35.012894,-118.252487,9q713t
"Alta V",WT,35.022797,-118.24939,9q713t
"Alta IV",WT,35.051395,-118.321587,9q713t
"Alta IV",WT,35.022297,-118.263687,9q713t
"Mustang Hills",WT,35.026695,-118.241188,9q713t
"Alta V",WT,35.003895,-118.258492,9q713t
"Alta V",WT,35.020794,-118.241287,9q713t
"Alta V",WT,35.004696,-118.257385,9q713t
"Alta V",WT,35.021397,-118.249489,9q713t
"Alta V",WT,35.001194,-118.251488,9q713t
"Alta V",WT,35.036594,-118.220688,9q713t
"Alta V",WT,35.004295,-118.249084,9q713t
"Alta V",WT,35.019596,-118.241386,9q713t
"Alta III",WT,35.009499,-118.233887,9q713t
"Alta III",WT,35.019794,-118.268791,9q713t
"Alta III",WT,35.016094,-118.260284,9q713t
"Alta III",WT,35.008293,-118.264091,9q713t
"Alta III",WT,35.012295,-118.279686,9q713t
"Alta III",WT,35.003796,-118.270592,9q713t
"Alta III",WT,35.007397,-118.264992,9q713t
"Alta III",WT,35.011696,-118.299385,9q713t
"Alta III",WT,35.001396,-118.30719,9q713t
"Alta III",WT,35.013695,-118.297585,9q713t
"Alta IV",WT,35.051395,-118.314186,9q713t
"Alta IV",WT,35.021996,-118.25869,9q713t
"Alta V",WT,35.003296,-118.249886,9q713t
"Alta V",WT,34.998096,-118.252289,9q713t
"Alta V",WT,35.018993,-118.250191,9q713t
"Alta V",WT,35.008293,-118.24559,9q713t
"Alta V",WT,35.015995,-118.241486,9q713t
"Alta V",WT,35.000294,-118.252388,9q713t
"Alta V",WT,35.010395,-118.244087,9q713t
"Alta V",WT,35.008293,-118.25489,9q713t
"Alta V",WT,35.024197,-118.248787,9q713t
"Alta V",WT,35.006195,-118.256187,9q713t
"Mustang Hills",WT,35.032795,-118.241089,9q713t
"Oak Creek Wind Power Phase 2",WT,35.037895,-118.353889,9q713t
"Alta I",WT,35.027653,-118.384361,9q713t
"Alta II",WT,35.017895,-118.231987,9q713t
"Alta II",WT,35.036297,-118.245087,9q713t
"Alta II",WT,35.014793,-118.223587,9q713t
"Alta II",WT,35.035496,-118.246185,9q713t
"Alta II",WT,35.018707,-118.223457,9q713t
"Alta I",WT,35.048294,-118.375786,9q713t
"Alta I",WT,35.019196,-118.391891,9q713t
"Alta I",WT,35.027794,-118.386787,9q713t
"Alta I",WT,35.030697,-118.358185,9q713t
"Alta I",WT,35.035496,-118.360291,9q713t
"Alta I",WT,35.053795,-118.387291,9q713t
"Alta I",WT,35.028595,-118.382889,9q713t
"Alta I",WT,35.043095,-118.382385,9q713t
"Alta I",WT,35.050995,-118.390884,9q713t
"Alta II",WT,35.030396,-118.226891,9q713t
"Alta II",WT,35.031895,-118.256889,9q713t
"Alta II",WT,35.029495,-118.257484,9q713t
"Alta II",WT,35.030594,-118.256989,9q713t
"Alta III",WT,35.005196,-118.268387,9q713t
"Alta III",WT,35.010696,-118.26329,9q713t
"Alta III",WT,35.013096,-118.278587,9q713t
"Alta III",WT,35.010197,-118.302284,9q713t
"Alta III",WT,35.006695,-118.26619,9q713t
"Alta III",WT,35.014633,-118.276291,9q713t
"Alta I",WT,35.052197,-118.388885,9q713t
"Alta II",WT,35.00824,-118.234406,9q713t
"Alta II",WT,35.026596,-118.230988,9q713t
"Alta II",WT,35.017097,-118.235176,9q713t
"Alta XI",WT,35.074551,-118.381493,9q713t
"Alta XI",WT,35.097702,-118.363586,9q713t
"Alta XI",WT,35.095341,-118.383064,9q713t
"Alta XI",WT,35.089397,-118.384987,9q713t
"Alta XI",WT,35.065582,-118.386009,9q713t
"Alta XI",WT,35.068596,-118.377388,9q713t
"Alta XI",WT,35.085995,-118.384689,9q713t
"Alta XI",WT,35.068596,-118.37429,9q713t
"Alta XI",WT,35.081394,-118.381691,9q713t
"Alta VI (partial)",WT,35.019295,-118.318886,9q713t
"Alta VI (partial)",WT,35.015896,-118.307388,9q713t
"Alta VI (partial)",WT,35.030396,-118.302391,9q713t
"Alta II",WT,35.036896,-118.225288,9q713t
"Alta II",WT,35.013393,-118.223686,9q713t
"Alta II",WT,35.034695,-118.247185,9q713t
"Alta II",WT,35.017796,-118.224388,9q713t
"Alta II",WT,35.031601,-118.225861,9q713t
"Alta II",WT,35.027393,-118.22979,9q713t
"Alta II",WT,35.03709,-118.243675,9q713t
"Alta II",WT,35.034195,-118.231384,9q713t
"Alta II",WT,35.036095,-118.226791,9q713t
"Alta II",WT,35.012096,-118.223785,9q713t
"Alta II",WT,35.033096,-118.25679,9q713t
"Alta II",WT,35.008194,-118.223885,9q713t
"Alta II",WT,35.009495,-118.223885,9q713t
"Alta III",WT,35.005196,-118.303688,9q713t
"Mustang Hills",WT,35.031494,-118.241089,9q713t
"Alta III",WT,35.019096,-118.269989,9q713t
"Alta III",WT,35.010593,-118.281685,9q713t
"Alta I",WT,35.026695,-118.373291,9q713t
"Alta I",WT,35.045631,-118.37973,9q713t
"Alta I",WT,35.028294,-118.367584,9q713t
"Alta I",WT,35.025394,-118.387886,9q713t
"Alta I",WT,35.056793,-118.349586,9q713t
"Alta I",WT,35.036995,-118.367287,9q713t
"Alta I",WT,35.034595,-118.371887,9q713t
"Alta I",WT,35.052494,-118.370186,9q713t
"Alta I",WT,35.049759,-118.39566,9q713t
"Alta I",WT,35.029594,-118.361191,9q713t
"Alta I",WT,35.055496,-118.351585,9q713t
"Alta I",WT,35.027393,-118.347191,9q713t
"Alta I",WT,35.032993,-118.356888,9q713t
"Alta I",WT,35.025696,-118.375389,9q713t
"Alta I",WT,35.027096,-118.372185,9q713t
"Alta I",WT,35.051296,-118.389687,9q713t
"Alta I",WT,35.028996,-118.362091,9q713t
"Alta I",WT,35.038094,-118.357185,9q713t
"Alta I",WT,35.026894,-118.38739,9q713t
"Alta I",WT,35.043396,-118.364891,9q713t
"Alta I",WT,35.050255,-118.382599,9q713t
"Alta I",WT,35.050694,-118.391991,9q713t
"Alta I",WT,35.038593,-118.373985,9q713t
"Alta I",WT,35.049294,-118.375191,9q713t
"Alta I",WT,35.051094,-118.373688,9q713t
"Alta I",WT,35.017696,-118.39209,9q713t
"Alta I",WT,35.047195,-118.357391,9q713t
"Alta I",WT,35.032696,-118.380486,9q713t
"Alta III",WT,35.013893,-118.277489,9q713t
"Alta III",WT,35.020496,-118.267586,9q713t
"Alta III",WT,35.010895,-118.300491,9q713t
"Alta III",WT,35.011795,-118.262787,9q713t
"Alta II",WT,35.028294,-118.257988,9q713t
"Alta II",WT,35.032394,-118.224289,9q713t
"Alta II",WT,35.032894,-118.222588,9q713t
"Alta II",WT,35.029594,-118.228088,9q713t
"Alta II",WT,35.032696,-118.236786,9q713t
"Alta II",WT,35.034695,-118.22979,9q713t
"Alta II",WT,35.033695,-118.232986,9q713t
"Alta II",WT,35.028595,-118.22879,9q713t
"Alta II",WT,35.035397,-118.228287,9q713t
"Alta II",WT,35.025494,-118.223289,9q713t
"Alta II",WT,35.033894,-118.248291,9q713t
"Alta II",WT,35.018757,-118.230873,9q713t
"Alta II",WT,35.016994,-118.225487,9q713t
"Alta II",WT,35.010796,-118.223885,9q713t
"Alta II",WT,35.033295,-118.234787,9q713t
"Alta II",WT,35.010849,-118.233498,9q713t
"Alta I",WT,35.044796,-118.361588,9q713t
"Alta I",WT,35.035095,-118.370285,9q713t
"Alta III",WT,34.996593,-118.316788,9q713t
"Alta I",WT,35.036194,-118.368286,9q713t
"Alta I",WT,35.029114,-118.367027,9q713t
"Alta III",WT,35.003296,-118.305389,9q713t
"Alta III",WT,34.997395,-118.315689,9q713t
"Alta IV",WT,35.044094,-118.355789,9q713t
"Alta III",WT,35.006298,-118.303162,9q713t
"Pine Tree extension",WT,35.234493,-118.175285,9q713t
"Pine Tree extension",WT,35.281197,-118.201385,9q713t
"Pine Tree extension",WT,35.236897,-118.171288,9q713t
"Pine Tree extension",WT,35.283497,-118.198189,9q713t
"Pine Tree extension",WT,35.228497,-118.200691,9q713t
"Pinyon Pines I",WT,35.071594,-118.21209,9q713t
"Pinyon Pines I",WT,35.062996,-118.222588,9q713t
"Pine Tree Wind Farm",WT,35.288197,-118.193687,9q713t
"Tehachapi Windplant I",WT,35.052998,-118.381844,9q713t
"Pine Tree Wind Farm",WT,35.284595,-118.185089,9q713t
"Pine Tree Wind Farm",WT,35.283394,-118.184586,9q713t
"Pine Tree Wind Farm",WT,35.264694,-118.205391,9q713t
"Pine Tree Wind Farm",WT,35.234196,-118.182884,9q713t
"Pine Tree Wind Farm",WT,35.254597,-118.182289,9q713t
"Pine Tree Wind Farm",WT,35.264896,-118.213585,9q713t
"Pine Tree Wind Farm",WT,35.274296,-118.183388,9q713t
"Pine Tree Wind Farm",WT,35.245193,-118.193886,9q713t
"Pine Tree extension",WT,35.274593,-118.196587,9q713t
"Pine Tree Wind Farm",WT,35.274094,-118.214989,9q713t
"Pine Tree extension",WT,35.278896,-118.199486,9q713t
"Pine Tree extension",WT,35.276794,-118.198189,9q713t
"Tehachapi Windplant I",WT,35.062706,-118.388733,9q713t
"Tehachapi Windplant I",WT,35.056816,-118.385544,9q713t
"Tehachapi Windplant I",WT,35.059296,-118.388191,9q713t
"Tehachapi Windplant I",WT,35.060909,-118.382202,9q713t
"Tehachapi Windplant I",WT,35.059177,-118.390144,9q713t
"Tehachapi Windplant I",WT,35.058655,-118.382652,9q713t
"Pine Tree Wind Farm",WT,35.262394,-118.179985,9q713t
"Pine Tree Wind Farm",WT,35.285496,-118.185287,9q713t
"Pine Tree Wind Farm",WT,35.244694,-118.18129,9q713t
"Pine Tree Wind Farm",WT,35.253395,-118.180588,9q713t
"Pine Tree Wind Farm",WT,35.270794,-118.176788,9q713t
"Pine Tree Wind Farm",WT,35.269695,-118.197289,9q713t
"Pine Tree Wind Farm",WT,35.236294,-118.18119,9q713t
"Pine Tree Wind Farm",WT,35.259895,-118.17189,9q713t
"Pine Tree Wind Farm",WT,35.235096,-118.18219,9q713t
"Pine Tree Wind Farm",WT,35.266193,-118.208092,9q713t
"Pine Tree extension",WT,35.231396,-118.199692,9q713t
"Pine Tree extension",WT,35.233395,-118.198792,9q713t
"Pine Tree Wind Farm",WT,35.278397,-118.207291,9q713t
"Pine Tree Wind Farm",WT,35.272896,-118.176491,9q713t
"Pine Tree Wind Farm",WT,35.279594,-118.207787,9q713t
"Rising Tree North",WT,35.084881,-118.23172,9q713t
"Sky River Repower",WT,35.198349,-118.236893,9q713t
"Sky River Repower",WT,35.272289,-118.243225,9q713t
"Sky River Repower",WT,35.210903,-118.240074,9q713t
"Sky River Repower",WT,35.201004,-118.235512,9q713t
"Cameron Ridge",WT,35.076496,-118.313286,9q713t
"Cameron Ridge",WT,35.079826,-118.305748,9q713t
"Cameron Ridge",WT,35.075974,-118.314545,9q713t
"Cameron Ridge",WT,35.079296,-118.30619,9q713t
"Cameron Ridge",WT,35.081696,-118.307587,9q713t
"Cameron Ridge",WT,35.081287,-118.304482,9q713t
"Cameron Ridge",WT,35.08083,-118.304871,9q713t
"Cameron Ridge",WT,35.077255,-118.311508,9q713t
"Cameron Ridge",WT,35.080662,-118.308289,9q713t
"Cameron Ridge",WT,35.079559,-118.308914,9q713t
"Cameron Ridge",WT,35.080326,-118.305504,9q713t
"Cameron Ridge",WT,35.080093,-118.308586,9q713t
