state,county,building_type,floorarea[sf]
NM,Do├▒a Ana,quick_service_restaurant,100100
NM,Do├▒a Ana,retail,6667200
NM,Do├▒a Ana,school,208500
NM,Do├▒a Ana,strip_mall,468600
NM,Do├▒a Ana,supermarket,166500
NM,Do├▒a Ana,warehouse,6257400
NM,Eddy,apartment,2121600
NM,Eddy,full_service_restaurant,105600
NM,Eddy,hospital,99900
NM,Eddy,hotel,462300
NM,Eddy,no_match,371600
NM,Eddy,office,567100
NM,Eddy,outpatient,212300
NM,Eddy,quick_service_restaurant,34300
NM,Eddy,retail,1963200
NM,Eddy,strip_mall,79800
NM,Eddy,supermarket,40000
NM,Eddy,warehouse,663200
NM,Grant,apartment,391000
NM,Grant,full_service_restaurant,108100
NM,Grant,hotel,170200
NM,Grant,no_match,259500
NM,Grant,office,266500
NM,Grant,outpatient,25600
NM,Grant,quick_service_restaurant,12500
NM,Grant,retail,1121400
NM,Grant,school,16200
NM,Grant,strip_mall,50500
NM,Grant,supermarket,39400
NM,Grant,warehouse,131600
NM,Guadalupe,apartment,131600
NM,Guadalupe,full_service_restaurant,13000
NM,Guadalupe,hotel,147900
NM,Guadalupe,no_match,6200
NM,Guadalupe,office,21600
NM,Guadalupe,quick_service_restaurant,16000
NM,Guadalupe,retail,67300
NM,Harding,no_match,9300
NM,Harding,retail,1500
NM,Hidalgo,apartment,100
NM,Hidalgo,full_service_restaurant,5200
NM,Hidalgo,hotel,230900
NM,Hidalgo,no_match,19100
NM,Hidalgo,office,8700
NM,Hidalgo,quick_service_restaurant,5400
NM,Hidalgo,retail,72100
NM,Hidalgo,strip_mall,28500
NM,Hidalgo,warehouse,57000
NM,Lea,apartment,3112400
NM,Lea,full_service_restaurant,80500
NM,Lea,hotel,587200
NM,Lea,no_match,527000
NM,Lea,office,608900
NM,Lea,outpatient,42900
NM,Lea,quick_service_restaurant,25300
NM,Lea,retail,2905400
NM,Lea,school,2400
NM,Lea,strip_mall,67700
NM,Lea,warehouse,700300
NM,Lincoln,apartment,370000
NM,Lincoln,full_service_restaurant,90100
NM,Lincoln,hotel,719300
NM,Lincoln,no_match,218200
NM,Lincoln,office,322800
NM,Lincoln,outpatient,16300
NM,Lincoln,quick_service_restaurant,13100
NM,Lincoln,retail,1239400
NM,Lincoln,school,2700
NM,Lincoln,strip_mall,58300
NM,Lincoln,supermarket,43100
NM,Lincoln,warehouse,147100
NM,Los Alamos,apartment,702300
NM,Los Alamos,full_service_restaurant,8900
NM,Los Alamos,hospital,100700
NM,Los Alamos,hotel,233400
NM,Los Alamos,no_match,58100
NM,Los Alamos,office,590600
NM,Los Alamos,outpatient,52000
NM,Los Alamos,quick_service_restaurant,4000
NM,Los Alamos,retail,655600
NM,Los Alamos,strip_mall,29000
NM,Los Alamos,supermarket,96800
NM,Los Alamos,warehouse,69700
NM,Luna,apartment,701400
NM,Luna,full_service_restaurant,40800
NM,Luna,hotel,294300
NM,Luna,no_match,684600
NM,Luna,office,210400
NM,Luna,outpatient,20500
NM,Luna,quick_service_restaurant,19700
NM,Luna,retail,741400
NM,Luna,strip_mall,96500
NM,Luna,warehouse,562600
NM,McKinley,apartment,962100
NM,McKinley,full_service_restaurant,148500
NM,McKinley,hotel,593200
NM,McKinley,no_match,49100
NM,McKinley,office,273600
NM,McKinley,outpatient,6900
NM,McKinley,quick_service_restaurant,38600
NM,McKinley,retail,2134600
NM,McKinley,school,110100
NM,McKinley,strip_mall,35700
NM,McKinley,warehouse,151200
NM,Mora,hotel,5600
NM,Mora,no_match,1100
NM,Mora,retail,13700
NM,Otero,apartment,1273800
NM,Otero,full_service_restaurant,177800
NM,Otero,hotel,531100
NM,Otero,no_match,551500
NM,Otero,office,592100
NM,Otero,outpatient,61900
NM,Otero,quick_service_restaurant,31900
NM,Otero,retail,2616500
NM,Otero,school,16700
NM,Otero,strip_mall,132200
NM,Otero,supermarket,4500
NM,Otero,warehouse,588900
NM,Quay,apartment,130300
NM,Quay,full_service_restaurant,38900
NM,Quay,hotel,409300
NM,Quay,no_match,41800
NM,Quay,office,61400
NM,Quay,outpatient,6600
NM,Quay,quick_service_restaurant,8800
NM,Quay,retail,220500
NM,Quay,strip_mall,26200
NM,Quay,warehouse,800
NM,Rio Arriba,apartment,57900
NM,Rio Arriba,full_service_restaurant,49500
NM,Rio Arriba,hospital,6000
NM,Rio Arriba,hotel,142300
NM,Rio Arriba,no_match,103200
NM,Rio Arriba,office,199200
NM,Rio Arriba,outpatient,57400
NM,Rio Arriba,quick_service_restaurant,24500
NM,Rio Arriba,retail,1139400
NM,Rio Arriba,school,4500
NM,Rio Arriba,strip_mall,57900
NM,Rio Arriba,supermarket,30700
NM,Rio Arriba,warehouse,19000
NM,Roosevelt,apartment,659800
NM,Roosevelt,full_service_restaurant,10100
NM,Roosevelt,hotel,70200
NM,Roosevelt,no_match,68100
NM,Roosevelt,office,70500
NM,Roosevelt,outpatient,4500
NM,Roosevelt,quick_service_restaurant,9200
NM,Roosevelt,retail,373400
NM,Roosevelt,school,1900
NM,Roosevelt,strip_mall,120100
NM,Roosevelt,warehouse,306400
NM,San Juan,apartment,2210400
NM,San Juan,full_service_restaurant,115500
NM,San Juan,hotel,948400
NM,San Juan,no_match,607000
NM,San Juan,office,1338000
NM,San Juan,outpatient,111300
NM,San Juan,quick_service_restaurant,73300
NM,San Juan,retail,4503900
NM,San Juan,school,2800
NM,San Juan,strip_mall,180100
NM,San Juan,supermarket,244900
NM,San Juan,warehouse,1238600
NM,San Miguel,apartment,545500
NM,San Miguel,full_service_restaurant,36300
NM,San Miguel,hotel,222200
NM,San Miguel,no_match,480200
NM,San Miguel,office,158500
NM,San Miguel,outpatient,128000
NM,San Miguel,quick_service_restaurant,18700
NM,San Miguel,retail,679400
NM,San Miguel,strip_mall,45300
NM,San Miguel,supermarket,47600
NM,San Miguel,warehouse,43000
NM,Sandoval,apartment,3236800
NM,Sandoval,full_service_restaurant,210200
NM,Sandoval,hospital,728300
NM,Sandoval,hotel,1281100
NM,Sandoval,no_match,5604900
NM,Sandoval,office,2767900
NM,Sandoval,outpatient,597500
NM,Sandoval,quick_service_restaurant,119800
NM,Sandoval,retail,3719300
NM,Sandoval,school,134600
NM,Sandoval,strip_mall,88500
NM,Sandoval,supermarket,302100
NM,Sandoval,warehouse,2829300
NM,Santa Fe,apartment,8851500
NM,Santa Fe,full_service_restaurant,367900
NM,Santa Fe,hospital,110600
NM,Santa Fe,hotel,2273400
NM,Santa Fe,no_match,3623300
NM,Santa Fe,office,6730500
NM,Santa Fe,outpatient,890900
NM,Santa Fe,quick_service_restaurant,77700
NM,Santa Fe,retail,8038300
NM,Santa Fe,school,1437100
NM,Santa Fe,strip_mall,384000
NM,Santa Fe,supermarket,181300
NM,Santa Fe,warehouse,3680000
NM,Sierra,apartment,80500
NM,Sierra,full_service_restaurant,26700
NM,Sierra,hotel,411600
NM,Sierra,no_match,183400
NM,Sierra,office,119200
NM,Sierra,outpatient,2500
NM,Sierra,quick_service_restaurant,9200
NM,Sierra,retail,471300
NM,Sierra,strip_mall,15000
NM,Sierra,warehouse,196200
NM,Socorro,apartment,126900
NM,Socorro,full_service_restaurant,58600
NM,Socorro,hotel,223500
NM,Socorro,no_match,40600
NM,Socorro,office,70600
NM,Socorro,outpatient,7600
NM,Socorro,quick_service_restaurant,10000
NM,Socorro,retail,400700
NM,Socorro,strip_mall,24300
NM,Socorro,supermarket,8900
NM,Socorro,warehouse,19100
NM,Taos,apartment,395000
NM,Taos,full_service_restaurant,121400
NM,Taos,hospital,7800
NM,Taos,hotel,1033600
NM,Taos,no_match,255400
NM,Taos,office,238000
NM,Taos,outpatient,34500
NM,Taos,quick_service_restaurant,11100
NM,Taos,retail,609800
NM,Taos,school,38700
NM,Taos,strip_mall,45700
NM,Taos,supermarket,125000
NM,Taos,warehouse,142600
NM,Torrance,apartment,55200
NM,Torrance,full_service_restaurant,38200
NM,Torrance,hotel,247200
NM,Torrance,no_match,29400
NM,Torrance,office,99200
NM,Torrance,outpatient,4000
NM,Torrance,quick_service_restaurant,18000
NM,Torrance,retail,499900
NM,Torrance,strip_mall,28900
NM,Torrance,warehouse,437700
NM,Union,apartment,16800
NM,Union,full_service_restaurant,6300
NM,Union,hotel,50400
NM,Union,no_match,18600
NM,Union,office,6700
NM,Union,outpatient,5500
NM,Union,quick_service_restaurant,7300
NM,Union,retail,42500
NM,Union,strip_mall,4900
NM,Union,warehouse,55700
NM,Valencia,apartment,801100
NM,Valencia,full_service_restaurant,185000
NM,Valencia,hotel,422100
NM,Valencia,no_match,4419700
NM,Valencia,office,987100
NM,Valencia,outpatient,219600
NM,Valencia,quick_service_restaurant,112800
NM,Valencia,retail,3262800
NM,Valencia,school,36000
NM,Valencia,strip_mall,115300
NM,Valencia,supermarket,53900
NM,Valencia,warehouse,1908100
NV,Carson City,apartment,4513500
NV,Carson City,full_service_restaurant,105200
NV,Carson City,hospital,535800
NV,Carson City,hotel,577800
NV,Carson City,no_match,1926300
NV,Carson City,office,2693600
NV,Carson City,outpatient,372900
NV,Carson City,quick_service_restaurant,55000
NV,Carson City,retail,3517100
NV,Carson City,school,13000
NV,Carson City,strip_mall,344400
NV,Carson City,supermarket,228100
NV,Carson City,warehouse,3018200
NV,Churchill,apartment,642400
NV,Churchill,full_service_restaurant,12100
NV,Churchill,hotel,197600
NV,Churchill,no_match,356600
NV,Churchill,office,231000
NV,Churchill,outpatient,48100
NV,Churchill,quick_service_restaurant,28000
NV,Churchill,retail,962600
NV,Churchill,strip_mall,81000
NV,Churchill,warehouse,449400
NV,Clark,apartment,262043400
NV,Clark,full_service_restaurant,4910800
NV,Clark,hospital,6432000
NV,Clark,hotel,154052300
NV,Clark,no_match,69053400
NV,Clark,office,56178500
NV,Clark,outpatient,17778600
NV,Clark,quick_service_restaurant,1708400
NV,Clark,retail,90721000
NV,Clark,school,12869200
NV,Clark,strip_mall,16907200
NV,Clark,supermarket,4970500
NV,Clark,warehouse,135379600
NV,Douglas,apartment,864600
NV,Douglas,full_service_restaurant,135300
NV,Douglas,hotel,1884900
NV,Douglas,no_match,1952100
NV,Douglas,office,935700
NV,Douglas,outpatient,160400
NV,Douglas,quick_service_restaurant,19800
NV,Douglas,retail,2219900
NV,Douglas,school,44200
NV,Douglas,strip_mall,152100
NV,Douglas,supermarket,54000
NV,Douglas,warehouse,2473900
NV,Elko,apartment,2027200
NV,Elko,full_service_restaurant,24400
NV,Elko,hospital,176900
NV,Elko,hotel,1312200
NV,Elko,no_match,1364600
NV,Elko,office,595600
NV,Elko,outpatient,107200
NV,Elko,quick_service_restaurant,32100
NV,Elko,retail,1584600
NV,Elko,school,2600
NV,Elko,strip_mall,45700
NV,Elko,supermarket,65300
NV,Elko,warehouse,931600
NV,Esmeralda,apartment,81900
NV,Esmeralda,full_service_restaurant,4600
NV,Esmeralda,no_match,91400
NV,Esmeralda,retail,18900
NV,Eureka,apartment,66100
NV,Eureka,full_service_restaurant,11200
NV,Eureka,hotel,35200
NV,Eureka,no_match,14500
NV,Eureka,office,4300
NV,Eureka,retail,20200
NV,Eureka,warehouse,7500
NV,Humboldt,apartment,360000
NV,Humboldt,full_service_restaurant,37600
NV,Humboldt,hotel,297400
NV,Humboldt,no_match,76300
NV,Humboldt,office,125900
NV,Humboldt,outpatient,9300
NV,Humboldt,quick_service_restaurant,13600
NV,Humboldt,retail,690300
NV,Humboldt,strip_mall,22600
NV,Humboldt,warehouse,73000
NV,Lander,apartment,134400
NV,Lander,full_service_restaurant,2300
NV,Lander,hotel,89600
NV,Lander,no_match,59100
NV,Lander,office,33000
NV,Lander,quick_service_restaurant,3000
NV,Lander,retail,112000
NV,Lander,school,12700
NV,Lander,strip_mall,6100
NV,Lander,warehouse,60300
NV,Lincoln,apartment,30400
NV,Lincoln,hospital,6100
NV,Lincoln,hotel,13400
NV,Lincoln,no_match,31800
NV,Lincoln,office,6100
NV,Lincoln,retail,61600
NV,Lincoln,supermarket,4900
NV,Lyon,apartment,649000
NV,Lyon,full_service_restaurant,57100
NV,Lyon,hotel,156400
NV,Lyon,no_match,3822500
NV,Lyon,office,227700
NV,Lyon,outpatient,47700
NV,Lyon,quick_service_restaurant,30600
NV,Lyon,retail,1363600
NV,Lyon,school,15300
NV,Lyon,strip_mall,206200
NV,Lyon,warehouse,5579200
NV,Mineral,apartment,41700
NV,Mineral,full_service_restaurant,14200
NV,Mineral,hotel,84700
NV,Mineral,no_match,10700
NV,Mineral,office,16100
NV,Mineral,quick_service_restaurant,3400
NV,Mineral,retail,85500
NV,Mineral,school,60000
NV,Mineral,warehouse,2004500
NV,Nye,apartment,612100
NV,Nye,full_service_restaurant,86200
NV,Nye,hospital,72700
NV,Nye,hotel,328700
NV,Nye,no_match,276100
NV,Nye,office,317600
NV,Nye,outpatient,216500
NV,Nye,quick_service_restaurant,15300
NV,Nye,retail,1340600
NV,Nye,school,11300
NV,Nye,strip_mall,91100
NV,Nye,supermarket,62400
NV,Nye,warehouse,363000
NV,Pershing,apartment,138900
NV,Pershing,full_service_restaurant,7000
NV,Pershing,hotel,64500
NV,Pershing,no_match,108500
NV,Pershing,office,27900
NV,Pershing,retail,93200
NV,Pershing,school,3000
NV,Pershing,strip_mall,16900
NV,Pershing,supermarket,15300
NV,Pershing,warehouse,44600
NV,Storey,apartment,31100
NV,Storey,full_service_restaurant,9200
NV,Storey,hotel,189600
NV,Storey,no_match,11981500
NV,Storey,office,327800
NV,Storey,retail,78400
NV,Storey,strip_mall,8100
NV,Storey,warehouse,15530300
NV,Washoe,apartment,55745900
NV,Washoe,full_service_restaurant,854900
NV,Washoe,hospital,2928200
NV,Washoe,hotel,17380700
NV,Washoe,no_match,17229900
NV,Washoe,office,20074600
NV,Washoe,outpatient,3057000
NV,Washoe,quick_service_restaurant,333900
NV,Washoe,retail,22706300
NV,Washoe,school,404200
NV,Washoe,strip_mall,3959800
NV,Washoe,supermarket,363500
NV,Washoe,warehouse,71494700
NV,White Pine,apartment,149900
NV,White Pine,full_service_restaurant,3700
NV,White Pine,hotel,266400
NV,White Pine,no_match,57700
NV,White Pine,office,103600
NV,White Pine,quick_service_restaurant,3000
NV,White Pine,retail,243000
NV,White Pine,strip_mall,58500
NV,White Pine,warehouse,30800
OR,Baker,apartment,273700
OR,Baker,full_service_restaurant,50300
OR,Baker,hotel,234300
OR,Baker,no_match,57300
OR,Baker,office,146700
OR,Baker,outpatient,4700
OR,Baker,quick_service_restaurant,5400
OR,Baker,retail,578600
OR,Baker,school,52000
OR,Baker,strip_mall,58100
OR,Baker,supermarket,35900
OR,Baker,warehouse,272500
OR,Benton,apartment,11843200
OR,Benton,full_service_restaurant,218800
OR,Benton,hospital,275800
OR,Benton,hotel,502200
OR,Benton,no_match,2122800
OR,Benton,office,2465500
OR,Benton,outpatient,583900
OR,Benton,quick_service_restaurant,44800
OR,Benton,retail,2812700
OR,Benton,school,857100
OR,Benton,strip_mall,613100
OR,Benton,supermarket,114500
OR,Benton,warehouse,1194000
OR,Clackamas,apartment,33253100
OR,Clackamas,full_service_restaurant,738800
OR,Clackamas,hospital,255600
OR,Clackamas,hotel,1610600
OR,Clackamas,no_match,11548000
OR,Clackamas,office,11226100
OR,Clackamas,outpatient,1535300
OR,Clackamas,quick_service_restaurant,205200
OR,Clackamas,retail,15075800
OR,Clackamas,school,599700
OR,Clackamas,strip_mall,903100
OR,Clackamas,supermarket,908500
OR,Clackamas,warehouse,26147400
OR,Clatsop,apartment,1562400
OR,Clatsop,full_service_restaurant,135300
OR,Clatsop,hospital,166000
OR,Clatsop,hotel,1093200
OR,Clatsop,no_match,533400
OR,Clatsop,office,619500
OR,Clatsop,outpatient,42200
OR,Clatsop,quick_service_restaurant,22400
OR,Clatsop,retail,2112600
OR,Clatsop,school,111100
OR,Clatsop,strip_mall,208700
OR,Clatsop,supermarket,110100
OR,Clatsop,warehouse,619100
OR,Columbia,apartment,1241100
OR,Columbia,full_service_restaurant,62300
OR,Columbia,hotel,139600
OR,Columbia,no_match,1312500
OR,Columbia,office,447100
OR,Columbia,outpatient,32500
OR,Columbia,quick_service_restaurant,15500
OR,Columbia,retail,1094700
OR,Columbia,school,54400
OR,Columbia,strip_mall,162900
OR,Columbia,supermarket,15000
OR,Columbia,warehouse,1282100
OR,Coos,apartment,1337400
OR,Coos,full_service_restaurant,150800
OR,Coos,hotel,485000
OR,Coos,no_match,1096800
OR,Coos,office,811000
OR,Coos,outpatient,312500
OR,Coos,quick_service_restaurant,25500
OR,Coos,retail,1918800
OR,Coos,school,55000
OR,Coos,strip_mall,190200
OR,Coos,supermarket,229200
OR,Coos,warehouse,429100
OR,Crook,apartment,455400
OR,Crook,full_service_restaurant,42600
OR,Crook,hospital,62000
OR,Crook,hotel,149000
OR,Crook,no_match,1199200
OR,Crook,office,231800
OR,Crook,outpatient,127300
OR,Crook,quick_service_restaurant,12800
OR,Crook,retail,417500
OR,Crook,school,54100
OR,Crook,strip_mall,37700
OR,Crook,supermarket,16800
OR,Crook,warehouse,1142200
OR,Curry,apartment,431600
OR,Curry,full_service_restaurant,66100
OR,Curry,hotel,1132300
OR,Curry,no_match,397700
OR,Curry,office,146700
OR,Curry,outpatient,39800
OR,Curry,quick_service_restaurant,14300
OR,Curry,retail,556200
OR,Curry,strip_mall,48100
OR,Curry,supermarket,162700
OR,Curry,warehouse,162400
OR,Deschutes,apartment,8153100
OR,Deschutes,full_service_restaurant,495900
OR,Deschutes,hospital,38800
OR,Deschutes,hotel,1753200
OR,Deschutes,no_match,3024000
OR,Deschutes,office,5706300
OR,Deschutes,outpatient,1183600
OR,Deschutes,quick_service_restaurant,96300
OR,Deschutes,retail,6913700
OR,Deschutes,school,173900
OR,Deschutes,strip_mall,884600
OR,Deschutes,supermarket,467200
OR,Deschutes,warehouse,7310800
OR,Douglas,apartment,3959100
OR,Douglas,full_service_restaurant,370700
OR,Douglas,hotel,1040000
OR,Douglas,no_match,4553300
OR,Douglas,office,1897500
OR,Douglas,outpatient,798700
OR,Douglas,quick_service_restaurant,130100
OR,Douglas,retail,4644600
OR,Douglas,school,70900
OR,Douglas,strip_mall,612400
OR,Douglas,supermarket,228500
OR,Douglas,warehouse,2673300
OR,Gilliam,apartment,34000
OR,Gilliam,hotel,35100
OR,Gilliam,no_match,65700
OR,Gilliam,retail,7100
OR,Gilliam,strip_mall,17300
OR,Gilliam,supermarket,7400
OR,Gilliam,warehouse,9800
OR,Grant,apartment,103100
OR,Grant,full_service_restaurant,13900
OR,Grant,hotel,56600
OR,Grant,no_match,127200
OR,Grant,office,102000
OR,Grant,quick_service_restaurant,2400
OR,Grant,retail,120600
OR,Grant,school,17600
OR,Grant,strip_mall,26400
OR,Grant,warehouse,11200
OR,Harney,apartment,71700
OR,Harney,full_service_restaurant,11300
OR,Harney,hotel,101200
OR,Harney,no_match,214500
OR,Harney,office,54200
OR,Harney,outpatient,4700
OR,Harney,quick_service_restaurant,1400
OR,Harney,retail,240800
OR,Harney,strip_mall,26300
OR,Harney,supermarket,32400
OR,Harney,warehouse,370500
OR,Hood River,apartment,516700
OR,Hood River,full_service_restaurant,35500
OR,Hood River,hotel,385100
OR,Hood River,no_match,541800
OR,Hood River,office,479900
OR,Hood River,outpatient,15700
OR,Hood River,quick_service_restaurant,10600
OR,Hood River,retail,585000
OR,Hood River,strip_mall,64700
OR,Hood River,supermarket,4000
OR,Hood River,warehouse,246100
OR,Jackson,apartment,7897000
OR,Jackson,full_service_restaurant,438500
OR,Jackson,hotel,1918600
OR,Jackson,no_match,4025000
OR,Jackson,office,4368500
OR,Jackson,outpatient,919100
OR,Jackson,quick_service_restaurant,91100
OR,Jackson,retail,8056800
OR,Jackson,school,92800
OR,Jackson,strip_mall,955900
OR,Jackson,supermarket,362100
OR,Jackson,warehouse,6435600
OR,Jefferson,apartment,647800
OR,Jefferson,full_service_restaurant,35800
OR,Jefferson,hotel,124200
OR,Jefferson,no_match,370900
OR,Jefferson,office,142700
OR,Jefferson,outpatient,22600
OR,Jefferson,quick_service_restaurant,18500
OR,Jefferson,retail,395100
OR,Jefferson,strip_mall,59400
OR,Jefferson,supermarket,65200
OR,Jefferson,warehouse,202900
OR,Josephine,apartment,1493700
OR,Josephine,full_service_restaurant,172600
OR,Josephine,hotel,193300
OR,Josephine,no_match,445200
OR,Josephine,office,644100
OR,Josephine,outpatient,273500
OR,Josephine,quick_service_restaurant,37900
OR,Josephine,retail,2101500
OR,Josephine,strip_mall,157400
OR,Josephine,supermarket,330400
OR,Josephine,warehouse,1046100
OR,Klamath,apartment,1517300
OR,Klamath,full_service_restaurant,152800
OR,Klamath,hotel,410100
OR,Klamath,no_match,1203600
OR,Klamath,office,673400
OR,Klamath,outpatient,283400
OR,Klamath,quick_service_restaurant,20000
OR,Klamath,retail,2139500
OR,Klamath,school,36600
OR,Klamath,strip_mall,390200
OR,Klamath,supermarket,130500
OR,Klamath,warehouse,1460700
OR,Lake,full_service_restaurant,8900
OR,Lake,hotel,81400
OR,Lake,no_match,102500
OR,Lake,office,73700
OR,Lake,quick_service_restaurant,2100
OR,Lake,retail,95600
OR,Lake,strip_mall,9800
OR,Lake,supermarket,20100
OR,Lake,warehouse,156000
OR,Lane,apartment,35802200
OR,Lane,full_service_restaurant,1113100
OR,Lane,hospital,3380500
OR,Lane,hotel,3349400
OR,Lane,no_match,19039000
OR,Lane,office,14025300
OR,Lane,outpatient,2803800
OR,Lane,quick_service_restaurant,285000
OR,Lane,retail,16658000
OR,Lane,school,458000
OR,Lane,strip_mall,2308600
OR,Lane,supermarket,1153400
OR,Lane,warehouse,18017000
OR,Lincoln,apartment,2034300
OR,Lincoln,full_service_restaurant,131000
OR,Lincoln,hotel,1794400
OR,Lincoln,no_match,293100
OR,Lincoln,office,495500
OR,Lincoln,outpatient,50900
OR,Lincoln,quick_service_restaurant,12500
OR,Lincoln,retail,1634800
OR,Lincoln,school,4400
OR,Lincoln,strip_mall,282500
OR,Lincoln,supermarket,24900
OR,Lincoln,warehouse,361300
OR,Linn,apartment,7342800
OR,Linn,full_service_restaurant,343900
OR,Linn,hospital,155700
OR,Linn,hotel,538200
OR,Linn,no_match,5898400
OR,Linn,office,2346000
OR,Linn,outpatient,403700
OR,Linn,quick_service_restaurant,75700
OR,Linn,retail,5058100
OR,Linn,school,88300
OR,Linn,strip_mall,670500
OR,Linn,supermarket,399100
OR,Linn,warehouse,8210400
OR,Malheur,apartment,1130500
OR,Malheur,full_service_restaurant,111200
OR,Malheur,hospital,137200
OR,Malheur,hotel,334800
OR,Malheur,no_match,1391300
OR,Malheur,office,430500
OR,Malheur,outpatient,135400
OR,Malheur,quick_service_restaurant,83600
OR,Malheur,retail,1789100
OR,Malheur,school,11900
OR,Malheur,strip_mall,305800
OR,Malheur,supermarket,78400
OR,Malheur,warehouse,2060200
OR,Marion,apartment,27989000
OR,Marion,full_service_restaurant,753700
OR,Marion,hospital,1694000
OR,Marion,hotel,1510900
OR,Marion,no_match,13277500
OR,Marion,office,10537600
OR,Marion,outpatient,1872700
OR,Marion,quick_service_restaurant,226100
OR,Marion,retail,14602400
OR,Marion,school,591400
OR,Marion,strip_mall,1170600
OR,Marion,supermarket,787400
OR,Marion,warehouse,21102100
OR,Morrow,apartment,301700
OR,Morrow,full_service_restaurant,24100
OR,Morrow,hotel,61500
OR,Morrow,no_match,403300
OR,Morrow,office,20100
OR,Morrow,retail,50300
OR,Morrow,strip_mall,25500
OR,Morrow,warehouse,483000
OR,Multnomah,apartment,149807500
OR,Multnomah,full_service_restaurant,2486900
OR,Multnomah,hospital,7253000
OR,Multnomah,hotel,14252900
OR,Multnomah,no_match,45502400
OR,Multnomah,office,59319100
OR,Multnomah,outpatient,5635400
OR,Multnomah,quick_service_restaurant,392900
OR,Multnomah,retail,30426000
OR,Multnomah,school,3660800
OR,Multnomah,strip_mall,5385200
OR,Multnomah,supermarket,1627900
OR,Multnomah,warehouse,90422400
OR,Polk,apartment,5330800
OR,Polk,full_service_restaurant,68600
OR,Polk,hotel,34600
OR,Polk,no_match,1453400
OR,Polk,office,641800
OR,Polk,outpatient,129900
OR,Polk,quick_service_restaurant,28300
OR,Polk,retail,1461700
OR,Polk,school,11300
OR,Polk,strip_mall,202300
OR,Polk,supermarket,27100
OR,Polk,warehouse,1119700
OR,Sherman,hotel,36400
OR,Sherman,no_match,320100
OR,Sherman,office,5500
OR,Sherman,retail,25500
OR,Sherman,strip_mall,8600
OR,Sherman,supermarket,2000
OR,Tillamook,apartment,656800
OR,Tillamook,full_service_restaurant,101900
OR,Tillamook,hotel,235400
OR,Tillamook,no_match,915300
OR,Tillamook,office,200600
OR,Tillamook,outpatient,54100
OR,Tillamook,quick_service_restaurant,8200
OR,Tillamook,retail,615500
OR,Tillamook,school,31300
OR,Tillamook,strip_mall,90100
OR,Tillamook,supermarket,58000
OR,Tillamook,warehouse,244300
OR,Umatilla,apartment,2121700
OR,Umatilla,full_service_restaurant,126600
OR,Umatilla,hotel,664500
OR,Umatilla,no_match,1770400
OR,Umatilla,office,497500
OR,Umatilla,outpatient,277000
OR,Umatilla,quick_service_restaurant,30400
OR,Umatilla,retail,2034200
OR,Umatilla,school,97000
OR,Umatilla,strip_mall,156900
OR,Umatilla,supermarket,155500
OR,Umatilla,warehouse,1157800
OR,Union,apartment,758000
OR,Union,full_service_restaurant,62500
OR,Union,hotel,216200
OR,Union,no_match,785300
OR,Union,office,223700
OR,Union,outpatient,17400
OR,Union,quick_service_restaurant,17500
OR,Union,retail,736600
OR,Union,strip_mall,89800
OR,Union,supermarket,83900
OR,Union,warehouse,189200
OR,Wallowa,apartment,183800
OR,Wallowa,full_service_restaurant,28300
OR,Wallowa,hotel,131600
OR,Wallowa,no_match,52800
OR,Wallowa,office,38800
OR,Wallowa,quick_service_restaurant,3300
OR,Wallowa,retail,171100
OR,Wallowa,strip_mall,13500
OR,Wallowa,supermarket,40600
OR,Wallowa,warehouse,27200
OR,Wasco,apartment,549500
OR,Wasco,full_service_restaurant,53700
OR,Wasco,hotel,199000
OR,Wasco,no_match,1178000
OR,Wasco,office,331900
OR,Wasco,outpatient,136000
OR,Wasco,quick_service_restaurant,17100
OR,Wasco,retail,1273600
OR,Wasco,school,96500
OR,Wasco,strip_mall,130800
OR,Wasco,supermarket,31200
OR,Wasco,warehouse,405800
OR,Washington,apartment,69495800
OR,Washington,full_service_restaurant,1080100
OR,Washington,hospital,1205300
OR,Washington,hotel,3469800
OR,Washington,no_match,25341700
OR,Washington,office,33873500
OR,Washington,outpatient,3359100
OR,Washington,quick_service_restaurant,306500
OR,Washington,retail,25551800
OR,Washington,school,1514400
OR,Washington,strip_mall,961700
OR,Washington,supermarket,661100
OR,Washington,warehouse,39240100
OR,Wheeler,full_service_restaurant,3300
OR,Wheeler,hotel,6100
OR,Wheeler,no_match,9800
OR,Wheeler,retail,8700
OR,Yamhill,apartment,5172400
OR,Yamhill,full_service_restaurant,143500
OR,Yamhill,hospital,538000
OR,Yamhill,hotel,569300
OR,Yamhill,no_match,4556200
OR,Yamhill,office,1250800
OR,Yamhill,outpatient,254500
OR,Yamhill,quick_service_restaurant,42600
OR,Yamhill,retail,3411700
OR,Yamhill,school,306000
OR,Yamhill,strip_mall,340100
OR,Yamhill,supermarket,81300
OR,Yamhill,warehouse,2436600
UT,Beaver,apartment,23200
UT,Beaver,full_service_restaurant,18600
UT,Beaver,hotel,167600
UT,Beaver,no_match,65300
UT,Beaver,office,8100
UT,Beaver,quick_service_restaurant,4400
UT,Beaver,retail,84600
UT,Beaver,school,20300
UT,Beaver,strip_mall,5200
UT,Beaver,warehouse,28800
UT,Box Elder,apartment,875200
UT,Box Elder,full_service_restaurant,44400
UT,Box Elder,hotel,113400
UT,Box Elder,no_match,4115200
UT,Box Elder,office,319300
