powerplant,generator,fuel,startup,shutdown,model,costs
SKIC_SOLAR_1,,,0.0,0.0,1,"0,0"
SLIDE_CREEK,HT,WATER,0.0,0.0,1,"0,0"
SLY_CREEK,HT,WATER,0.0,0.0,1,"0,0"
SMITH_FALLS_HYDRO_PROJECT,HT,WATER,0.0,0.0,1,"0,0"
SMUD_AT_GRUNDMAN,PV,SUN,0.0,0.0,1,"0,0"
SNOQUALMIE,HT,WATER,0.0,0.0,1,"0,0"
SNOQUALMIE_2,HT,WATER,0.0,0.0,1,"0,0"
SODA,HT,WATER,0.0,0.0,1,"0,0"
SODA_SPRINGS,HT,WATER,0.0,0.0,1,"0,0"
SOLANA_GENERATING_STATION,ES,SUN,0.0,0.0,1,"0,0"
SOLANO_WIND,WT,WIND,0.0,0.0,1,"0,0"
SOLAR_BLYTHE_2,PV,SUN,0.0,0.0,1,"0,0"
SOLAR_GEN_2,PV,SUN,0.0,0.0,1,"0,0"
SOLAR_STAR_1,PV,SUN,0.0,0.0,1,"0,0"
SOLAR_STAR_2,PV,SUN,0.0,0.0,1,"0,0"
SOLVERDE_1,PV,SUN,0.0,0.0,1,"0,0"
SOL_ORCHARD_EL_CENTRO_PV,PV,SUN,0.0,0.0,1,"0,0"
SONOMA_CALIFORNIA_GEOTHERMAL,ST,GEO,0.0,0.0,1,"0,0"
SONORAN_WEST_SOLAR_EGS,,,0.0,0.0,1,"0,0"
SONORA_FACILITY,PV,SUN,0.0,0.0,1,"0,0"
SOUTHEAST_KERN_RIVER_COGEN,CT,NG,0.0,0.0,1,"0,0"
SOUTHEAST_RESOURCE_RECOVERY,CT,WASTE,0.0,0.0,1,"0,0"
SOUTH_BELRIDGE_COGENERATION_FACILITY,CT,NG,0.0,0.0,1,"0,0"
SOUTH_FORK_TOLT,HT,WATER,0.0,0.0,1,"0,0"
SOUTH_HURLBURT_WIND_LLC,WT,WIND,0.0,0.0,1,"0,0"
SOUTH_POINT_ENERGY_CENTER,CC,NG,0.0,0.0,1,"0,0"
SPANISH_FORK_WIND_PARK_2_LLC,WT,WIND,0.0,0.0,1,"0,0"
SPA_COGEN_3,CC,NG,0.0,0.0,1,"0,0"
SPINDLE_HILL_ENERGY_CENTER,CT,NG,0.0,0.0,1,"0,0"
SPION_KOP_WIND_FARM,WT,WIND,0.0,0.0,1,"0,0"
SPI_ANDERSON_2,ST,WOOD,0.0,0.0,1,"0,0"
SPRINGBOK_1,PV,SUN,0.0,0.0,1,"0,0"
SPRINGBOK_2,PV,SUN,0.0,0.0,1,"0,0"
SPRINGERVILLE,ST|PV,COAL|SUN,0.0,0.0,1,"0,0"
SPRINGS_GENERATING_STATION,CT,NG,0.0,0.0,1,"0,0"
SPRING_CANYON,WT,WIND,0.0,0.0,1,"0,0"
SPRING_CANYON_EXPANSION_WIND_ENERGY_CENTER,WT,WIND,0.0,0.0,1,"0,0"
SPRING_CREEK,HT,WATER,0.0,0.0,1,"0,0"
SPS1_DOLLARHIDE,PV,SUN,0.0,0.0,1,"0,0"
SPS2_JAL,PV,SUN,0.0,0.0,1,"0,0"
SPS3_LEA,PV,SUN,0.0,0.0,1,"0,0"
SPS4_MONUMENT,PV,SUN,0.0,0.0,1,"0,0"
SPS5_HOPI,PV,SUN,0.0,0.0,1,"0,0"
SR85,PV,SUN,0.0,0.0,1,"0,0"
SR_JENKINS_FT_LUPTON,,,0.0,0.0,1,"0,0"
SR_PLATTE_SOLAR_FARM,PV,SUN,0.0,0.0,1,"0,0"
STANISLAUS,HT,WATER,0.0,0.0,1,"0,0"
STAR_POINT_WIND_PROJECT_LLC,WT,WIND,0.0,0.0,1,"0,0"
STEWART_MOUNTAIN,HT,WATER,0.0,0.0,1,"0,0"
STILLWATER_WIND_LLC,WT,WIND,0.0,0.0,1,"0,0"
STOCKTON_BIOMASS,ST,WOOD,0.0,0.0,1,"0,0"
STOCKTON_COGEN,,,0.0,0.0,1,"0,0"
STONE_CREEK,HT,WATER,0.0,0.0,1,"0,0"
STROUD_SOLAR_STATION,PV,SUN,0.0,0.0,1,"0,0"
SULLIVAN,HT,WATER,0.0,0.0,1,"0,0"
SULPHUR_SPRINGS,PV,SUN,0.0,0.0,1,"0,0"
SUMAS_POWER_PLANT,CC,NG,0.0,0.0,1,"0,0"
SUMMER_FALLS_POWER_PLANT,HT,WATER,0.0,0.0,1,"0,0"
SUMMER_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
SUNDANCE,CT,NG,0.0,0.0,1,"0,0"
SUNDEVIL_POWER_HOLDINGS_-_GILA_RIVER,CC,NG,0.0,0.0,1,"0,0"
SUNE_EPE1_LLC,PV,SUN,0.0,0.0,1,"0,0"
SUNE_EPE2_LLC,PV,SUN,0.0,0.0,1,"0,0"
SUNNYSIDE_COGEN_ASSOCIATES,ST,COAL,0.0,0.0,1,"0,0"
SUNRISE_POWER_LLC,CC,NG,0.0,0.0,1,"0,0"
SUNSHINE_GAS_PRODUCERS,CT,WASTE,0.0,0.0,1,"0,0"
SUN_CITY_PROJECT_LLC,PV,SUN,0.0,0.0,1,"0,0"
SUTTER_ENERGY_CENTER,CC,NG,0.0,0.0,1,"0,0"
SWAN_FALLS,HT,WATER,0.0,0.0,1,"0,0"
SWEETWATER_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
SWIFT_1,HT,WATER,0.0,0.0,1,"0,0"
SYCAMORE_COGENERATION,CT,NG,0.0,0.0,1,"0,0"
TA-HIGH_DESERT_LLC,PV,SUN,0.0,0.0,1,"0,0"
TAFT_26C_COGEN,CT,NG,0.0,0.0,1,"0,0"
TEHACHAPI_WIND_RESOURCE_II,WT,WIND,0.0,0.0,1,"0,0"
TERMINUS_HYDROELECTRIC_PROJECT,HT,WATER,0.0,0.0,1,"0,0"
TESLA,HT,WATER,0.0,0.0,1,"0,0"
TESORO_SLC_COGENERATION_PLANT,CT,NG,0.0,0.0,1,"0,0"
TESORO_WILMINGTON_CALCINER,UNKNOWN,OTHER,0.0,0.0,1,"0,0"
THERMALITO,HT|HT,WATER|ELEC,0.0,0.0,1,"0,0"
THERMO_GREELEY,,,0.0,0.0,1,"0,0"
THERMO_NO_1,ST,GEO,0.0,0.0,1,"0,0"
THE_DALLES,HT,WATER,0.0,0.0,1,"0,0"
THOMPSON_FALLS,HT,WATER,0.0,0.0,1,"0,0"
THOUSAND_SPRINGS_WIND_PARK,WT,WIND,0.0,0.0,1,"0,0"
THREE_PEAKS_POWER,PV,SUN,0.0,0.0,1,"0,0"
THUMS,CT,NG,0.0,0.0,1,"0,0"
THUNDEREGG_SOLAR_CENTER_LLC,PV,SUN,0.0,0.0,1,"0,0"
TIETON_DAM_HYDRO_ELECTRIC_PROJECT,HT,WATER,0.0,0.0,1,"0,0"
TIGER_CREEK,HT,WATER,0.0,0.0,1,"0,0"
TITAN_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
TOKETEE_FALLS,HT,WATER,0.0,0.0,1,"0,0"
TOPAZ,PV,SUN,0.0,0.0,1,"0,0"
TOPAZ_SOLAR_FARM,PV,SUN,0.0,0.0,1,"0,0"
TOP_OF_THE_WORLD_WINDPOWER_PROJECT,WT,WIND,0.0,0.0,1,"0,0"
TOTAL_ENERGY_FACILITIES,ST,BIO,0.0,0.0,1,"0,0"
TOWAOC,HT,WATER,0.0,0.0,1,"0,0"
TPC_WINDFARMS_LLC,WT,WIND,0.0,0.0,1,"0,0"
TRACY_COMBINED_CYCLE_POWER_PLANT,CC,NG,0.0,0.0,1,"0,0"
TRANSALTA_CENTRALIA_GENERATION,ST|CC,COAL|NG,0.0,0.0,1,"0,0"
TRINITY,HT,WATER,0.0,0.0,1,"0,0"
TROPICO,PV,SUN,0.0,0.0,1,"0,0"
TUANA_GULCH_WIND_PARK,WT,WIND,0.0,0.0,1,"0,0"
TUANA_SPRINGS,WT,WIND,0.0,0.0,1,"0,0"
TUCANNON_RIVER_WIND_FARM,WT,WIND,0.0,0.0,1,"0,0"
TULLOCH,HT,WATER,0.0,0.0,1,"0,0"
TUOLUMNE_WIND_PROJECT,WT,WIND,0.0,0.0,1,"0,0"
TURNBULL_HYDRO,HT,WATER,0.0,0.0,1,"0,0"
TWIN_BUTTES_II_WIND,,,0.0,0.0,1,"0,0"
TWIN_BUTTES_WIND_PROJECT,WT,WIND,0.0,0.0,1,"0,0"
TWIN_FALLS,HT,WATER,0.0,0.0,1,"0,0"
TWIN_FALLS_HYDRO,HT,WATER,0.0,0.0,1,"0,0"
TWO_PONDS_WINDFARM,WT,WIND,0.0,0.0,1,"0,0"
UCI_FACILITIES_MANAGEMENT_CENTRAL_PLANT,CC,NG,0.0,0.0,1,"0,0"
UCLA_SO_CAMPUS_COGEN_PROJECT,CC,NG,0.0,0.0,1,"0,0"
UC_DAVIS_SOUTH_CAMPUS,PV,SUN,0.0,0.0,1,"0,0"
UNION_VALLEY,HT,WATER,0.0,0.0,1,"0,0"
UNIVERSITY_OF_CALIFORNIA_SAN_DIEGO,ES|CC,ELEC|NG,0.0,0.0,1,"0,0"
UNIVERSITY_OF_COLORADO,CC,NG,0.0,0.0,1,"0,0"
UNIVERSITY_OF_WASHINGTON_POWER_PLANT,ST|ST,NG|OIL,0.0,0.0,1,"0,0"
UNIV_OF_OREGON_CENTRAL_POWER_STATION,CC,NG,0.0,0.0,1,"0,0"
UPPER_BAKER,HT,WATER,0.0,0.0,1,"0,0"
UPPER_FALLS,HT,WATER,0.0,0.0,1,"0,0"
UPPER_GORGE,HT,WATER,0.0,0.0,1,"0,0"
UPPER_SALMON_A,HT,WATER,0.0,0.0,1,"0,0"
UPPER_SALMON_B,HT,WATER,0.0,0.0,1,"0,0"
UPRIVER_DAM_HYDRO_PLANT,HT,WATER,0.0,0.0,1,"0,0"
USPS_PV,PV,SUN,0.0,0.0,1,"0,0"
US_BORAX,CT,NG,0.0,0.0,1,"0,0"
US_MAGNESIUM,CT,NG,0.0,0.0,1,"0,0"
UTAH_RED_HILLS_RENEWABLE_ENERGY_PARK,PV,SUN,0.0,0.0,1,"0,0"
VALENCIA_ENERGY_FACILITY,CC|CT,NG|NG,0.0,0.0,1,"0,0"
VALENCIA_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
VALERO_REFINERY_COGENERATION_UNIT_1,CT,NG,0.0,0.0,1,"0,0"
VALE_AIR_SOLAR_CENTER_LLC,PV,SUN,0.0,0.0,1,"0,0"
VALLEY_CA,CC|CT|ST,NG|NG|NG,0.0,0.0,1,"0,0"
VALMONT,ST|CT,COAL|NG,0.0,0.0,1,"0,0"
VALMONT_COMBUSTION_TURBINE_PROJECT,CT,NG,0.0,0.0,1,"0,0"
VANDENBERG_SOLAR_PROJECT,PV,SUN,0.0,0.0,1,"0,0"
VANSYCLE,WT,WIND,0.0,0.0,1,"0,0"
VANSYCLE_II_WIND_ENERGY_CENTER,WT,WIND,0.0,0.0,1,"0,0"
VANTAGE_WIND_ENERGY_LLC,WT,WIND,0.0,0.0,1,"0,0"
VASCO_WINDS,WT,WIND,0.0,0.0,1,"0,0"
VEGA_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
VICTORY_GARDEN_TEHACHAPI,WT,WIND,0.0,0.0,1,"0,0"
VICTORY_SOLAR_LLC,PV,SUN,0.0,0.0,1,"0,0"
VICTOR_PHELAN_1,PV,SUN,0.0,0.0,1,"0,0"
VULCAN-BN_GEOTHERMAL_POWER_COMPANY,ST,GEO,0.0,0.0,1,"0,0"
WADDELL,HT,ELEC,0.0,0.0,1,"0,0"
WADHAM_ENERGY_LP,ST,BIO,0.0,0.0,1,"0,0"
WALNUT,CT,NG,0.0,0.0,1,"0,0"
WALNUT_CREEK_ENERGY_PARK,CT,NG,0.0,0.0,1,"0,0"
WALNUT_ENERGY_CENTER,CC,NG,0.0,0.0,1,"0,0"
WANAPUM,HT,WATER,0.0,0.0,1,"0,0"
WARM_SPRINGS_POWER_ENTERPRISES,HT,WATER,0.0,0.0,1,"0,0"
WASTE_MANAGEMENT_COLUMBIA_RIDGE_LFGTE,CT,WASTE,0.0,0.0,1,"0,0"
WATSON_COGENERATION,CC,NG,0.0,0.0,1,"0,0"
WELLHEAD_POWER_DELANO_LLC,CT,NG,0.0,0.0,1,"0,0"
WELLS,HT,WATER,0.0,0.0,1,"0,0"
WESTERN_ANTELOPE_BLUE_SKY_RANCH_A,PV,SUN,0.0,0.0,1,"0,0"
WESTERN_ANTELOPE_DRY_RANCH,PV,SUN,0.0,0.0,1,"0,0"
WESTERN_ANTELOPE_DRY_RANCH_2,PV,SUN,0.0,0.0,1,"0,0"
WESTERN_GEOPOWER_UNIT_1,,,0.0,0.0,1,"0,0"
WESTERN_POWER_STEAM_INC,CC|CT,NG|NG,0.0,0.0,1,"0,0"
WESTLANDS_SOLAR_PV_FARM,PV,SUN,0.0,0.0,1,"0,0"
WESTSIDE_SOLAR_STATION,PV,SUN,0.0,0.0,1,"0,0"
WEST_GATES_SOLAR_STATION,PV,SUN,0.0,0.0,1,"0,0"
WEST_PHOENIX,CC|CT|ST,NG|NG|NG,0.0,0.0,1,"0,0"
WEST_POINT_PH,HT,WATER,0.0,0.0,1,"0,0"
WEST_VALLEY_GENERATION_PROJECT,CT,NG,0.0,0.0,1,"0,0"
WEYERHAEUSER_LONGVIEW_WA,ST,WOOD,0.0,0.0,1,"0,0"
WHEAT_FIELD_WIND_POWER_PROJECT,WT,WIND,0.0,0.0,1,"0,0"
WHEELABRATOR_NORWALK_ENERGY,CC,NG,0.0,0.0,1,"0,0"
WHEELABRATOR_SHASTA,ST,WOOD,0.0,0.0,1,"0,0"
WHEELABRATOR_SPOKANE,CT,WASTE,0.0,0.0,1,"0,0"
WHITEHEAD,IC,NG,0.0,0.0,1,"0,0"
WHITEHORN,CT,NG,0.0,0.0,1,"0,0"
WHITEWATER_HILL_WIND_PARTNERS,WT,WIND,0.0,0.0,1,"0,0"
WHITE_CREEK_WIND_FARM,WT,WIND,0.0,0.0,1,"0,0"
WHITE_RIVER_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
WHITE_RIVER_SOLAR_2,PV,SUN,0.0,0.0,1,"0,0"
WHITE_ROCK_SLAB_CREEK,HT,WATER,0.0,0.0,1,"0,0"
WHITNEY_POINT_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
WILDCAT_WIND,WT,WIND,0.0,0.0,1,"0,0"
WILDWOOD_SOLAR_I_LLC,PV,SUN,0.0,0.0,1,"0,0"
WILD_HORSE,WT|PV,WIND|SUN,0.0,0.0,1,"0,0"
WILLOW_CREEK_ENERGY_CENTER,WT,WIND,0.0,0.0,1,"0,0"
WILLOW_SPRING_WINDFARM,,,0.0,0.0,1,"0,0"
WILMINGTON_HYDROGEN_PLANT,UNKNOWN,OTHER,0.0,0.0,1,"0,0"
WINDPARK_UNLIMITED_2,WT,WIND,0.0,0.0,1,"0,0"
WINDSTAR_1,WT,WIND,0.0,0.0,1,"0,0"
WINDY_FLATS_WIND_PROJECT,WT,WIND,0.0,0.0,1,"0,0"
WISE,HT,WATER,0.0,0.0,1,"0,0"
WOLFSKILL_ENERGY_CENTER,CT,NG,0.0,0.0,1,"0,0"
WOLVERINE_CREEK,WT,WIND,0.0,0.0,1,"0,0"
WOODLAND,CC|CT|IC,NG|NG|NG,0.0,0.0,1,"0,0"
WOODLAND_BIOMASS_POWER_LTD,ST,WOOD,0.0,0.0,1,"0,0"
WOODLEAF,HT,WATER,0.0,0.0,1,"0,0"
WOODMERE_SOLAR_FARM,PV,SUN,0.0,0.0,1,"0,0"
WOODMERE_SOLAR_FARM_2,PV,SUN,0.0,0.0,1,"0,0"
WYEAST_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
WYGEN_1,ST,COAL,0.0,0.0,1,"0,0"
WYGEN_2,ST,COAL,0.0,0.0,1,"0,0"
WYGEN_III,ST,COAL,0.0,0.0,1,"0,0"
WYNOOCHEE,HT,WATER,0.0,0.0,1,"0,0"
WYODAK,ST,COAL,0.0,0.0,1,"0,0"
WYOMING_WIND_ENERGY_CENTER,WT,WIND,0.0,0.0,1,"0,0"
W_ANTELOPE_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
W_ANTELOPE_SOLAR_PARK,PV,SUN,0.0,0.0,1,"0,0"
W_E_WARNE,HT,WATER,0.0,0.0,1,"0,0"
W_R_GIANELLI,HT,ELEC,0.0,0.0,1,"0,0"
YAHOO_CREEK,WT,WIND,0.0,0.0,1,"0,0"
YALE,HT,WATER,0.0,0.0,1,"0,0"
YELLOWSTONE_ENERGY_LP,ST,COKE,0.0,0.0,1,"0,0"
YELLOWTAIL,HT,WATER,0.0,0.0,1,"0,0"
YELM,HT,WATER,0.0,0.0,1,"0,0"
YUBA_CITY_COGEN_PARTNERS,CT,NG,0.0,0.0,1,"0,0"
YUBA_CITY_ENERGY_CENTER,CT,NG,0.0,0.0,1,"0,0"
YUCCA,CT|ST|ST,NG|OIL|NG,0.0,0.0,1,"0,0"
YUMA_COGENERATION_ASSOCIATES,CC,NG,0.0,0.0,1,"0,0"
_4001_AND_2510_CLEARVISTA_SOLAR_AND_WIND,,,0.0,0.0,1,"0,0"
