system_id,geocode,Bus  Number,Bus  Name,bus_latitude,bus_longitude,county,state,tzoffset,facility,plant_latitude,plant_longitude,plant_fractional_capacity_MW,generator,plant_capacity_MW,aggregated_bus_fractional_capacity_MW,min_measured_date,max_measured_date,turbine_rating_MW,rotor_diameter_m,hub_height_m,max_rotor_tip_speed,tip_speed_ratio,max_cp,drivetrain_design,cut_in_wind_speed_m/s,cut_out_wind_speed_m/s,shear_exponent,altitude_m,num_turbines,calculated_capacity_MW,capacity_diff_MW
118,c26crp,4102,HANFORD,46.669392,-119.573343,c25nbr,WA,-8,VANSYCLE,45.9392,-118.6651,25.0,WT,25.0,885.1500000000001,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,316,884.8,0.3500000000001364
118,c26crp,4102,HANFORD,46.669392,-119.573343,c25nbr,WA,-8,CHOPIN_WIND_LLC,45.88,-118.4633,10.0,WT,10.0,885.1500000000001,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,316,884.8,0.3500000000001364
118,c26crp,4102,HANFORD,46.669392,-119.573343,c25nbr,WA,-8,FOUR_MILE_CANYON_WINDFARM_LLC,45.6493,-119.4585,10.0,WT,10.0,885.1500000000001,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,316,884.8,0.3500000000001364
118,c26crp,4102,HANFORD,46.669392,-119.573343,c25nbr,WA,-8,FOUR_CORNERS_WINDFARM_LLC,45.7259,-119.4162,10.0,WT,10.0,885.1500000000001,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,316,884.8,0.3500000000001364
118,c26crp,4102,HANFORD,46.669392,-119.573343,c25nbr,WA,-8,WILD_HORSE,47.0322,-120.2022,136.55,PV|WT,273.1,885.1500000000001,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,316,884.8,0.3500000000001364
118,c26crp,4102,HANFORD,46.669392,-119.573343,c25nbr,WA,-8,FPL_ENERGY_VANSYCLE_LLC_WA,46.0066,-118.8152,176.9,WT,176.9,885.1500000000001,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,316,884.8,0.3500000000001364
118,c26crp,4102,HANFORD,46.669392,-119.573343,c25nbr,WA,-8,NINE_CANYON,46.0984,-119.1002,95.9,WT,95.9,885.1500000000001,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,316,884.8,0.3500000000001364
118,c26crp,4102,HANFORD,46.669392,-119.573343,c25nbr,WA,-8,VANTAGE_WIND_ENERGY_LLC,46.9523,-120.1521,90.0,WT,90.0,885.1500000000001,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,316,884.8,0.3500000000001364
119,c2967d,4201,NORTH,48.22276,-121.837459,c2933q,WA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
120,c2c10y,5001,CANADA,49.429986,-122.303722,c29mge,WA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
121,c2e2u0,4101,COULEE,47.947893,-118.996055,c27y9q,WA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
122,c2kx95,4103,BELL,47.746353,-117.373738,c2kwbm,WA,-8,LOWER_SNAKE_RIVER_WIND_ENERGY_PROJECT,46.5464,-117.8231,342.7,WT,342.7,1082.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,386,1080.8,1.2000000000000455
122,c2kx95,4103,BELL,47.746353,-117.373738,c2kwbm,WA,-8,TUCANNON_RIVER_WIND_FARM,46.4211,-118.0269,266.8,WT,266.8,1082.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,386,1080.8,1.2000000000000455
122,c2kx95,4103,BELL,47.746353,-117.373738,c2kwbm,WA,-8,MARENGO_WIND_PLANT,46.3741,-117.7761,210.6,WT,210.6,1082.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,386,1080.8,1.2000000000000455
122,c2kx95,4103,BELL,47.746353,-117.373738,c2kwbm,WA,-8,HOPKINS_RIDGE_WIND,46.4266,-117.8163,156.6,WT,156.6,1082.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,386,1080.8,1.2000000000000455
122,c2kx95,4103,BELL,47.746353,-117.373738,c2kwbm,WA,-8,PALOUSE,47.1588,-117.3644,105.3,WT,105.3,1082.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,386,1080.8,1.2000000000000455
123,c2r8x7,6202,GARRISON,46.515909,-112.878383,c2rdqp,MT,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
124,c2u6xt,5003,CA230TO,49.686968,-117.438199,c2sshm,WA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
125,c82vu4,6205,MONTANA,47.432975,-111.260716,c82v4j,MT,-7,NATURENER_RIM_ROCK_ENERGY,48.8167,-112.1023,189.0,WT,189.0,751.4,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,268,750.4,1.0
125,c82vu4,6205,MONTANA,47.432975,-111.260716,c82v4j,MT,-7,JUDITH_GAP_WIND_ENERGY_CENTER,46.5737,-109.7306,135.0,WT,135.0,751.4,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,268,750.4,1.0
125,c82vu4,6205,MONTANA,47.432975,-111.260716,c82v4j,MT,-7,NATURENER_GLACIER_WIND_ENERGY_1,48.5096,-112.0999,106.5,WT,106.5,751.4,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,268,750.4,1.0
125,c82vu4,6205,MONTANA,47.432975,-111.260716,c82v4j,MT,-7,NATURENER_GLACIER_WIND_ENERGY_2,48.5302,-112.1922,103.5,WT,103.5,751.4,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,268,750.4,1.0
125,c82vu4,6205,MONTANA,47.432975,-111.260716,c82v4j,MT,-7,STILLWATER_WIND_LLC,45.8659,-109.4766,79.7,WT,79.7,751.4,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,268,750.4,1.0
125,c82vu4,6205,MONTANA,47.432975,-111.260716,c82v4j,MT,-7,SPION_KOP_WIND_FARM,47.3344,-110.6377,40.0,WT,40.0,751.4,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,268,750.4,1.0
125,c82vu4,6205,MONTANA,47.432975,-111.260716,c82v4j,MT,-7,GREENFIELD_WIND_-_MT,47.722,-111.9655,25.0,WT,25.0,751.4,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,268,750.4,1.0
125,c82vu4,6205,MONTANA,47.432975,-111.260716,c82v4j,MT,-7,BIG_TIMBER_WIND_FARM,45.8554,-109.6492,25.0,WT,25.0,751.4,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,268,750.4,1.0
125,c82vu4,6205,MONTANA,47.432975,-111.260716,c82v4j,MT,-7,GORDON_BUTTE_WIND_LLC,46.4124,-110.3331,17.7,WT,17.7,751.4,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,268,750.4,1.0
125,c82vu4,6205,MONTANA,47.432975,-111.260716,c82v4j,MT,-7,MUSSELSHELL_WIND_PROJECT,46.2646,-109.4994,10.0,WT,10.0,751.4,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,268,750.4,1.0
125,c82vu4,6205,MONTANA,47.432975,-111.260716,c82v4j,MT,-7,FAIRFIELD_WIND,47.7233,-111.9653,10.0,WT,10.0,751.4,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,268,750.4,1.0
125,c82vu4,6205,MONTANA,47.432975,-111.260716,c82v4j,MT,-7,MUSSELSHELL_WIND_PROJECT_TWO_LLC,46.2803,-109.4707,10.0,WT,10.0,751.4,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,268,750.4,1.0
126,c8h5zm,6201,COLSTRP,45.689474,-106.552322,c8hnst,MT,-7,DIAMOND_WILLOW_WIND_FACILITY,46.2748,-104.1825,30.0,WT,30.0,30.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,11,30.799999999999997,-0.7999999999999972
