bus,county,latitude,longitude,area[m^2],name,year,gentype,axis,azimuth[deg],tilt[deg],battery,capacity[MW],p_tech_sec
9r3wzq,Klamath OR,42.182954,-121.763455,104971,Klamath Falls Solar 2 (CSG),2017,PV,SINGLE_AXIS,180,0.0,,2.9,c-si
9r3wzq,Klamath OR,42.408186,-121.043107,141802,Old Mill Solar,2015,PV,SINGLE_AXIS,180,0.0,,5.0,c-si
9r3wzq,Klamath OR,42.260185,-121.785776,23868,Oregon University System OIT Klamath Falls,2014,PV,FIXED_TILT,220,35.0,,2.0,c-si
9r3wzq,Klamath OR,42.207084,-121.351576,146590,"NorWest Energy 4, LLC",2019,PV,SINGLE_AXIS,180,0.0,,5.6,c-si
9r3wzq,Klamath OR,42.239049,-121.58562,365404,"OR Solar 8, LLC",2018,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9r3wzq,Klamath OR,42.236037,-121.577258,213189,Woodline Solar,2017,PV,SINGLE_AXIS,180,0.0,,8.0,c-si
9r4bc7,Lassen CA,40.372677,-120.264829,175752,HL Solar,2019,PV,SINGLE_AXIS,180,0.0,,7.6,c-si
9r4bc7,Storey NV,39.560389,-119.509091,26217,Western 102 Power Plant,2007,PV,FIXED_TILT,180,21.0,,1.0,c-si
9r4bc7,Washoe NV,39.580532,-119.517431,219746,Turquoise Liberty Solar,2019,PV,SINGLE_AXIS,179,0.0,,10.0,thin-film
9r4bc7,Washoe NV,39.587008,-119.527319,580968,"Turquoise Nevada, LLC",2020,PV,FIXED_TILT,180,25.0,,54.6,c-si
9r4bc7,Washoe NV,40.080627,-119.963667,1549409,Fish Springs,2021,PV,SINGLE_AXIS,180,,batteries,100.0,c-si
9r4bc7,Lassen CA,40.150274,-120.124711,65811,PSREC/SIAD Solar,2018,PV,SINGLE_AXIS,180,0.0,,2.4,c-si
9r50xy,Lyon NV,39.121494,-119.140914,430712,Ft. Churchill PV,2015,PV,SINGLE_AXIS,179,0.0,,18.0,cpv
9r50xy,Mineral NV,38.545208,-118.193732,1415667,Luning Energy,2017,PV,SINGLE_AXIS,180,0.0,,50.0,c-si
9r50xy,Churchill NV,39.537086,-118.563667,598247,"EGP Stillwater Solar PV II, LLC",2018,PV,FIXED_TILT,180,30.0,,20.0,c-si
9r50xy,Churchill NV,39.666486,-117.681253,255236,Tungsten Mountain,2019,PV,SINGLE_AXIS,180,0.0,,7.3,c-si
9r50xy,Churchill NV,39.582548,-119.068946,310047,"Patua Acquisition Project, LLC",2017,PV,SINGLE_AXIS,180,0.0,,10.64,c-si
9r50xy,Churchill NV,39.542771,-118.560936,422341,Stillwater Facility,2012,PV,FIXED_TILT,180,16.0,,21.8,c-si
9r88yx,Jackson OR,42.521494,-122.828455,233795,"OR Solar 2, LLC",2020,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9r88yx,Jackson OR,42.400782,-122.830308,145980,Eagle Point Solar,2017,PV,SINGLE_AXIS,180,0.0,,9.9,c-si
9r9uxw,Lake OR,43.394159,-120.954844,249556,"Rock Garden Solar, LLC",2020,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9r9uxw,Lake OR,42.166668,-120.409479,1106546,Airport Solar,2019,PV,SINGLE_AXIS,180,,,47.3,c-si
9r9uxw,Lake OR,42.211172,-120.371519,272534,"OR Solar 6, LLC",2017,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9r9uxw,Lake OR,42.175092,-120.362663,80061,Black Cap Solar Plant,2012,PV,SINGLE_AXIS,180,0.0,,2.0,c-si
9r9uxw,Lake OR,43.316651,-121.00914,266737,Fort Rock I,2020,PV,SINGLE_AXIS,180,0.0,,9.9,c-si
9r9uxw,Lake OR,42.172667,-120.362524,228710,BC Solar,2016,PV,SINGLE_AXIS,180,0.0,,8.0,c-si
9r9uxw,Lake OR,42.147793,-120.420207,285803,Garrett Solar,2019,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9r9uxw,Lake OR,43.397002,-120.948912,212190,Fort Rock IV,2020,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9r9uxw,Lake OR,43.31856,-121.002206,267625,"Alkali Solar, LLC",2020,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9r9uxw,Lake OR,43.235275,-120.486327,142362,Outback Solar at Christmas Valley,2012,PV,SINGLE_AXIS,180,0.0,,4.4,c-si
9rb6wg,Marion OR,44.827488,-122.948339,53668,Sheep Solar,2017,PV,FIXED_TILT,180,30.0,,2.2,c-si
9rb6wg,Marion OR,45.129636,-122.899589,42561,Interstate Solar,2017,PV,FIXED_TILT,180,25.0,,2.2,c-si
9rb6wg,Marion OR,44.985089,-122.941138,43057,"Labish Solar, LLC",2018,PV,FIXED_TILT,180,20.0,,2.2,c-si
9rb6wg,Marion OR,45.172331,-122.912379,37800,Case Creek Solar,2019,PV,FIXED_TILT,180,20.0,,2.2,c-si
9rb6wg,Marion OR,45.083174,-122.90282,40962,Kale Patch Solar,2019,PV,FIXED_TILT,180,20.0,,2.2,c-si
9rb6wg,Marion OR,45.120234,-122.936268,47632,St Louis Solar,2020,PV,SINGLE_AXIS,180,0.0,,2.2,c-si
9rb6wg,Marion OR,45.088004,-122.772281,41256,Pika Solar,2020,PV,SINGLE_AXIS,180,0.0,,2.2,c-si
9rb6wg,Marion OR,44.985426,-122.812712,42087,Brush Creek Solar,2020,PV,SINGLE_AXIS,180,0.0,,2.2,c-si
9rb6wg,Marion OR,45.014302,-122.807152,43551,Silverton Solar,2017,PV,FIXED_TILT,180,25.0,,2.2,c-si
9rb6wg,Marion OR,44.859872,-123.008155,38751,Rafael Solar,2019,PV,FIXED_TILT,180,20.0,,2.2,c-si
9rb6wg,Marion OR,44.970522,-122.802471,37224,Drift Creek Solar,2020,PV,FIXED_TILT,180,25.0,,2.2,c-si
9rb6wg,Clackamas OR,45.143578,-122.607851,37983,Kaiser Creek Solar (CSG),2022,PV,SINGLE_AXIS,180,,,2.0,c-si
9rb6wg,Clackamas OR,45.3733,-122.264946,34237,Tickle Creek Solar,2019,PV,SINGLE_AXIS,180,0.0,,1.9,c-si
9rb6wg,Clackamas OR,45.131375,-122.619444,47661,Thomas Creek Solar,2019,PV,SINGLE_AXIS,180,0.0,,2.2,c-si
9rb6wg,Clackamas OR,45.171211,-122.624282,39762,Minke Solar,2020,PV,SINGLE_AXIS,180,0.0,,2.2,c-si
9rb6wg,Clackamas OR,45.431494,-122.286481,37717,Dunn Road Solar,2021,PV,SINGLE_AXIS,180,,,1.8,
9rb6wg,Clackamas OR,45.126464,-122.608112,43595,Mt. Hope Solar,2021,PV,SINGLE_AXIS,180,,,2.5,
9rb6wg,Clackamas OR,45.349163,-122.429474,39457,Sulus Solar 17,2020,PV,FIXED_TILT,180,25.0,,3.1,c-si
9rb6wg,Clackamas OR,45.268845,-122.329109,35010,"Day Hill Solar, LLC",2020,PV,FIXED_TILT,180,20.0,,2.3,c-si
9rb6wg,Clackamas OR,45.420938,-122.333268,78019,"SSD Clackamas 1, LLC",2020,PV,SINGLE_AXIS,180,0.0,,4.0,c-si
9rb6wg,Clackamas OR,45.105651,-122.662012,45300,"SSD Clackamas 4, LLC",2020,PV,SINGLE_AXIS,180,0.0,,2.0,c-si
9rb6wg,Clackamas OR,45.181767,-122.591971,42355,"SSD Clackamas 7, LLC",2020,PV,SINGLE_AXIS,180,0.0,,2.0,c-si
9rb6wg,Clackamas OR,45.141533,-122.649541,42028,Sulus Solar 35,2020,PV,FIXED_TILT,185,25.0,,3.0,c-si
9rb6wg,Clackamas OR,45.458507,-122.289444,37240,Sulus Solar 29,2020,PV,FIXED_TILT,180,25.0,,2.6,c-si
9rb6wg,Clackamas OR,45.383402,-122.079111,264624,"Brightwood Solar, LLC",2021,PV,FIXED_TILT,180,,,10.0,
9rb6wg,Clackamas OR,45.43149,-122.295791,37765,Sandy River Solar (CSG),2022,PV,SINGLE_AXIS,180,,,1.9,c-si
9rb6wg,Marion OR,44.967035,-122.957862,36576,Bighorn Solar,2020,PV,SINGLE_AXIS,180,0.0,,2.2,c-si
9rb6wg,Marion OR,45.144867,-122.786688,44872,Bristol Solar,2021,PV,FIXED_TILT,180,,,3.0,
9rb6wg,Marion OR,44.984203,-122.960193,8241,"SSD Marion 3, LLC",2020,PV,SINGLE_AXIS,180,0.0,,2.0,c-si
9rb6wg,Polk OR,45.058885,-123.497377,34849,Cosper Creek Solar (CSG),2022,PV,SINGLE_AXIS,180,,,2.5,c-si
9rb6wg,Washington OR,45.471659,-123.13974,36465,O'Neill Creek Solar,2019,PV,FIXED_TILT,180,20.0,,2.2,c-si
9rb6wg,Washington OR,45.559908,-123.071525,41986,Milford Solar OR,2021,PV,FIXED_TILT,180,,,3.0,
9rb6wg,Yamhill OR,45.10838,-123.278175,28592,"Yamhill Solar, LLC",2011,PV,FIXED_TILT,175,28.0,,1.0,c-si
9rb6wg,Yamhill OR,45.112295,-123.234291,38349,Bellevue Solar Project,2011,PV,FIXED_TILT,97,43.0,,1.6,c-si
9rb6wg,Yamhill OR,45.168553,-123.135107,22372,Mill Creek Solar (OR),2017,PV,FIXED_TILT,180,15.0,,2.2,c-si
9rb6wg,Yamhill OR,45.169611,-123.13626,11161,Dayton Cutoff Solar,2017,PV,FIXED_TILT,180,15.0,,2.2,c-si
9rb6wg,Yamhill OR,45.076462,-123.394093,35297,"Ballston Solar, LLC",2018,PV,FIXED_TILT,180,20.0,,2.2,c-si
9rb6wg,Polk OR,45.053049,-123.609457,36039,Grand Ronde Solar,2017,PV,FIXED_TILT,180,15.0,,2.2,c-si
9rb6wg,Yamhill OR,45.101472,-123.41943,90820,"Butler Solar, LLC",2021,PV,SINGLE_AXIS,180,,,4.0,
9rb6wg,Yamhill OR,45.079018,-123.40303,42852,Sulus Solar 33,2021,PV,FIXED_TILT,180,,,3.0,
9rb6wg,Yamhill OR,45.103864,-123.515506,43574,Sulus Solar 28,2020,PV,FIXED_TILT,180,25.0,,3.0,c-si
9rb6wg,Marion OR,45.137367,-122.800157,41677,Williams Acres Solar,2021,PV,SINGLE_AXIS,180,,batteries,2.5,
9rb6wg,Yamhill OR,45.323454,-123.175434,40274,Sesqui-C Solar (CSG),2023,PV,SINGLE_AXIS,180,,,2.5,c-si
9rb6wg,Clackamas OR,45.170298,-122.472865,34120,Colton Solar,2017,PV,FIXED_TILT,180,15.0,,2.2,c-si
9rb6wg,Clackamas OR,45.269653,-122.771784,25882,Baldock Solar Highway,2012,PV,FIXED_TILT,180,21.0,,1.7,c-si
9rb6wg,Benton OR,44.566239,-123.295743,27845,Oregon University System Rabbit Field,2014,PV,FIXED_TILT,180,20.0,,1.2,c-si
9rb6wg,Clackamas OR,45.379532,-122.229859,244262,"Firwood Solar, LLC",2020,PV,SINGLE_AXIS,179,0.0,,10.0,c-si
9rb6wg,Yamhill OR,45.184296,-123.103751,42891,"Palmer Creek Solar, LLC",2020,PV,FIXED_TILT,180,25.0,,2.3,c-si
9rb6wg,Polk OR,45.03301,-123.09691,38384,Valley Creek Solar,2017,PV,FIXED_TILT,180,20.0,,2.2,c-si
9rb6wg,Yamhill OR,45.086377,-123.422801,74689,Red Prairie Solar,2021,PV,FIXED_TILT,180,,,2.2,
9rb6wg,Clackamas OR,45.318494,-122.331678,205541,"Duus Solar, LLC",2020,PV,SINGLE_AXIS,179,0.0,,10.0,c-si
9rb6wg,Marion OR,45.255099,-122.803325,45470,"SSD Marion 6, LLC",2020,PV,SINGLE_AXIS,180,0.0,,2.0,c-si
9rb6wg,Marion OR,45.137896,-122.914407,40262,"SSD Marion 1, LLC",2020,PV,SINGLE_AXIS,180,0.0,,2.0,c-si
9rb6wg,Clackamas OR,45.430769,-122.28454,38995,"Boring Solar, LLC",2019,PV,FIXED_TILT,180,20.0,,2.2,c-si
9rb6wg,Marion OR,44.974004,-122.776207,37129,Sulus Solar 22,2021,PV,FIXED_TILT,180,,,3.0,
9rb6wg,Marion OR,44.876176,-122.935312,25957,Greenpark Solar,2020,PV,FIXED_TILT,185,25.0,,1.3,c-si
9rb6wg,Marion OR,45.268993,-122.82176,34863,Sulus Solar 25,2020,PV,FIXED_TILT,180,25.0,,2.2,c-si
9rb6wg,Marion OR,45.076112,-122.933266,42745,Carnes Creek Solar (CSG),2022,PV,SINGLE_AXIS,180,,,2.5,c-si
9rb6wg,Marion OR,44.929836,-122.937619,24507,Fruitland Creek Solar (CSG),2022,PV,SINGLE_AXIS,180,,,1.8,c-si
9rb6wg,Marion OR,45.128043,-122.828527,42213,River Valley Solar,2020,PV,DUAL_AXIS,180,,,1.9,c-si
9rb6wg,Marion OR,45.113431,-122.793289,45728,"SSD Marion 5, LLC",2020,PV,SINGLE_AXIS,180,0.0,,2.0,c-si
9rb6wg,Polk OR,45.067675,-123.470971,36732,"Steel Bridge Solar, LLC",2016,PV,FIXED_TILT,182,25.0,,2.3,c-si
9rcvn1,Deschutes OR,44.059598,-121.229434,226570,"OSLH, LLC",2016,PV,SINGLE_AXIS,180,0.0,,9.9,c-si
9rcvn1,Deschutes OR,44.068482,-121.228347,204128,"NorWest Energy 2, LLC",2016,PV,SINGLE_AXIS,180,0.0,,9.9,c-si
9rcvn1,Crook OR,44.185237,-120.916008,1234450,Solar Star Oregon II,2017,PV,SINGLE_AXIS,180,0.0,,56.0,c-si
9rcvn1,Deschutes OR,44.19398,-121.23007,215153,"Tumbleweed Solar, LLC",2017,PV,FIXED_TILT,180,28.0,,9.9,c-si
9rcvn1,Jefferson OR,44.61898,-121.206217,276028,Elbe Solar Center,2018,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9rcvn1,Jefferson OR,44.673117,-121.125151,246831,Adams Solar Center,2018,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9rcvn1,Deschutes OR,44.06044,-121.238169,255434,Bear Creek Solar Center,2018,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9rg8bx,Harney OR,43.552737,-119.689962,278108,"Suntex Solar, LLC",2020,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9rg8bx,Baker OR,44.466797,-118.205391,66706,Brush Solar Center,2020,PV,SINGLE_AXIS,180,0.0,,2.8,c-si
9rg8bx,Baker OR,44.7018,-117.763861,280892,Baker City Solar,2020,PV,SINGLE_AXIS,182,0.0,,15.0,c-si
9rg8bx,Owyhee ID,43.211407,-116.441859,553649,Murphy Flat Solar,2017,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9rg8bx,Harney OR,43.554283,-119.684458,272426,Riley,2020,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9rg8bx,Malheur OR,43.932783,-116.988348,283288,"Thunderegg Solar Center, LLC",2016,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9rg8bx,Harney OR,43.499962,-119.146275,237425,"West Hines Solar I, LLC",2020,PV,SINGLE_AXIS,181,0.0,,10.0,c-si
9rg8bx,Malheur OR,43.936046,-117.384902,185518,"Grove Solar Center, LLC",2016,PV,SINGLE_AXIS,180,0.0,,6.0,c-si
9rg8bx,Malheur OR,44.150366,-117.000996,275558,"Hyline Solar Center, LLC",2016,PV,SINGLE_AXIS,180,0.0,,9.0,c-si
9rg8bx,Malheur OR,43.796958,-117.06293,307234,"Open Range Solar Center, LLC",2016,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9rg8bx,Malheur OR,43.961698,-117.259276,246560,"Vale Air Solar Center, LLC",2016,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9rg8bx,Malheur OR,43.999105,-117.100477,129799,"Railroad Solar Center, LLC",2016,PV,SINGLE_AXIS,180,0.0,,4.5,c-si
9rg8bx,Harney OR,43.503691,-119.149256,242241,Starvation,2019,PV,SINGLE_AXIS,180,0.0,,9.9,c-si
9rg8bx,Malheur OR,44.158147,-117.443681,70061,Vale Solar Center,2020,PV,FIXED_TILT,180,25.0,,3.0,c-si
9rg8bx,Malheur OR,44.113233,-117.026613,74483,Ontario Solar Center,2020,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
9rg8bx,Malheur OR,43.950218,-117.072991,80491,Morgan Solar Center,2020,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
9rkf69,Humboldt NV,40.720895,-117.063807,2191228,Battle Mountain Solar Project,2021,PV,SINGLE_AXIS,181,,batteries,101.0,c-si
9rpbwn,Millard UT,39.158924,-112.353087,1401358,"Pavant Solar II, LLC",2016,PV,SINGLE_AXIS,180,0.0,,50.0,c-si
9rpbwn,Millard UT,39.151744,-112.343248,1410895,"Pavant Solar, LLC",2015,PV,SINGLE_AXIS,180,0.0,batteries,50.0,c-si
9rpbwn,Millard UT,39.157077,-112.373955,584816,Pavant Solar III,2016,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9rwgcr,Twin Falls ID,42.200942,-114.630973,3143306,"Jackpot Solar, LLC",2022,PV,SINGLE_AXIS,25,,,120.0,c-si
9rwgcr,Twin Falls ID,42.5382,-114.410983,18323,Clif Bar Bakery of Twin Falls,2019,PV,FIXED_TILT,180,25.0,,2.0,c-si
9rwgcr,Elmore ID,43.325088,-115.939035,616772,Simcoe Solar,2017,PV,SINGLE_AXIS,180,0.0,,20.0,thin-film
9rwgcr,Elmore ID,43.147282,-115.721926,648010,"Mt. Home Solar 1, LLC",2017,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9rwgcr,Elmore ID,43.015967,-116.015811,2256488,Grand View Solar Two,2016,PV,SINGLE_AXIS,180,0.0,,80.0,c-si
9rwgcr,Ada ID,43.468911,-116.289494,695405,Orchard Ranch Solar,2017,PV,SINGLE_AXIS,180,0.0,,20.0,thin-film
9rwgcr,Elmore ID,42.898192,-115.199159,934089,"Black Mesa Solar, LLC",2023,PV,SINGLE_AXIS,180,,,40.0,
9rwgcr,Ada ID,43.440923,-116.32853,794752,ID Solar,2016,PV,SINGLE_AXIS,180,0.0,,40.0,c-si
9rx7st,Power ID,42.830953,-112.742728,574352,American Falls Solar,2017,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9rx7st,Power ID,42.825716,-112.749122,579610,American Falls Solar II,2017,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9w01f3,Pima AZ,32.170516,-110.897011,270570,Davis Monthan AFB (AZ) West Airfield,2014,PV,SINGLE_AXIS,180,0.0,,12.6,c-si
9w01f3,Maricopa AZ,33.355906,-112.915082,2257477,"Mesquite Solar 5, LLC",2022,PV,SINGLE_AXIS,180,,batteries,60.0,
9w01f3,Pima AZ,32.099521,-110.811275,33547,UASTP I,2010,PV,SINGLE_AXIS,180,0.0,,1.2,c-si
9w01f3,Pima AZ,32.042663,-110.959069,438244,Avalon Solar II,2016,PV,SINGLE_AXIS,180,0.0,,16.0,c-si
9w01f3,Pima AZ,32.145812,-110.87957,274954,Valencia Solar,2013,PV,SINGLE_AXIS,180,0.0,,9.0,c-si
9w01f3,Pima AZ,32.099647,-110.81571,128673,Tech Park Solar,2012,PV,FIXED_TILT,180,0.0,,5.1,thin-film
9w01f3,Maricopa AZ,33.345243,-111.601785,9169,Mesa Solar Array,2013,PV,FIXED_TILT,180,33.0,,4.0,thin-film
9w01f3,Pima AZ,32.365016,-112.831304,100250,"RE Ajo 1, LLC",2011,PV,SINGLE_AXIS,180,0.0,,4.5,c-si
9w01f3,Maricopa AZ,33.340897,-112.950747,3536603,"Mesquite Solar 3, LLC",2016,PV,SINGLE_AXIS,180,0.0,,154.0,c-si
9w01f3,Maricopa AZ,33.49817,-112.813276,364331,Badger 1,2013,PV,SINGLE_AXIS,180,0.0,,14.8,c-si
9w01f3,Maricopa AZ,32.948588,-112.769774,1024980,Gila Bend Hybrid,2014,PV,SINGLE_AXIS,180,0.0,batteries,37.12,c-si
9w01f3,Maricopa AZ,33.144218,-112.661591,278308,Desert Star Hybrid,2015,PV,SINGLE_AXIS,180,0.0,batteries,11.2,c-si
9w01f3,Maricopa AZ,33.52506,-112.382458,269322,Luke Solar,2015,PV,SINGLE_AXIS,180,0.0,,11.2,c-si
9w01f3,Maricopa AZ,33.020959,-112.661797,502334,Paloma Solar Hybrid,2011,PV,FIXED_TILT,190,25.0,batteries,17.6,thin-film
9w01f3,Maricopa AZ,33.381248,-113.18452,439241,Saddle Mountain Solar I,2012,PV,SINGLE_AXIS,181,0.0,,15.0,c-si
9w01f3,Maricopa AZ,33.345446,-112.923848,2740776,Mesquite Solar 1,2012,PV,FIXED_TILT,180,20.0,,170.0,c-si
9w01f3,Maricopa AZ,33.298671,-112.827225,3315504,Arlington Valley Solar Energy II,2013,PV,SINGLE_AXIS,180,0.0,,129.0,c-si
9w01f3,Maricopa AZ,33.268352,-111.613368,482002,Queen Creek Solar Farm,2012,PV,SINGLE_AXIS,180,0.0,,19.0,c-si
9w01f3,Maricopa AZ,33.82314,-112.24089,75098,Lake Pleasant WTP,2012,PV,SINGLE_AXIS,180,0.0,,6.0,c-si
9w01f3,Maricopa AZ,33.331271,-112.923389,2211857,"Mesquite Solar 2, LLC",2016,PV,SINGLE_AXIS,180,0.0,,100.8,c-si
9w01f3,Maricopa AZ,33.034607,-112.661625,483194,Cotton Center Solar Hybrid,2011,PV,SINGLE_AXIS,180,0.0,batteries,17.0,c-si
9w01f3,Maricopa AZ,33.356339,-111.803663,45922,"Gilbert Solar Facility I, LLC",2011,PV,SINGLE_AXIS,180,0.0,,2.5,c-si
9w01f3,Maricopa AZ,33.354277,-112.839341,3204926,"Sun Streams, LLC",2020,PV,SINGLE_AXIS,180,0.0,,158.0,thin-film
9w01f3,Pima AZ,32.101847,-110.813116,22134,Cogenra-TEP,2014,PV,SINGLE_AXIS,180,0.0,,1.0,c-si
9w01f3,Maricopa AZ,33.319211,-112.816655,4069216,Sun Streams 2,2021,PV,SINGLE_AXIS,180,,,150.0,thin-film
9w01f3,Pima AZ,32.107057,-110.824225,56971,FRB Solar Farm,2011,PV,DUAL_AXIS,180,,,1.9,c-si
9w01f3,Pima AZ,32.117216,-110.819418,81941,Prairie Fire,2012,PV,FIXED_TILT,180,25.0,,4.5,c-si
9w01f3,Pima AZ,32.371832,-111.283242,811849,Avra Valley Solar,2013,PV,SINGLE_AXIS,180,0.0,,26.46,thin-film
9w01f3,Pima AZ,32.370827,-111.238244,638610,"Picture Rocks Solar, LLC",2012,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9w01f3,Pima AZ,32.03087,-110.958585,760619,Avalon Solar,2014,PV,SINGLE_AXIS,180,0.0,,29.0,c-si
9w01f3,Yavapai AZ,34.677792,-112.40593,64406,Prescott Airport,2002,PV,SINGLE_AXIS,30,0.0,,3.0,c-si
9w01f3,Yavapai AZ,34.587837,-113.175721,382216,"RE Bagdad Solar I, LLC",2011,PV,SINGLE_AXIS,180,0.0,,15.0,c-si
9w01f3,Yavapai AZ,34.689322,-112.402614,277805,Prescott Solar Plant,2011,PV,SINGLE_AXIS,180,0.0,,10.4,c-si
9w01f3,Yavapai AZ,34.724115,-112.432264,552527,Chino Solar Valley,2012,PV,SINGLE_AXIS,180,0.0,,19.0,c-si
9w01f3,Santa Cruz AZ,31.494163,-111.006063,92813,Rio Rico Solar,2014,PV,FIXED_TILT,180,25.0,,6.0,c-si
9w01f3,Pinal AZ,32.831954,-111.573906,4272669,East Line Solar,2020,PV,SINGLE_AXIS,180,0.0,,100.0,thin-film
9w01f3,Pinal AZ,32.85423,-111.502706,2389088,Saint Solar,2021,PV,SINGLE_AXIS,180,,,100.0,
9w01f3,Pima AZ,32.289889,-111.032982,21613,Roger Road WWTP,2010,PV,SINGLE_AXIS,180,0.0,,0.9,c-si
9w01f3,Pinal AZ,32.868853,-111.771846,26164,Walmart Casa Grande,2011,PV,SINGLE_AXIS,180,0.0,,2.0,c-si
9w01f3,Pinal AZ,32.554828,-111.280849,1142264,Red Rock,2017,PV,SINGLE_AXIS,180,0.0,,40.0,c-si
9w01f3,Pinal AZ,33.051117,-111.340769,873501,Bonnybrooke PV,2016,PV,SINGLE_AXIS,180,0.0,,50.0,c-si
9w01f3,Pinal AZ,33.041452,-111.451962,1122685,Sandstone Solar,2015,PV,SINGLE_AXIS,180,0.0,,45.0,c-si
9w01f3,Pinal AZ,33.158993,-111.481623,408286,"Poseidon Solar, LLC",2011,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9w01f3,Pima AZ,32.101778,-110.819001,41716,Iron Horse Battery Storage Hybrid,2019,PV,FIXED_TILT,180,25.0,batteries,2.0,c-si
9w01f3,Pima AZ,32.105004,-110.822521,237862,"Gato Montes Solar, LLC",2012,PV,FIXED_TILT,180,20.0,,5.0,thin-film
9w01f3,Pima AZ,32.242474,-111.258304,84473,Broadway 2 - Tucson Phase II,2022,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
9w01f3,Pima AZ,32.141669,-110.883906,265427,Raptor Ridge,2022,PV,SINGLE_AXIS,180,,,12.5,c-si
9w01f3,Pima AZ,32.034942,-110.898385,2795345,"Wilmot Energy Center, LLC",2021,PV,SINGLE_AXIS,180,,batteries,130.0,c-si
9w01f3,Pinal AZ,32.875696,-111.546455,545831,Pinal Central Energy Center Hybrid,2018,PV,SINGLE_AXIS,180,0.0,batteries,20.0,thin-film
9w01f3,Maricopa AZ,33.417858,-112.574539,8869,Buckeye Union HS District 201,2011,PV,FIXED_TILT,180,8.0,,3.3,c-si
9w1wf0,Navajo AZ,36.787247,-110.2405,1209676,Kayenta Solar Project,2019,PV,SINGLE_AXIS,180,0.0,,55.3,c-si
9w1wf0,Cochise AZ,32.068285,-109.888694,518459,Apache Solar 1,2017,PV,SINGLE_AXIS,180,0.0,,20.0,c-si
9w1wf0,Cochise AZ,32.268153,-110.151375,1102580,Red Horse III,2016,PV,SINGLE_AXIS,180,0.0,,30.0,c-si
9w1wf0,Cochise AZ,32.066676,-109.921281,418579,Sulphur Springs,2016,PV,SINGLE_AXIS,180,0.0,,20.5,c-si
9w1wf0,Cochise AZ,32.257451,-110.156832,1159163,Red Horse 2,2015,PV,SINGLE_AXIS,180,0.0,,55.0,c-si
9w1wf0,Cochise AZ,31.555551,-110.320155,309092,Fort Huachuca Solar PV Project,2017,PV,FIXED_TILT,169,25.0,,17.7,c-si
9w1zzg,Otero NM,32.921032,-106.07365,129140,Holloman Solar Facility,2018,PV,SINGLE_AXIS,180,0.0,,5.0,thin-film
9w1zzg,Otero NM,32.03587,-106.336854,544545,"SunE EPE1, LLC",2012,PV,SINGLE_AXIS,180,38.0,,10.0,c-si
9w1zzg,Otero NM,32.976818,-105.971754,182224,Otero Solar,2013,PV,FIXED_TILT,180,25.0,,7.5,thin-film
9w1zzg,Otero NM,32.866111,-106.000164,113817,Alamogordo Solar Energy Center,2011,PV,FIXED_TILT,180,25.0,,4.9,thin-film
9w1zzg,El Paso TX,31.976693,-106.429706,303447,Newman Solar,2014,PV,SINGLE_AXIS,177,0.0,,10.42,c-si
9w1zzg,Sierra NM,33.12037,-107.290215,40174,City of Truth or Consequences PV,2015,PV,SINGLE_AXIS,180,0.0,,1.9,c-si
9w1zzg,Luna NM,31.867725,-107.589071,45064,Columbus Solar Project,2017,PV,SINGLE_AXIS,180,0.0,,1.9,c-si
9w1zzg,El Paso TX,31.830723,-106.37295,27338,Fort Bliss (DEA EPIC),2018,PV,FIXED_TILT,179,15.0,,2.0,c-si
9w1zzg,El Paso TX,31.82018,-106.215198,77202,Montana Solar Facility,2017,PV,SINGLE_AXIS,180,0.0,,3.0,thin-film
9w1zzg,Otero NM,32.074682,-106.330553,3385515,Buena Vista Energy Center,2023,PV,SINGLE_AXIS,180,,batteries,120.0,
9w1zzg,Luna NM,32.168645,-107.755631,201597,Deming Solar Energy Center,2013,PV,FIXED_TILT,180,25.0,,9.0,thin-film
9w1zzg,Apache AZ,34.294474,-109.27154,377464,Springerville,2014,PV,"FIXED_TILT,SINGLE_AXIS",180,17.0,,13.62,"c-si,thin-film,cpv"
