,state,county,name,year,model,capacity[MW],hub_height[m],rotor_diameter[m],longitude_gen,latitude_gen,latitude_county,longitude_county,geohash
76,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.357185,35.038094,35.369809,-118.941786,9q5sgb
77,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.382889,35.028595,35.369809,-118.941786,9q5sgb
78,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.39109,35.023296,35.369809,-118.941786,9q5sgb
79,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.373985,35.038593,35.369809,-118.941786,9q5sgb
80,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.371284,35.051395,35.369809,-118.941786,9q5sgb
81,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.391891,35.019196,35.369809,-118.941786,9q5sgb
82,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.384361,35.027653,35.369809,-118.941786,9q5sgb
83,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.391586,35.020596,35.369809,-118.941786,9q5sgb
84,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.390884,35.050995,35.369809,-118.941786,9q5sgb
85,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.372086,35.032795,35.369809,-118.941786,9q5sgb
86,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.347191,35.027393,35.369809,-118.941786,9q5sgb
87,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.372185,35.027096,35.369809,-118.941786,9q5sgb
88,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.364189,35.028095,35.369809,-118.941786,9q5sgb
89,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.348686,35.025295,35.369809,-118.941786,9q5sgb
90,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.37973,35.045631,35.369809,-118.941786,9q5sgb
91,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.358185,35.037193,35.369809,-118.941786,9q5sgb
92,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.361389,35.020676,35.369809,-118.941786,9q5sgb
93,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.360291,35.035496,35.369809,-118.941786,9q5sgb
94,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.35849,35.046696,35.369809,-118.941786,9q5sgb
95,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.380989,35.050797,35.369809,-118.941786,9q5sgb
96,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.359085,35.021496,35.369809,-118.941786,9q5sgb
97,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.363686,35.043694,35.369809,-118.941786,9q5sgb
98,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.38121,35.03186,35.369809,-118.941786,9q5sgb
99,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.365189,35.038197,35.369809,-118.941786,9q5sgb
100,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.378685,35.046494,35.369809,-118.941786,9q5sgb
101,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.347389,35.026096,35.369809,-118.941786,9q5sgb
102,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.376884,35.026096,35.369809,-118.941786,9q5sgb
103,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.373291,35.026695,35.369809,-118.941786,9q5sgb
104,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.362022,35.035137,35.369809,-118.941786,9q5sgb
105,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.380585,35.044594,35.369809,-118.941786,9q5sgb
106,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.375389,35.025696,35.369809,-118.941786,9q5sgb
107,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.362442,35.044006,35.369809,-118.941786,9q5sgb
108,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.358986,35.036297,35.369809,-118.941786,9q5sgb
109,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.356888,35.032993,35.369809,-118.941786,9q5sgb
110,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.351585,35.055496,35.369809,-118.941786,9q5sgb
111,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.361588,35.044796,35.369809,-118.941786,9q5sgb
112,CA,Kern,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.382599,35.050255,35.369809,-118.941786,9q5sgb
113,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.235176,35.017097,35.369809,-118.941786,9qhh0n
114,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.223885,35.008194,35.369809,-118.941786,9qhh0n
115,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.234787,35.033295,35.369809,-118.941786,9qhh0n
116,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.225861,35.031601,35.369809,-118.941786,9qhh0n
117,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.236786,35.032696,35.369809,-118.941786,9qhh0n
118,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.22979,35.034695,35.369809,-118.941786,9qhh0n
119,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.224388,35.017796,35.369809,-118.941786,9qhh0n
120,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.234406,35.00824,35.369809,-118.941786,9qhh0n
121,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.223885,35.009495,35.369809,-118.941786,9qhh0n
122,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.225487,35.016994,35.369809,-118.941786,9qhh0n
123,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.222588,35.032894,35.369809,-118.941786,9qhh0n
124,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.22879,35.028595,35.369809,-118.941786,9qhh0n
125,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.223785,35.012096,35.369809,-118.941786,9qhh0n
126,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.223587,35.014793,35.369809,-118.941786,9qhh0n
127,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.232986,35.033695,35.369809,-118.941786,9qhh0n
128,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.22979,35.027393,35.369809,-118.941786,9qhh0n
129,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.223457,35.018707,35.369809,-118.941786,9qhh0n
130,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.247185,35.034695,35.369809,-118.941786,9qhh0n
131,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.233498,35.010849,35.369809,-118.941786,9qhh0n
132,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.230988,35.026596,35.369809,-118.941786,9qhh0n
133,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.231384,35.034195,35.369809,-118.941786,9qhh0n
134,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.223686,35.013393,35.369809,-118.941786,9qhh0n
135,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.248291,35.033894,35.369809,-118.941786,9qhh0n
136,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.246185,35.035496,35.369809,-118.941786,9qhh0n
137,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.225288,35.036896,35.369809,-118.941786,9qhh0n
138,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.243675,35.03709,35.369809,-118.941786,9qhh0n
139,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.257484,35.029495,35.369809,-118.941786,9q5sgb
140,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.228088,35.029594,35.369809,-118.941786,9qhh0n
141,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.226791,35.036095,35.369809,-118.941786,9qhh0n
142,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.256889,35.031895,35.369809,-118.941786,9q5sgb
143,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.256989,35.030594,35.369809,-118.941786,9q5sgb
144,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.224289,35.032394,35.369809,-118.941786,9qhh0n
145,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.25679,35.033096,35.369809,-118.941786,9q5sgb
146,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.228287,35.035397,35.369809,-118.941786,9qhh0n
147,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.231987,35.017895,35.369809,-118.941786,9qhh0n
148,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.257988,35.028294,35.369809,-118.941786,9q5sgb
149,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.223885,35.010796,35.369809,-118.941786,9qhh0n
150,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.230873,35.018757,35.369809,-118.941786,9qhh0n
151,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.223289,35.025494,35.369809,-118.941786,9qhh0n
152,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.245087,35.036297,35.369809,-118.941786,9qhh0n
153,CA,Kern,Alta II,2010.0,V90-3.0,3.0,80.0,90.0,-118.226891,35.030396,35.369809,-118.941786,9qhh0n
154,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.30809,35.000496,35.369809,-118.941786,9q5sgb
155,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.30629,35.002296,35.369809,-118.941786,9q5sgb
156,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.267586,35.020496,35.369809,-118.941786,9q5sgb
157,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.270592,35.003796,35.369809,-118.941786,9q5sgb
158,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.314491,34.998196,35.369809,-118.941786,9q5sgb
159,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.300491,35.010895,35.369809,-118.941786,9q5sgb
160,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.264992,35.021595,35.369809,-118.941786,9q5sgb
161,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.30719,35.001396,35.369809,-118.941786,9q5sgb
162,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.268387,35.005196,35.369809,-118.941786,9q5sgb
163,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.313591,34.998997,35.369809,-118.941786,9q5sgb
164,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.262192,35.012894,35.369809,-118.941786,9q5sgb
165,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.268791,35.019794,35.369809,-118.941786,9q5sgb
166,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.263786,35.009594,35.369809,-118.941786,9q5sgb
167,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.305389,35.003296,35.369809,-118.941786,9q5sgb
168,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.264992,35.007397,35.369809,-118.941786,9q5sgb
169,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.271286,35.018494,35.369809,-118.941786,9q5sgb
170,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.302284,35.010197,35.369809,-118.941786,9q5sgb
171,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.269989,35.019096,35.369809,-118.941786,9q5sgb
172,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.315689,34.997395,35.369809,-118.941786,9q5sgb
173,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.264091,35.008293,35.369809,-118.941786,9q5sgb
174,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.302788,35.008595,35.369809,-118.941786,9q5sgb
175,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.267387,35.005997,35.369809,-118.941786,9q5sgb
176,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.29509,35.016796,35.369809,-118.941786,9q5sgb
177,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.262787,35.011795,35.369809,-118.941786,9q5sgb
178,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.312569,34.999969,35.369809,-118.941786,9q5sgb
179,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.299385,35.011696,35.369809,-118.941786,9q5sgb
180,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.304588,35.004196,35.369809,-118.941786,9q5sgb
181,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.26619,35.006695,35.369809,-118.941786,9q5sgb
182,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.26329,35.010696,35.369809,-118.941786,9q5sgb
183,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.281685,35.010593,35.369809,-118.941786,9q5sgb
184,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.298592,35.012695,35.369809,-118.941786,9q5sgb
185,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.277489,35.013893,35.369809,-118.941786,9q5sgb
186,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.278587,35.013096,35.369809,-118.941786,9q5sgb
187,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.303688,35.005196,35.369809,-118.941786,9q5sgb
188,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.233887,35.009499,35.369809,-118.941786,9qhh0n
189,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.279686,35.012295,35.369809,-118.941786,9q5sgb
190,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.316788,34.996593,35.369809,-118.941786,9q5sgb
191,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.29599,35.015896,35.369809,-118.941786,9q5sgb
192,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.269485,35.004494,35.369809,-118.941786,9q5sgb
193,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.303162,35.006298,35.369809,-118.941786,9q5sgb
194,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.260284,35.016094,35.369809,-118.941786,9q5sgb
195,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.26149,35.013996,35.369809,-118.941786,9q5sgb
196,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.303085,35.007496,35.369809,-118.941786,9q5sgb
197,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.297585,35.013695,35.369809,-118.941786,9q5sgb
198,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.259888,35.017197,35.369809,-118.941786,9q5sgb
199,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.296791,35.014694,35.369809,-118.941786,9q5sgb
200,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.260788,35.014996,35.369809,-118.941786,9q5sgb
201,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.272591,35.017895,35.369809,-118.941786,9q5sgb
202,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.280685,35.011395,35.369809,-118.941786,9q5sgb
203,CA,Kern,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.276291,35.014633,35.369809,-118.941786,9q5sgb
204,CA,Kern,Alta IV,2011.0,V90-3.0,3.0,80.0,90.0,-118.258286,35.023193,35.369809,-118.941786,9q5sgb
