datetime,price[$/MBtu]
2021-08-27 00:00:00+00:00,4.35
2021-08-28 00:00:00+00:00,4.35
2021-08-29 00:00:00+00:00,4.35
2021-08-30 00:00:00+00:00,4.25
2021-08-31 00:00:00+00:00,4.33
2021-09-01 00:00:00+00:00,4.45
2021-09-02 00:00:00+00:00,4.65
2021-09-03 00:00:00+00:00,4.77
2021-09-04 00:00:00+00:00,4.77
2021-09-05 00:00:00+00:00,4.77
2021-09-06 00:00:00+00:00,4.77
2021-09-07 00:00:00+00:00,4.71
2021-09-08 00:00:00+00:00,4.66
2021-09-09 00:00:00+00:00,4.97
2021-09-10 00:00:00+00:00,5.13
2021-09-11 00:00:00+00:00,5.13
2021-09-12 00:00:00+00:00,5.13
2021-09-13 00:00:00+00:00,5.21
2021-09-14 00:00:00+00:00,5.39
2021-09-15 00:00:00+00:00,5.66
2021-09-16 00:00:00+00:00,5.52
2021-09-17 00:00:00+00:00,5.32
2021-09-18 00:00:00+00:00,5.32
2021-09-19 00:00:00+00:00,5.32
2021-09-20 00:00:00+00:00,5.25
2021-09-21 00:00:00+00:00,4.96
2021-09-22 00:00:00+00:00,4.92
2021-09-23 00:00:00+00:00,4.94
2021-09-24 00:00:00+00:00,5.1
2021-09-25 00:00:00+00:00,5.1
2021-09-26 00:00:00+00:00,5.1
2021-09-27 00:00:00+00:00,5.53
2021-09-28 00:00:00+00:00,5.94
2021-09-29 00:00:00+00:00,5.73
2021-09-30 00:00:00+00:00,5.58
2021-10-01 00:00:00+00:00,5.61
2021-10-02 00:00:00+00:00,5.61
2021-10-03 00:00:00+00:00,5.61
2021-10-04 00:00:00+00:00,5.8
2021-10-05 00:00:00+00:00,6.37
2021-10-06 00:00:00+00:00,6.0
2021-10-07 00:00:00+00:00,5.71
2021-10-08 00:00:00+00:00,5.46
2021-10-09 00:00:00+00:00,5.46
2021-10-10 00:00:00+00:00,5.46
2021-10-11 00:00:00+00:00,5.46
2021-10-12 00:00:00+00:00,5.34
2021-10-13 00:00:00+00:00,5.56
2021-10-14 00:00:00+00:00,5.92
2021-10-15 00:00:00+00:00,5.44
2021-10-16 00:00:00+00:00,5.44
2021-10-17 00:00:00+00:00,5.44
2021-10-18 00:00:00+00:00,5.01
2021-10-19 00:00:00+00:00,4.81
2021-10-20 00:00:00+00:00,4.87
2021-10-21 00:00:00+00:00,4.94
2021-10-22 00:00:00+00:00,5.1
2021-10-23 00:00:00+00:00,5.1
2021-10-24 00:00:00+00:00,5.1
2021-10-25 00:00:00+00:00,5.72
2021-10-26 00:00:00+00:00,5.59
2021-10-27 00:00:00+00:00,5.91
2021-10-28 00:00:00+00:00,5.68
2021-10-29 00:00:00+00:00,5.49
2021-10-30 00:00:00+00:00,5.49
2021-10-31 00:00:00+00:00,5.49
2021-11-01 00:00:00+00:00,5.22
2021-11-02 00:00:00+00:00,5.33
2021-11-03 00:00:00+00:00,5.59
2021-11-04 00:00:00+00:00,5.73
2021-11-05 00:00:00+00:00,5.51
2021-11-06 00:00:00+00:00,5.51
2021-11-07 00:00:00+00:00,5.51
2021-11-08 00:00:00+00:00,5.53
2021-11-09 00:00:00+00:00,5.08
2021-11-10 00:00:00+00:00,4.56
2021-11-11 00:00:00+00:00,4.81
2021-11-12 00:00:00+00:00,4.97
2021-11-13 00:00:00+00:00,4.97
2021-11-14 00:00:00+00:00,4.97
2021-11-15 00:00:00+00:00,4.77
2021-11-16 00:00:00+00:00,5.11
2021-11-17 00:00:00+00:00,4.82
2021-11-18 00:00:00+00:00,4.95
2021-11-19 00:00:00+00:00,4.9
2021-11-20 00:00:00+00:00,4.9
2021-11-21 00:00:00+00:00,4.9
2021-11-22 00:00:00+00:00,4.83
2021-11-23 00:00:00+00:00,4.95
2021-11-24 00:00:00+00:00,4.93
2021-11-25 00:00:00+00:00,4.93
2021-11-26 00:00:00+00:00,4.93
2021-11-27 00:00:00+00:00,4.93
2021-11-28 00:00:00+00:00,4.93
2021-11-29 00:00:00+00:00,4.9
2021-11-30 00:00:00+00:00,4.52
2021-12-01 00:00:00+00:00,4.31
2021-12-02 00:00:00+00:00,4.08
2021-12-03 00:00:00+00:00,3.79
2021-12-04 00:00:00+00:00,3.79
2021-12-05 00:00:00+00:00,3.79
2021-12-06 00:00:00+00:00,3.66
2021-12-07 00:00:00+00:00,3.6
2021-12-08 00:00:00+00:00,3.79
2021-12-09 00:00:00+00:00,3.67
2021-12-10 00:00:00+00:00,3.65
2021-12-11 00:00:00+00:00,3.65
2021-12-12 00:00:00+00:00,3.65
2021-12-13 00:00:00+00:00,4.05
2021-12-14 00:00:00+00:00,3.71
2021-12-15 00:00:00+00:00,3.79
2021-12-16 00:00:00+00:00,3.67
2021-12-17 00:00:00+00:00,3.71
2021-12-18 00:00:00+00:00,3.71
2021-12-19 00:00:00+00:00,3.71
2021-12-20 00:00:00+00:00,3.91
2021-12-21 00:00:00+00:00,3.96
2021-12-22 00:00:00+00:00,3.95
2021-12-23 00:00:00+00:00,3.56
2021-12-24 00:00:00+00:00,3.56
2021-12-25 00:00:00+00:00,3.56
2021-12-26 00:00:00+00:00,3.56
2021-12-27 00:00:00+00:00,3.45
2021-12-28 00:00:00+00:00,3.32
2021-12-29 00:00:00+00:00,3.4
2021-12-30 00:00:00+00:00,3.82
2021-12-31 00:00:00+00:00,3.82
2022-01-01 00:00:00+00:00,3.82
