bus,fips,name,year,gentype,capacity[MW],hub_height[m],rotor_diameter[m],longitude,latitude,county,elevation[m],cut_in_wind_speed[m/s],rated_wind_speed[m/s],cut_out_wind_speed[m/s],max_rotor_speed[rd/min],drivetrain_design
9mudw2,6073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.33419,32.710495,San Diego CA,1318.295043945312,4.0,13.0,25.0,19.0,3 Stage Planetary
9mudw2,6073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.339691,32.716595,San Diego CA,1341.148803710938,4.0,13.0,25.0,19.0,3 Stage Planetary
9mudw2,6073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.335289,32.711697,San Diego CA,1321.62353515625,4.0,13.0,25.0,19.0,3 Stage Planetary
9mudw2,6073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.326187,32.702396,San Diego CA,1270.7451171875,4.0,13.0,25.0,19.0,3 Stage Planetary
9mudw2,6073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.333092,32.709293,San Diego CA,1326.433349609375,4.0,13.0,25.0,19.0,3 Stage Planetary
9mudw2,6073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.327385,32.703495,San Diego CA,1275.310302734375,4.0,13.0,25.0,19.0,3 Stage Planetary
9mudw2,6073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.345985,32.723995,San Diego CA,1389.130615234375,4.0,13.0,25.0,19.0,3 Stage Planetary
9mudw2,6073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.344788,32.722897,San Diego CA,1378.2587890625,4.0,13.0,25.0,19.0,3 Stage Planetary
9mudw2,6073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.343689,32.721695,San Diego CA,1371.002075195312,4.0,13.0,25.0,19.0,3 Stage Planetary
9mudw2,6073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.328384,32.704697,San Diego CA,1291.142211914062,4.0,13.0,25.0,19.0,3 Stage Planetary
9mudw2,6073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.342712,32.720367,San Diego CA,1365.781616210938,4.0,13.0,25.0,19.0,3 Stage Planetary
9mudw2,6073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.341789,32.719093,San Diego CA,1358.288818359375,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.304085,34.996094,Kern CA,992.0875244140624,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.281586,35.002193,Kern CA,974.5944213867188,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.301491,34.996296,Kern CA,986.2678833007812,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.283989,35.000195,Kern CA,973.4280395507812,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.270691,35.027496,Kern CA,1000.802185058594,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.270645,35.030964,Kern CA,1004.490966796875,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.281387,35.004093,Kern CA,977.0048217773438,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.290588,34.997696,Kern CA,972.8805541992188,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.290489,34.999596,Kern CA,977.3710327148438,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.293686,34.996796,Kern CA,974.1990966796876,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.270592,35.032696,Kern CA,1011.086303710938,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.298889,34.996494,Kern CA,979.4744262695312,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.270691,35.029194,Kern CA,1001.557739257812,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.288284,34.999794,Kern CA,976.0619506835938,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.270592,35.036194,Kern CA,1019.785705566406,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.270592,35.034496,Kern CA,1015.221740722656,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.272987,35.025295,Kern CA,1003.706787109375,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.270714,35.025703,Kern CA,998.359375,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.281189,35.005894,Kern CA,980.48779296875,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.296089,34.996593,Kern CA,975.1854858398438,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.306686,34.995895,Kern CA,999.29443359375,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.281029,35.007767,Kern CA,986.0387573242188,4.0,13.0,25.0,19.0,3 Stage Planetary
9q713t,6029,Windstar,2012.0,G87-2.0,2.0,67.0,87.0,-118.281792,35.000294,Kern CA,971.0827026367188,4.0,13.0,25.0,19.0,3 Stage Planetary
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.284233,32.749065,San Diego CA,1263.094848632812,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.333107,32.777653,San Diego CA,1359.367797851562,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.329414,32.78981,San Diego CA,1339.496948242188,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.276443,32.722862,San Diego CA,1213.324829101562,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.306526,32.774254,San Diego CA,1267.0751953125,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.300179,32.772335,San Diego CA,1242.457275390625,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.263664,32.738239,San Diego CA,1217.433715820312,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.328232,32.787628,San Diego CA,1350.89794921875,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.327248,32.785423,San Diego CA,1358.1611328125,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.313568,32.783554,San Diego CA,1282.321044921875,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.333061,32.780209,San Diego CA,1371.006469726562,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.296799,32.772171,San Diego CA,1234.415161132812,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.317375,32.785416,San Diego CA,1295.572387695312,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.251144,32.72707,San Diego CA,1217.569946289062,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.339249,32.784554,San Diego CA,1372.309204101562,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.334854,32.782314,San Diego CA,1379.823608398438,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.275017,32.720901,San Diego CA,1203.827758789062,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.294472,32.776768,San Diego CA,1231.023681640625,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.277275,32.725357,San Diego CA,1216.912719726562,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.320778,32.789234,San Diego CA,1314.863525390625,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.282692,32.736179,San Diego CA,1256.97607421875,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.30619,32.778351,San Diego CA,1258.809692382812,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.280434,32.742283,San Diego CA,1250.21728515625,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.338966,32.810207,San Diego CA,1362.43310546875,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.297516,32.777542,San Diego CA,1237.549072265625,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.288452,32.770554,San Diego CA,1223.63916015625,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.282875,32.747116,San Diego CA,1264.978515625,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.285515,32.769958,San Diego CA,1219.376953125,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.332047,32.775333,San Diego CA,1353.530883789062,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.281334,32.731361,San Diego CA,1236.613647460938,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.337692,32.808048,San Diego CA,1349.809326171875,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.264275,32.735565,San Diego CA,1231.66943359375,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.28109,32.745228,San Diego CA,1250.793823242188,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.303329,32.772964,San Diego CA,1260.5703125,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.298508,32.758354,San Diego CA,1249.789794921875,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.286171,32.750587,San Diego CA,1262.526123046875,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.254211,32.726929,San Diego CA,1232.961181640625,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.319183,32.787563,San Diego CA,1316.774169921875,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.336044,32.80608,San Diego CA,1338.979736328125,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.255173,32.729149,San Diego CA,1235.184692382812,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.278801,32.727028,San Diego CA,1217.02392578125,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.324547,32.793793,San Diego CA,1314.225341796875,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.279617,32.765369,San Diego CA,1206.14208984375,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.280518,32.767384,San Diego CA,1210.671997070312,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.281975,32.73394,San Diego CA,1248.202758789062,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.300552,32.778614,San Diego CA,1232.423583984375,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.275726,32.763577,San Diego CA,1181.411499023438,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.317253,32.773628,San Diego CA,1296.078247070312,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.294441,32.771603,San Diego CA,1225.727783203125,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.298752,32.763645,San Diego CA,1251.384643554688,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.281921,32.739479,San Diego CA,1262.462890625,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.28511,32.767395,San Diego CA,1229.174926757812,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.322693,32.791683,San Diego CA,1319.149780273438,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.273338,32.718918,San Diego CA,1209.782836914062,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.280281,32.729,San Diego CA,1224.6142578125,,,,,
9mudw2,6073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.290787,32.771351,San Diego CA,1219.741821289062,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.536682,45.895454,Umatilla OR,630.810302734375,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.566948,45.920753,Umatilla OR,633.1597900390625,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.550217,45.894127,Umatilla OR,624.8737182617188,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.575958,45.903118,Umatilla OR,659.9381103515625,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.530922,45.891567,Umatilla OR,636.9067993164062,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.68927,45.952198,Umatilla OR,561.4136962890625,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.531975,45.89439,Umatilla OR,635.8428955078125,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.549744,45.907265,Umatilla OR,621.7667236328125,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.578278,45.916786,Umatilla OR,613.3807373046875,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.560135,45.892406,Umatilla OR,641.6029052734375,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.563965,45.893974,Umatilla OR,651.930419921875,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.552193,45.910538,Umatilla OR,616.2711791992188,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.581497,45.918335,Umatilla OR,599.9227294921875,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.586235,45.907467,Umatilla OR,637.0843505859375,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.559608,45.913544,Umatilla OR,617.3926391601562,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.568481,45.898338,Umatilla OR,659.0929565429688,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.685043,45.951965,Umatilla OR,554.9116821289062,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.684723,45.945545,Umatilla OR,564.0183715820312,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.563507,45.919273,Umatilla OR,628.9329833984375,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.574951,45.914734,Umatilla OR,614.773681640625,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.564018,45.915211,Umatilla OR,626.9202270507812,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.583878,45.920383,Umatilla OR,584.0009765625,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.548294,45.891785,Umatilla OR,630.96142578125,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.584831,45.905003,Umatilla OR,633.1497802734375,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.572968,45.910053,Umatilla OR,631.0081787109375,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.556831,45.911755,Umatilla OR,618.412353515625,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.566147,45.896229,Umatilla OR,657.1677856445312,,,,,
c26crp,41059,Vansycle II,2009.0,GE2.3-107,2.3,80.0,107.0,-118.570755,45.922131,Umatilla OR,627.1580200195312,,,,,
c82vu4,30099,Greenfield Wind Farm,2016.0,GE2.3-107,2.3,80.0,107.0,-111.933739,47.723122,Teton MT,1216.154907226562,,,,,
c82vu4,30099,Greenfield Wind Farm,2016.0,GE2.3-107,2.3,80.0,107.0,-111.928802,47.717407,Teton MT,1212.77685546875,,,,,
c82vu4,30099,Greenfield Wind Farm,2016.0,GE2.3-107,2.3,80.0,107.0,-111.91571,47.710136,Teton MT,1209.412109375,,,,,
c82vu4,30099,Greenfield Wind Farm,2016.0,GE2.3-107,2.3,80.0,107.0,-111.908485,47.723942,Teton MT,1210.483276367188,,,,,
c82vu4,30099,Greenfield Wind Farm,2016.0,GE2.3-107,2.3,80.0,107.0,-111.919922,47.711758,Teton MT,1210.8115234375,,,,,
c82vu4,30099,Greenfield Wind Farm,2016.0,GE2.3-107,2.3,80.0,107.0,-111.927704,47.714424,Teton MT,1211.059448242188,,,,,
c82vu4,30099,Greenfield Wind Farm,2016.0,GE2.3-107,2.3,80.0,107.0,-111.905121,47.721283,Teton MT,1213.37109375,,,,,
c82vu4,30099,Greenfield Wind Farm,2016.0,GE2.3-107,2.3,80.0,107.0,-111.903236,47.718231,Teton MT,1212.5107421875,,,,,
c82vu4,30099,Greenfield Wind Farm,2016.0,GE2.3-107,2.3,80.0,107.0,-111.93618,47.725807,Teton MT,1217.009033203125,,,,,
c82vu4,30099,Greenfield Wind Farm,2016.0,GE2.3-107,2.3,80.0,107.0,-111.907204,47.707287,Teton MT,1206.43017578125,,,,,
c82vu4,30099,Greenfield Wind Farm,2016.0,GE2.3-107,2.3,80.0,107.0,-111.931503,47.720322,Teton MT,1213.790771484375,,,,,
c82vu4,30099,Greenfield Wind Farm,2016.0,GE2.3-107,2.3,80.0,107.0,-111.911743,47.708488,Teton MT,1207.817016601562,,,,,
c82vu4,30099,Greenfield Wind Farm,2016.0,GE2.3-107,2.3,80.0,107.0,-111.911148,47.72628,Teton MT,1212.03759765625,,,,,
9mudw2,6073,Golden Acorn Casino,2014.0,GE1.85-82.5,1.85,80.0,82.5,-116.351318,32.701496,San Diego CA,1264.998779296875,3.0,13.0,25.0,,3 Stage Planetary
9q5fm0,6037,California State Prison Los Angeles County,2017.0,GE1.85-82.5,1.85,80.0,82.5,-118.221596,34.691982,Los Angeles CA,711.7556762695312,3.0,13.0,25.0,,3 Stage Planetary
9q92vz,6053,City of Soledad Water Reclamation Facility,2014.0,GE1.85-82.5,1.85,80.0,82.5,-121.340164,36.42094,Monterey CA,49.04749298095703,3.0,13.0,25.0,,3 Stage Planetary
9q92vz,6053,Taylor Farms,2014.0,GE1.85-82.5,1.85,80.0,82.5,-121.451797,36.50515,Monterey CA,38.59159469604492,3.0,13.0,25.0,,3 Stage Planetary
9q92vz,6053,Scheid Vineyards,2017.0,GE1.85-82.5,1.85,80.0,82.5,-121.191589,36.274509,Monterey CA,106.0308303833008,3.0,13.0,25.0,,3 Stage Planetary
9qc63x,6095,Anheuser-Busch Fairfield,2014.0,GE1.85-82.5,1.85,80.0,82.5,-122.092079,38.233505,Solano CA,9.17623805999756,3.0,13.0,25.0,,3 Stage Planetary
9qj152,6065,Nestle Waters II,2018.0,GE1.85-82.5,1.85,80.0,82.5,-116.753098,33.911694,Riverside CA,478.7600708007812,3.0,13.0,25.0,,3 Stage Planetary
9mupsy,6071,Cemex Black Mountain Quarry,2012.0,GE1.5-77,1.5,80.0,77.0,-117.112556,34.623199,San Bernardino CA,1199.473754882812,3.5,12.0,25.0,20.4,3 Stage Planetary
9mupsy,6071,Cemex Black Mountain Quarry,2012.0,GE1.5-77,1.5,80.0,77.0,-117.11113,34.621078,San Bernardino CA,1183.531616210938,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.396889,35.049496,Kern CA,1578.991333007812,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.39399,35.054794,Kern CA,1527.587768554688,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.348488,35.057297,Kern CA,1265.653076171875,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.348686,35.025295,Kern CA,1243.138671875,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.370987,35.027596,Kern CA,1471.814208984375,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.360291,35.020996,Kern CA,1306.644287109375,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.375305,35.038174,Kern CA,1473.633666992188,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.39109,35.023296,Kern CA,1677.126098632812,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.356987,35.022694,Kern CA,1298.8359375,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.381485,35.043694,Kern CA,1380.73046875,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.360588,35.045395,Kern CA,1305.404418945312,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.380585,35.044594,Kern CA,1387.5869140625,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.347389,35.026096,Kern CA,1262.467895507812,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.381882,35.030018,Kern CA,1568.325561523438,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.394485,35.050095,Kern CA,1552.720581054688,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.353485,35.024895,Kern CA,1246.2080078125,3.5,12.0,25.0,20.4,3 Stage Planetary
9q713t,6029,Alta I,2010.0,GE1.5-77,1.5,80.0,77.0,-118.365189,35.038197,Kern CA,1352.351196289062,3.5,12.0,25.0,20.4,3 Stage Planetary
