bus,fips,name,year,gentype,capacity[MW],hub_height[m],rotor_diameter[m],longitude,latitude,county
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.337692,32.808048,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.264275,32.735565,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.28109,32.745228,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.303329,32.772964,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.298508,32.758354,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.286171,32.750587,San Diego CA
9mudw2,06073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.326187,32.702396,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.254211,32.726929,San Diego CA
9mudw2,06073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.333092,32.709293,San Diego CA
9mudw2,06073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.327385,32.703495,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.319183,32.787563,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.336044,32.80608,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.255173,32.729149,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.278801,32.727028,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.324547,32.793793,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.279617,32.765369,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.280518,32.767384,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.281975,32.73394,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.300552,32.778614,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.275726,32.763577,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.317253,32.773628,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.294441,32.771603,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.298752,32.763645,San Diego CA
9mudw2,06073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.345985,32.723995,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.281921,32.739479,San Diego CA
9mudw2,06073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.344788,32.722897,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.28511,32.767395,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.322693,32.791683,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.273338,32.718918,San Diego CA
9mudw2,06073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.343689,32.721695,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.280281,32.729,San Diego CA
9mudw2,06073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.328384,32.704697,San Diego CA
9mudw2,06073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.342712,32.720367,San Diego CA
9mudw2,06073,Tule,2018.0,GE2.3-107,2.3,80.0,107.0,-116.290787,32.771351,San Diego CA
9mudw2,06073,Kumeyaay Phase I,2005.0,G87-2.0,2.0,67.0,87.0,-116.341789,32.719093,San Diego CA
9mupsy,06071,Cemex Black Mountain Quarry,2012.0,GE1.5-77,1.5,80.0,77.0,-117.112556,34.623199,San Bernardino CA
9mupsy,06071,Inland Empire Utility Agency,2011.0,MWT62/1.0,1.0,55.0,61.4,-117.52639,34.084896,San Bernardino CA
9mupsy,06071,Barstow Marine Logistics Base,2009.0,A-1500,1.5,80.0,77.0,-116.959785,34.862396,San Bernardino CA
9mupsy,06071,Cemex River Plant,2012.0,GE1.6-82.5,1.6,80.0,82.5,-117.30719,34.561996,San Bernardino CA
9mupsy,06071,Cemex River Plant,2012.0,GE1.6-82.5,1.6,80.0,82.5,-117.305885,34.560097,San Bernardino CA
9mupsy,06071,Cemex Black Mountain Quarry,2012.0,GE1.5-77,1.5,80.0,77.0,-117.11113,34.621078,San Bernardino CA
9mupsy,06071,Victorville Wind Project,2005.0,NM48,0.75,55.0,48.0,-117.358292,34.557693,San Bernardino CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.050491,32.760593,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.05629,32.758396,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.053688,32.734596,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.083389,32.731297,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.051285,32.744293,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.031792,32.736496,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.071991,32.760094,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.079887,32.736095,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.028885,32.766796,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.041985,32.767395,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-115.981789,32.760296,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.071686,32.747795,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.078491,32.755295,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.006989,32.765396,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.048187,32.740993,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.076889,32.732895,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-115.992287,32.767094,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.060684,32.748295,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.033287,32.759193,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-115.976791,32.762596,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.099991,32.735596,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.011688,32.760296,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-115.996086,32.761993,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-115.999191,32.763294,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.053391,32.749096,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.008492,32.767094,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.060585,32.745193,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.06739,32.734196,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.038986,32.763893,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-115.98819,32.764095,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-115.98999,32.765594,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-115.986389,32.709595,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.061989,32.749596,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.077896,32.735096,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.056389,32.738495,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.069489,32.756496,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.046387,32.754894,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.067085,32.731396,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-115.993088,32.711555,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.051895,32.746815,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.071487,32.727997,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.055084,32.736496,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.090691,32.737797,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.041389,32.765194,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.058891,32.739994,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.084785,32.741493,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.068291,32.737694,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-115.971886,32.761295,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.03569,32.760395,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-115.970688,32.765293,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.014885,32.763996,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.040886,32.733196,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.069489,32.740894,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.070686,32.758194,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.045486,32.745995,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.088989,32.751793,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.002792,32.71833,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.073189,32.729595,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.05529,32.751095,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.022186,32.758995,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.039185,32.731895,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-115.990387,32.720196,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.065186,32.763794,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.020187,32.763195,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-115.978889,32.763996,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-115.979691,32.757896,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.076485,32.754196,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.000587,32.765095,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.056786,32.753593,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.069389,32.746696,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.079414,32.757053,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.044487,32.727493,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.009087,32.758797,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.024185,32.760494,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.065186,32.752495,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.023689,32.735596,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.08197,32.751339,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-115.985657,32.707035,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.066689,32.765194,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-115.97229,32.758797,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.089691,32.734295,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.04879,32.758896,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.085587,32.754795,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.053589,32.764896,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.063889,32.762196,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-115.986786,32.711796,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.07489,32.731094,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.004692,32.719654,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.006592,32.720795,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.06929,32.725994,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.046486,32.739494,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.047089,32.756996,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.046288,32.751396,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.033081,32.738369,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.038086,32.761696,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-115.987991,32.713795,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.051788,32.762794,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.06369,32.751095,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-115.996704,32.707851,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.049286,32.742794,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.065689,32.729794,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.073586,32.761696,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.056389,32.766495,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.024185,32.738297,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-115.978889,32.766693,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.083488,32.739197,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-115.97039,32.756695,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.029488,32.734997,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.061188,32.742596,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.07019,32.742695,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.100784,32.737797,Imperial CA
9mvgw4,06025,Ocotillo Wind I,2012.0,SWT-2.37-108,2.37,80.0,108.0,-116.021385,32.765095,Imperial CA
9q5fm0,06037,California State Prison Los Angeles County,2017.0,GE1.85-82.5,1.85,80.0,82.5,-118.221596,34.691982,Los Angeles CA
9q5fm0,06037,San Clemente Island,1998.0,NM225/30,0.225,30.0,30.0,-118.55278,32.987331,Los Angeles CA
9q5fm0,06037,San Clemente Island,1999.0,NM225/30,0.225,30.0,30.0,-118.551636,32.985569,Los Angeles CA
9q5fm0,06037,San Clemente Island,1998.0,NM225/30,0.225,30.0,30.0,-118.552109,32.986084,Los Angeles CA
9q5fm0,06037,Lake Palmdale,2004.0,NM54,0.95,,,-118.118286,34.555897,Los Angeles CA
9q713t,06029,Alta V,2011.0,V90-3.0,3.0,80.0,90.0,-118.25209,35.013996,Kern CA
9q713t,06029,Alta V,2011.0,V90-3.0,3.0,80.0,90.0,-118.259491,35.002995,Kern CA
9q713t,06029,Alta V,2011.0,V90-3.0,3.0,80.0,90.0,-118.262985,35.000294,Kern CA
9q713t,06029,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.26149,35.013996,Kern CA
9q713t,06029,Alta VI (partial),2011.0,V90-3.0,3.0,80.0,90.0,-118.317291,35.013695,Kern CA
9q713t,06029,Alta III,2011.0,V90-3.0,3.0,80.0,90.0,-118.259888,35.017197,Kern CA
9q713t,06029,Mustang Hills,2012.0,V90-3.0,3.0,80.0,90.0,-118.241188,35.030296,Kern CA
9q713t,06029,Alta V,2011.0,V90-3.0,3.0,80.0,90.0,-118.263985,34.999393,Kern CA
9q713t,06029,Alta V,2011.0,V90-3.0,3.0,80.0,90.0,-118.241287,35.023193,Kern CA
9q713t,06029,Alta V,2011.0,V90-3.0,3.0,80.0,90.0,-118.248688,35.025295,Kern CA
9q713t,06029,Alta V,2011.0,V90-3.0,3.0,80.0,90.0,-118.242989,35.012695,Kern CA
9q713t,06029,Alta V,2011.0,V90-3.0,3.0,80.0,90.0,-118.241287,35.021996,Kern CA
9q713t,06029,Alta V,2011.0,V90-3.0,3.0,80.0,90.0,-118.241989,35.014896,Kern CA
9q713t,06029,Alta V,2011.0,V90-3.0,3.0,80.0,90.0,-118.254288,35.009495,Kern CA
9q713t,06029,Alta V,2011.0,V90-3.0,3.0,80.0,90.0,-118.247986,35.027996,Kern CA
9q713t,06029,Alta V,2011.0,V90-3.0,3.0,80.0,90.0,-118.249786,35.020195,Kern CA
