,state,county,latitude_gen,longitude_gen,area[m^2],name,year,gentype,axis,azimuth[deg],tilt[deg],battery,capacity[MW],latitude_county,longitude_county,geohash
531,CA,Imperial,33.166496,-115.495567,168871,Calipatria State Prison,2019,PV,single-axis,180.0,52.0,,6.0,32.841599,-115.540049,9mvgw4
532,CA,San Luis Obispo,35.470894,-120.635109,23468,Atascadero State Hospital,2020,PV,single-axis,180.0,52.0,,1.1,35.341822,-120.665804,9q613c
533,CA,El Dorado,38.637939,-121.055977,38451,"El Dorado Solar, LLC",2021,PV,fixed-tilt,18.0,25.0,,1.5,38.741021,-120.761446,9qcggm
534,CA,San Joaquin,38.04211,-120.936073,91922,Foothill Sanitary Landfill-Solar Array,2021,PV,single-axis,0.0,,,3.5,37.924541,-121.302289,9qcbq0
535,CA,Kern,35.575752,-119.786575,31971,Wonderful Huller & Shellling,2021,PV,single-axis,35.0,,,1.5,35.369809,-118.941786,9q713t
536,CA,San Diego,33.212307,-117.301918,25951,Genentech-Oceanside Hybrid,2016,PV,single-axis,180.0,25.0,batteries,4.5,32.884418,-117.112348,9mumuf
537,CA,Kings,36.212742,-119.893776,4353573,Mustang Two,2020,PV,single-axis,180.0,,,150.0,36.252657,-119.726922,9q6tde
538,CA,Marin,38.155197,-122.566307,37218,Silveira Ranch Road Solar,2021,PV,fixed-tilt,178.0,20.0,,3.0,37.986474,-122.546657,9qbbed
539,CA,Riverside,33.795872,-115.373215,3949971,"Desert Harvest, LLC",2020,PV,single-axis,180.0,,,80.0,33.799274,-117.076969,9mvgw4
540,CA,Riverside,33.790791,-115.34259,3428127,"Desert Harvest II, LLC",2020,PV,single-axis,180.0,,batteries,70.0,33.799274,-117.076969,9mvgw4
541,CA,Madera,37.109661,-120.298294,18849,Five H Farms Solar Array,2021,PV,fixed-tilt,40.0,40.0,,1.1,37.037074,-120.009796,9qd9xh
542,CA,Los Angeles,34.56443,-117.692719,50943,Bolthouse S&P and Rowen Farms Solar,2008,PV,single-axis,180.0,15.0,,1.2,34.067886,-118.24599,9qhkxd
543,CA,Butte,39.651562,-121.650009,21320,Butte College Main Campus Solar,2011,PV,fixed-tilt,195.0,18.0,,3.6,39.658926,-121.72651,9r13pb
544,CA,San Bernardino,35.027725,-117.356339,1548156,"Lockhart Solar PV, LLC",2023,PV,single-axis,90.0,,,85.0,34.190969,-117.359766,9qhkxd
545,CA,San Bernardino,35.042198,-117.350082,2214884,Lockhart Solar PV II,2023,PV,single-axis,90.0,,,75.0,34.190969,-117.359766,9qhkxd
546,CA,San Bernardino,34.856781,-116.812912,431633,Sunray 2,2017,PV,single-axis,180.0,,,20.0,34.190969,-117.359766,9qhkxd
547,CA,San Bernardino,34.864426,-116.827057,795053,Sunray 3,1985,PV,single-axis,180.0,,,13.8,34.190969,-117.359766,9qhkxd
548,CA,Kern,34.829086,-118.568596,892210,"RE Gaskell West 2, LLC",2023,PV,single-axis,180.0,,,45.0,35.369809,-118.941786,9q5sgb
549,CA,Kern,34.825783,-118.58213,1024295,"RE Gaskell West 3, LLC",2023,PV,single-axis,180.0,,,20.0,35.369809,-118.941786,9q5sgb
550,CA,Los Angeles,34.794643,-118.511269,1379960,Alpine Solar,2013,PV,fixed-tilt,180.0,25.0,,66.0,34.067886,-118.24599,9q5sgb
551,CA,Kern,34.836922,-118.550117,689009,Gaskell West 1 Solar Facility,2018,PV,single-axis,90.0,,,20.0,35.369809,-118.941786,9q5sgb
552,CA,Kern,34.876408,-118.353577,1760495,"Rabbitbrush Solar, LLC",2022,PV,single-axis,180.0,,batteries,100.0,35.369809,-118.941786,9q5sgb
553,CA,Kern,34.843391,-118.531815,413074,"RE Gaskell West 4, LLC",2023,PV,single-axis,180.0,,,20.0,35.369809,-118.941786,9q5sgb
554,CA,Kern,34.845879,-118.543358,84711,"RE Gaskell West 5, LLC",2018,PV,single-axis,180.0,,,20.0,35.369809,-118.941786,9q5sgb
555,CA,Kern,34.836464,-118.147835,24842,City of Rosamond (CA),2023,PV,single-axis,0.0,,,1.0,35.369809,-118.941786,9qhh0n
556,CA,Los Angeles,34.81847,-118.397118,5820079,Solar Star 1,2015,PV,single-axis,0.0,0.0,,314.4,34.067886,-118.24599,9q5sgb
557,CA,Kern,34.910389,-118.391823,1833134,"Valentine Solar, LLC",2019,PV,single-axis,0.0,,,111.2,35.369809,-118.941786,9q5sgb
558,CA,Kern,34.910454,-118.355103,3711258,"BigBeau Solar, LLC",2022,PV,single-axis,0.0,,batteries,128.0,35.369809,-118.941786,9q5sgb
559,CA,Kern,34.829727,-118.441154,5326093,Solar Star 2,2015,PV,single-axis,0.0,0.0,,279.5,35.369809,-118.941786,9q5sgb
560,CA,Kern,34.830528,-118.333725,2455254,"Willow Spring Solar, LLC",2019,PV,single-axis,90.0,,,100.0,35.369809,-118.941786,9q5sgb
561,CA,Los Angeles,34.730919,-118.13755,46805,SEPV Sierra,2020,PV,fixed-tilt,180.0,,batteries,3.0,34.067886,-118.24599,9qhh0n
562,CA,Imperial,32.660358,-115.629929,4075713,Mount Signal Solar Farm II,2020,PV,single-axis,0.0,0.0,,153.5,32.841599,-115.540049,9mvffm
563,CA,Imperial,32.668293,-115.559746,6389510,Mount Signal Solar Farm V,2018,PV,single-axis,180.0,,,252.3,32.841599,-115.540049,9mvffm
564,CA,Contra Costa,38.02512,-122.274498,17144,Bio-Rad,2020,PV,fixed-tilt,180.0,15.0,,2.4,37.93501,-122.024961,9q9peh
565,CA,Contra Costa,37.84692,-121.617332,146625,Byron Highway Solar,2021,PV,single-axis,180.0,,,5.0,37.93501,-122.024961,9q9w99
566,CA,Tuolumne,37.882973,-120.455444,50678,Sierra Pacific Chinese Camp,2023,PV,fixed-tilt,175.0,20.0,,3.6,37.972006,-120.325224,9qcbq0
567,CA,San Bernardino,34.497826,-117.472298,41336,Victor Dry Farm Ranch B,2015,PV,fixed-tilt,193.0,15.0,,5.0,34.190969,-117.359766,9qhkxd
568,CA,San Bernardino,34.497608,-117.470238,65710,Victor Dry Farm Ranch A,2015,PV,fixed-tilt,193.0,15.0,,5.0,34.190969,-117.359766,9qhkxd
569,CA,San Luis Obispo,35.321552,-120.692169,31478,CA-DGS-California Men's Colony,2022,PV,fixed-tilt,180.0,25.0,,2.2,35.341822,-120.665804,9q613c
570,CA,Tulare,36.094009,-119.037476,12553,Porterville 6 and 7,2014,PV,fixed-tilt,180.0,20.0,,3.0,36.254134,-119.23454,9qdbm8
571,CA,Imperial,33.273731,-115.505333,366108,Wister Solar,2018,PV,single-axis,185.0,31.0,,20.0,32.841599,-115.540049,9mvgw4
572,CA,Kings,36.231571,-119.812042,282539,"Java Solar, LLC",2022,PV,single-axis,180.0,,,13.5,36.252657,-119.726922,9q6tde
573,CA,Kings,36.218998,-119.874229,7348313,Slate Hybrid,2021,PV,single-axis,180.0,0.0,batteries,50.5,36.252657,-119.726922,9q6tde
574,CA,Kings,36.147255,-119.904747,7037612,Almond,2021,PV,single-axis,180.0,60.0,,19.9,36.252657,-119.726922,9q6tde
575,CA,Kern,35.692749,-119.989677,130218,Berrenda Mesa Water District,2022,PV,single-axis,90.0,52.0,,6.4,35.369809,-118.941786,9q6tde
576,CA,Kern,35.762638,-119.313553,78305,Kern Valley SP,2023,PV,single-axis,180.0,,,3.0,35.369809,-118.941786,9q713t
577,CA,Kern,35.442169,-119.093262,16709,"Calibrant Bakersfield, LLC",2022,PV,single-axis,0.0,0.0,,1.3,35.369809,-118.941786,9q713t
578,CA,Kern,35.081223,-119.318176,130124,Wheeler Ridge,2023,PV,single-axis,180.0,52.0,,4.5,35.369809,-118.941786,9q713t
579,CA,Kern,35.013565,-118.18174,432557,"RE Columbia Two, LLC",2014,PV,single-axis,180.0,60.0,,15.0,35.369809,-118.941786,9qhh0n
580,CA,Kern,35.023308,-118.172401,399686,"RE Camelot, LLC",2014,PV,single-axis,180.0,60.0,,45.0,35.369809,-118.941786,9qhh0n
581,CA,Kern,35.02021,-118.125366,3165877,Edwards Sanborn S1,2021,PV,single-axis,180.0,,batteries,44.6,35.369809,-118.941786,9qhh0n
582,CA,Kern,34.989754,-118.101585,512762,Edwards Sanborn S3,2022,PV,single-axis,180.0,,batteries,37.7,35.369809,-118.941786,9qhh0n
583,CA,Kern,34.974834,-118.087578,2104867,Edwards Sanborn S4,2022,PV,single-axis,180.0,,batteries,41.2,35.369809,-118.941786,9qhh0n
584,CA,Kern,34.963009,-118.103348,4644529,Edwards Sanborn E1A,2021,PV,single-axis,180.0,,batteries,149.3,35.369809,-118.941786,9qhh0n
585,CA,Kern,34.939861,-118.135918,1596217,Edwards Sanborn E3,2021,PV,single-axis,180.0,,batteries,27.4,35.369809,-118.941786,9qhh0n
586,CA,Kern,34.944317,-118.08728,3775074,Edwards Sanborn E2,2021,PV,single-axis,180.0,,batteries,137.8,35.369809,-118.941786,9qhh0n
587,CA,Los Angeles,34.693768,-118.23407,86791,CSP Los Angeles,2022,PV,dual-axis,180.0,,,2.3,34.067886,-118.24599,9qhh0n
588,CA,San Benito,36.875561,-121.603661,59016,Graniterock Quarry,2022,PV,fixed-tilt,200.0,25.0,,4.4,36.843074,-121.402614,9q92vz
589,CA,Madera,36.957291,-120.034508,35591,CA - Madera USD - Madera South HS,2022,PV,"fixed-tilt,single-axis",180.0,7.0,,1.2,37.037074,-120.009796,9qd9xh
590,CA,Madera,36.946457,-120.077629,44354,Sealed Air Madera Solar Project,2022,PV,single-axis,180.0,10.0,batteries,3.0,37.037074,-120.009796,9qd9xh
591,CA,Fresno,36.659012,-119.732803,56718,CA - Fresno County - Juvenile Hall,2022,PV,single-axis,180.0,,,2.8,36.743848,-119.765291,9qdbm8
592,CA,Kings,36.414932,-119.553612,26233,Dover Dairy,2022,PV,single-axis,180.0,,,1.1,36.252657,-119.726922,9qdbm8
593,CA,Tulare,35.817329,-119.063026,1163273,Luciana,2022,PV,single-axis,180.0,,,55.8,36.254134,-119.23454,9q713t
594,CA,Inyo,36.268425,-117.983017,28875,Owens Valley Solar Project 11,2017,PV,fixed-tilt,190.0,30.0,,1.0,37.171422,-118.268567,9qe6tq
595,CA,Los Angeles,34.714966,-118.258827,372911,Antelope Expansion 1B,2016,PV,single-axis,0.0,0.0,,17.0,34.067886,-118.24599,9qhh0n
596,CA,Los Angeles,34.688389,-118.317001,667475,Western Antelope Blue Sky Ranch A,2014,PV,single-axis,90.0,,,20.0,34.067886,-118.24599,9qhh0n
597,CA,Los Angeles,34.723625,-118.290665,31235,Summer Solar D2,2014,PV,fixed-tilt,193.0,25.0,,1.0,34.067886,-118.24599,9qhh0n
598,CA,Los Angeles,34.723648,-118.291641,26576,Summer Solar C2,2014,PV,fixed-tilt,193.0,25.0,,1.5,34.067886,-118.24599,9qhh0n
599,CA,Los Angeles,34.723644,-118.292511,25466,Summer Solar B2,2014,PV,fixed-tilt,193.0,25.0,,1.5,34.067886,-118.24599,9qhh0n
600,CA,Los Angeles,34.720169,-118.322227,118157,Antelope Expansion 3B,2022,PV,single-axis,0.0,0.0,,5.0,34.067886,-118.24599,9qhh0n
601,CA,Riverside,33.575493,-114.740097,4722515,Blythe Mesa Solar II,2021,PV,single-axis,0.0,,batteries,223.6,33.799274,-117.076969,9qndpr
602,CA,Riverside,33.706612,-114.785706,7592281,Arlington Energy Center II,2021,PV,single-axis,0.0,,batteries,233.0,33.799274,-117.076969,9qndpr
603,CA,Riverside,33.65995,-114.736618,4457428,"Blythe Solar III, LLC Hybrid",2020,PV,single-axis,180.0,,batteries,137.4,33.799274,-117.076969,9qndpr
604,CA,Riverside,33.681889,-114.769531,3289904,"Blythe Solar IV, LLC",2015,PV,single-axis,180.0,,batteries,137.4,33.799274,-117.076969,9qndpr
605,CA,Riverside,33.69952,-115.222992,6101181,"Maverick Solar, LLC",2020,PV,single-axis,180.0,,,125.0,33.799274,-117.076969,9mvgw4
606,CA,Riverside,33.689774,-115.197685,4640996,"Maverick Solar 4, LLC",2021,PV,single-axis,180.0,,,100.0,33.799274,-117.076969,9mvgw4
607,CA,Riverside,33.739544,-115.318176,1395247,"SE Athos II, LLC",2021,PV,single-axis,60.0,,,200.0,33.799274,-117.076969,9mvgw4
608,CA,Riverside,33.725693,-115.375221,9465979,Oberon Solar Project,2022,PV,single-axis,0.0,,batteries,250.0,33.799274,-117.076969,9mvgw4
609,CA,Riverside,33.740593,-115.350586,1803587,"Maverick Solar 6, LLC",2021,PV,single-axis,180.0,60.0,batteries,100.0,33.799274,-117.076969,9mvgw4
610,CA,San Diego,33.081242,-116.086128,1049288,Ocotillo Wells,2023,PV,single-axis,180.0,52.0,,50.0,32.884418,-117.112348,9mvffm
611,CA,San Diego,33.010433,-116.872108,31317,Ramona 1,2013,PV,single-axis,0.0,45.0,,2.0,32.884418,-117.112348,9mudw2
612,CA,San Bernardino,34.512589,-117.387398,47573,Victor Mesa Linda B2,2014,PV,fixed-tilt,180.0,20.0,,1.6,34.190969,-117.359766,9qhkxd
613,CA,San Bernardino,34.511169,-117.386978,17358,Victor Mesa Linda C2,2014,PV,fixed-tilt,180.0,20.0,,1.6,34.190969,-117.359766,9qhkxd
614,CA,San Bernardino,34.509602,-117.387321,32421,Victor Mesa Linda D2,2014,PV,fixed-tilt,180.0,20.0,,1.6,34.190969,-117.359766,9qhkxd
615,CA,Inyo,35.804916,-117.349808,29202,Trona Solar III,2022,PV,single-axis,52.0,,,2.0,37.171422,-118.268567,9qhkxd
616,CA,San Diego,33.230007,-117.003105,45645,Valley Center 1,2013,PV,single-axis,0.0,45.0,,2.5,32.884418,-117.112348,9mudw2
617,CA,San Bernardino,34.571846,-117.575966,59404,Sheep Creek Community Solar Farm,2022,PV,single-axis,180.0,45.0,,3.0,34.190969,-117.359766,9qhkxd
618,CA,Riverside,33.755569,-117.198647,103142,EMWD-Perris Valley RWRF,2021,PV,single-axis,180.0,52.0,,3.4,33.799274,-117.076969,9qh8k2
619,CA,Riverside,33.802376,-117.02301,88997,EMWD - San Jacinto RES BCT,2021,PV,single-axis,0.0,,,4.2,33.799274,-117.076969,9qh8k2
620,CA,Orange,33.788017,-118.06559,158323,BCE Los Alamitos 1,2023,PV,single-axis,180.0,,batteries,10.0,33.732683,-117.858773,9q5bwz
621,CA,Orange,33.786602,-118.048683,178629,BCE Los Alamitos 2,2023,PV,single-axis,180.0,,batteries,10.0,33.732683,-117.858773,9q5bwz
622,CA,Sacramento,38.304691,-121.289993,112474,"RE McKenzie 3, LLC",2012,PV,single-axis,90.0,,,5.0,38.568337,-121.381235,9qcf5u
623,CA,Sacramento,38.306492,-121.294922,200829,"RE McKenzie 2, LLC",2012,PV,single-axis,90.0,,,5.0,38.568337,-121.381235,9qcf5u
624,CA,Sacramento,38.304691,-121.29245,109723,"RE McKenzie 4, LLC",2012,PV,single-axis,90.0,,,5.0,38.568337,-121.381235,9qcf5u
625,CA,Sacramento,38.309456,-121.292343,115684,"RE McKenzie 5, LLC",2012,PV,single-axis,90.0,,,5.0,38.568337,-121.381235,9qcf5u
626,CA,Sacramento,38.30571,-121.284538,210875,"RE McKenzie 1, LLC",2012,PV,single-axis,90.0,,,30.0,38.568337,-121.381235,9qcf5u
627,CA,Sacramento,38.309189,-121.290031,101355,"RE McKenzie 6, LLC",2012,PV,single-axis,90.0,,,5.0,38.568337,-121.381235,9qcf5u
628,CA,Kern,34.830257,-118.392372,490247,"Solar Star California, XLI, LLC",2016,PV,single-axis,0.0,0.0,,54.0,35.369809,-118.941786,9q5sgb
629,CA,Kern,34.840446,-118.391136,1273265,"Golden Fields Solar I, LLC",2016,PV,single-axis,0.0,0.0,,54.0,35.369809,-118.941786,9q5sgb
630,CA,Imperial,32.71402,-115.540543,220619,Heber Solar,2014,PV,single-axis,0.0,0.0,,10.0,32.841599,-115.540049,9mvffm
631,CA,Imperial,32.674442,-115.602257,6503828,"Imperial Valley Solar, LLC",2014,PV,single-axis,180.0,0.0,,206.7,32.841599,-115.540049,9mvffm
632,CA,Imperial,32.661415,-115.606285,2536563,Wistaria Ranch Solar,2018,PV,single-axis,0.0,,,100.0,32.841599,-115.540049,9mvffm
633,CA,Imperial,32.683117,-115.646942,5104086,Centinela Solar Energy,2014,PV,single-axis,90.0,,,170.0,32.841599,-115.540049,9mvffm
634,CA,Imperial,32.660618,-115.660683,2741905,Imperial Solar Energy Center South,2013,PV,fixed-tilt,180.0,25.0,,130.0,32.841599,-115.540049,9mvffm
635,CA,Imperial,32.686687,-115.667511,2713735,"Drew Solar, LLC",2022,PV,single-axis,180.0,60.0,,100.0,32.841599,-115.540049,9mvffm
636,CA,Yolo,38.500652,-121.692986,37452,Grassland 1&2 Solar Project,2013,PV,dual-axis,180.0,,,2.5,38.598163,-121.718874,9qc63x
637,CA,San Bernardino,34.471409,-117.561966,20769,SCE-Snowline-Duncan Road (South),2014,PV,single-axis,0.0,0.0,,1.0,34.190969,-117.359766,9qhkxd
638,CA,Santa Cruz,36.990921,-122.052666,24592,University of California Santa Cruz,2013,PV,fixed-tilt,200.0,6.0,batteries,2.0,36.986338,-121.938739,9q9hq4
639,CA,Ventura,34.209293,-119.134354,31152,SunEdison Procter & Gamble Oxnard,2009,PV,single-axis,180.0,20.0,,1.0,34.242809,-119.025486,9q5dy2
640,CA,Sacramento,38.597321,-121.431244,20499,Sacramento Point West Medical Offices,2020,PV,single-axis,245.0,7.0,,1.3,38.568337,-121.381235,9qcem3
641,CA,Sacramento,38.347675,-121.410568,204304,"RE Bruceville 1, LLC",2012,PV,single-axis,90.0,,,5.0,38.568337,-121.381235,9qcem3
642,CA,Sacramento,38.347729,-121.415009,192333,"RE Bruceville 2, LLC",2012,PV,single-axis,90.0,,,5.0,38.568337,-121.381235,9qcem3
643,CA,Santa Barbara,34.419662,-119.857231,51962,Broadway 3 - UCSB Lot 38,2016,PV,fixed-tilt,180.0,10.0,,1.8,34.645128,-120.1029,9q5sgb
644,CA,Kern,35.444,-119.186691,21008,Broadway 4 - Target Shafter,2018,PV,fixed-tilt,180.0,10.0,,1.6,35.369809,-118.941786,9q713t
645,CA,Fresno,36.7234,-119.774338,10179,OK Produce Fresno Carport,2019,PV,fixed-tilt,180.0,7.0,,2.0,36.743848,-119.765291,9qdbm8
646,CA,Riverside,33.998032,-117.552742,39927,Chambers 4 - Eastvale LGB3,2019,PV,single-axis,180.0,10.0,,2.4,33.799274,-117.076969,9qh3ky
647,CA,Merced,37.368317,-120.4179,39092,UC Merced Solar Hybrid,2018,PV,fixed-tilt,48.0,10.0,batteries,4.5,37.274812,-120.628944,9q9fy1
648,CA,Merced,37.362297,-120.414612,32943,Broadway 3 - UC Merced 1,2009,PV,dual-axis,180.0,0.0,,1.0,37.274812,-120.628944,9q9fy1
649,CA,San Bernardino,34.087643,-117.587273,26682,9150 Hermosa Solar GM,2022,PV,single-axis,180.0,15.0,,1.3,34.190969,-117.359766,9qh3ky
650,CA,Fresno,36.634365,-120.175117,132161,Crystal Farms Local Solar,2023,PV,single-axis,180.0,52.0,,3.5,36.743848,-119.765291,9qd2ds
651,CA,Los Angeles,34.809135,-118.319283,755063,Estrella Solar & Storage,2023,PV,single-axis,180.0,52.0,batteries,56.0,34.067886,-118.24599,9q5sgb
652,CA,Kern,34.832397,-118.28421,4731501,Raceway Solar & Storage,2024,PV,single-axis,180.0,0.0,batteries,125.0,35.369809,-118.941786,9qhh0n
653,CA,Tulare,36.492783,-119.468964,31092,Agriculture Capital - Legacy Packing,2022,PV,single-axis,180.0,0.0,,1.6,36.254134,-119.23454,9qdbm8
654,CA,Kern,35.049286,-119.18071,28287,"Renew Solar VMC, LLC",2023,PV,single-axis,180.0,,,1.4,35.369809,-118.941786,9q713t
655,CA,Santa Barbara,34.904449,-119.584846,25233,SEPV Cuyama Hybrid,2023,PV,single-axis,180.0,0.0,batteries,1.6,34.645128,-120.1029,9q713t
656,CA,Monterey,36.181805,-121.026764,48324,Blackjack Solar,2020,PV,fixed-tilt,180.0,10.0,,4.0,36.614681,-121.646692,9qd2ds
657,CA,Kern,35.261417,-119.147537,59527,"Sunny Cow Solar, LLC",2023,PV,single-axis,180.0,,,2.0,35.369809,-118.941786,9q713t
658,CA,Tulare,36.472256,-119.345665,32043,Elkhorn Dairy,2009,PV,single-axis,180.0,,,1.0,36.254134,-119.23454,9qdbm8
659,CA,Tulare,35.972492,-119.394432,23244,"Case Vander Eyk, Jr Dairy Solar",2023,PV,single-axis,180.0,,,1.2,36.254134,-119.23454,9q713t
660,CA,Santa Cruz,36.987141,-121.923752,26658,Cabrillo College,2023,PV,fixed-tilt,279.0,5.0,,2.4,36.986338,-121.938739,9q97v8
661,CA,Tulare,36.302055,-119.168419,49323,Exeter Bulk Plant Array,2015,PV,fixed-tilt,,0.0,,1.1,36.254134,-119.23454,9qdbm8
662,CA,Tulare,36.362698,-119.426003,65863,Double J Dairy Array,2023,PV,single-axis,180.0,36.0,,4.0,36.254134,-119.23454,9qdbm8
663,CA,Kings,36.270557,-119.518143,48925,Lone Oak,2023,PV,single-axis,180.0,,,2.9,36.252657,-119.726922,9qdbm8
664,CA,Sacramento,38.553616,-121.422607,21038,CSU Sacramento I,2023,PV,fixed-tilt,180.0,7.0,,1.3,38.568337,-121.381235,9qcem3
665,CA,Fresno,36.610489,-120.357079,10586984,Scarlet Solar (CA),2024,PV,single-axis,180.0,0.0,batteries,200.0,36.743848,-119.765291,9qd2ds
666,CA,San Diego,32.582943,-116.925583,42344,CA - DGS RFP - RJ Donovan State Prison,2024,PV,single-axis,180.0,0.0,,2.0,32.884418,-117.112348,9muccv
667,CA,Kern,35.116745,-118.565895,172529,CA-DGS-California Correctional Inst,2024,PV,single-axis,180.0,0.0,,4.0,35.369809,-118.941786,9q5sgb
668,CA,Monterey,36.470478,-121.371887,73677,CA-DGS- RFP-Correctional Training Fac,2024,PV,single-axis,180.0,0.0,,1.6,36.614681,-121.646692,9q92vz
669,CA,Monterey,36.46809,-121.37075,102735,CA-DGS RFP-Salinas Valley State Prison,2023,PV,single-axis,90.0,,,3.3,36.614681,-121.646692,9q92vz
670,CA,Fresno,36.131405,-120.25264,25870,CA-DGS RFP-Pleasant Valley State Prison,2024,PV,fixed-tilt,180.0,0.0,,2.0,36.743848,-119.765291,9q6tde
671,CA,Kern,35.446873,-119.050209,54820,Amazon Bakersfield 1 Solar Project,2024,PV,fixed-tilt,180.0,0.0,batteries,4.3,35.369809,-118.941786,9q713t
672,CA,Riverside,33.704945,-115.282082,3159861,Victory Pass,2024,PV,single-axis,180.0,0.0,batteries,200.0,33.799274,-117.076969,9mvgw4
673,CA,Riverside,33.722725,-115.265182,7688344,Arica Solar,2024,PV,single-axis,180.0,0.0,batteries,263.0,33.799274,-117.076969,9mvgw4
674,CA,San Diego,32.745426,-116.938675,14526,Grossmont-Cuyamaca-Cuyamaca Col. Solar &,2024,PV,fixed-tilt,180.0,0.0,batteries,1.4,32.884418,-117.112348,9muccv
675,CA,Riverside,34.027229,-117.520912,55346,CA Jurupa Valley 3251 De Forest Circle,2024,PV,fixed-tilt,180.0,0.0,,4.5,33.799274,-117.076969,9qh3ky
676,CA,Riverside,34.029015,-117.517143,32467,Dulles,2016,PV,fixed-tilt,180.0,10.0,,2.0,33.799274,-117.076969,9qh3ky
677,CA,San Bernardino,34.035294,-117.53418,20120,SunE- E Philadelphia Ontario,2016,PV,single-axis,180.0,12.0,,1.0,34.190969,-117.359766,9qh3ky
678,CA,San Bernardino,34.043938,-117.530655,21252,Oltmans SCE at Champagne,2013,PV,fixed-tilt,180.0,10.0,,1.0,34.190969,-117.359766,9qh3ky
679,CA,Tulare,36.306778,-119.239922,65067,"Visalia CSG, LLC",2024,PV,single-axis,180.0,0.0,,3.0,36.254134,-119.23454,9qdbm8
680,CA,San Diego,32.565857,-116.93148,52178,Amazon SAN3 Solar Project,2024,PV,fixed-tilt,180.0,0.0,batteries,4.6,32.884418,-117.112348,9muccv
681,CA,Kern,35.000839,-118.898323,34138,"CTMW Solar, LLC",2024,PV,single-axis,180.0,0.0,,1.3,35.369809,-118.941786,9q5sgb
682,CA,Yolo,38.524479,-121.994072,57060,Putah Creek Solar Farm North,2022,PV,single-axis,0.0,0.0,,3.0,38.598163,-121.718874,9qc63x
683,CA,Fresno,36.811874,-119.741699,64841,CSU Fresno Solar Project,2007,PV,fixed-tilt,180.0,16.0,,1.0,36.743848,-119.765291,9qd9xh
684,CA,Los Angeles,34.043526,-118.154037,19871,ELACC Photovoltaic Power Facility,2008,PV,fixed-tilt,180.0,2.0,,1.0,34.067886,-118.24599,9qh18k
685,CA,Riverside,33.865868,-117.221764,19141,SunEdison Walgreens Moreno Valley,2007,PV,fixed-tilt,180.0,15.0,,1.0,33.799274,-117.076969,9qh8k2
686,CA,Yolo,38.675167,-121.711342,15461,Walgreens Woodland Distribution Center,2007,PV,single-axis,180.0,15.0,,1.0,38.598163,-121.718874,9qcem3
687,CA,San Bernardino,34.094704,-117.266861,19537,Kohls San Bernardino Solar Facility,2007,PV,single-axis,180.0,0.0,,1.0,34.190969,-117.359766,9qh3ky
688,CA,Los Angeles,33.747356,-118.276772,12006,Pacific Cruise Ship Terminals Berth 93,2010,PV,fixed-tilt,211.0,5.0,,1.0,34.067886,-118.24599,9q5bwz
689,CA,Los Angeles,34.05785,-118.228928,20342,Metro Support Services Center Solar,2005,PV,fixed-tilt,180.0,5.0,,1.2,34.067886,-118.24599,9q5cts
690,CA,Los Angeles,33.783176,-118.285294,32798,Los Angeles Harbor College,2010,PV,fixed-tilt,180.0,2.0,,1.2,34.067886,-118.24599,9q5bwz
691,CA,Sacramento,38.488571,-121.3918,16831,FRV SI Transport Solar LP,2010,PV,fixed-tilt,180.0,5.0,,1.0,38.568337,-121.381235,9qcem3
692,CA,El Dorado,38.615501,-121.057632,17624,Broadridge Cogen,2011,PV,single-axis,180.0,,,1.0,38.741021,-120.761446,9qcggm
693,CA,Riverside,33.827732,-117.511406,19629,"Temescal Canyon RV, LLC",2011,PV,single-axis,225.0,2.0,,1.5,33.799274,-117.076969,9qh3ky
694,CA,Los Angeles,33.881756,-118.017471,22739,"Staples La Mirada, CA",2009,PV,single-axis,180.0,20.0,,1.1,34.067886,-118.24599,9q5bwz
695,CA,Los Angeles,33.913303,-118.054352,23657,Golden Springs Building C-1,2012,PV,fixed-tilt,180.0,10.0,,1.2,34.067886,-118.24599,9q5bwz
696,CA,Los Angeles,33.911953,-118.052368,22227,Golden Springs Building D,2012,PV,fixed-tilt,180.0,10.0,,1.3,34.067886,-118.24599,9q5bwz
697,CA,San Diego,32.790279,-117.095718,11179,ISH Solar Hospital SDMC,2011,PV,fixed-tilt,0.0,5.0,,1.1,32.884418,-117.112348,9mudw2
698,CA,Los Angeles,33.921524,-118.123322,12520,ISH Solar Hospital Downey,2011,PV,fixed-tilt,0.0,10.0,,1.1,34.067886,-118.24599,9q5bwz
699,CA,Los Angeles,34.00922,-117.844955,29024,Industry MetroLink PV 1,2012,PV,fixed-tilt,223.0,5.0,,1.5,34.067886,-118.24599,9qh0rw
700,CA,Los Angeles,34.026726,-118.223846,18513,2555 E Olympic Bl,2012,PV,fixed-tilt,170.0,15.0,,1.0,34.067886,-118.24599,9q5cts
701,CA,San Bernardino,33.966019,-117.659126,38923,San Antonio West Solar Rooftop,2012,PV,fixed-tilt,180.0,20.0,,1.5,34.190969,-117.359766,9qh3ky
702,CA,San Luis Obispo,35.67001,-120.565277,12487,Meridian Vineyards,2010,PV,fixed-tilt,180.0,30.0,,1.1,35.341822,-120.665804,9q613c
703,CA,Kern,34.975288,-118.947296,47209,IKEA Tejon 345,2011,PV,single-axis,180.0,12.0,,1.5,35.369809,-118.941786,9q5sgb
704,CA,Riverside,33.768848,-117.020988,15785,Tahquitz High School,2012,PV,single-axis,90.0,,,1.0,33.799274,-117.076969,9qh8k2
