Unnamed: 0,state,county,name,year,model,capacity[MW],hub_height[m],rotor_diameter[m],longitude_gen,latitude_gen,latitude_county,longitude_county,geohash,elevation[m],gentype,cut_in_wind_speed[m/s],rated_wind_speed[m/s],cut_out_wind_speed[m/s],max_rotor_speed[rd/min],drivetrain_design,min_measured_date,max_measured_date
4832,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.227287,48.541893,48.601084,-112.803122,c82vu4,1175.407837,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4833,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.171288,48.523693,48.578065,-111.850473,c82vu4,1138.145508,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4834,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.169884,48.553593,48.578065,-111.850473,c82vu4,1135.835693,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4835,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.163185,48.528793,48.578065,-111.850473,c82vu4,1154.72644,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4836,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.19339,48.531895,48.601084,-112.803122,c82vu4,1149.673706,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4837,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.232285,48.535294,48.601084,-112.803122,c82vu4,1170.764282,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4838,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.168373,48.512661,48.578065,-111.850473,c82vu4,1137.927002,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4839,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.225487,48.562492,48.601084,-112.803122,c82vu4,1206.420654,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4840,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.180786,48.541992,48.578065,-111.850473,c82vu4,1136.230469,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4841,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.190178,48.560184,48.601084,-112.803122,c82vu4,1143.83374,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4842,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.227188,48.547394,48.601084,-112.803122,c82vu4,1165.256226,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4843,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.216385,48.524693,48.601084,-112.803122,c82vu4,1135.656494,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4844,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.186584,48.554691,48.601084,-112.803122,c82vu4,1139.092407,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4845,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.176384,48.536991,48.578065,-111.850473,c82vu4,1149.238525,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4846,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.211784,48.573292,48.601084,-112.803122,c82vu4,1171.880249,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4847,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.218384,48.566093,48.601084,-112.803122,c82vu4,1208.921021,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4848,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.209984,48.522793,48.601084,-112.803122,c82vu4,1135.408447,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4849,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.172684,48.528793,48.578065,-111.850473,c82vu4,1146.572144,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4850,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.167084,48.509392,48.578065,-111.850473,c82vu4,1134.000244,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4851,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.170685,48.561295,48.578065,-111.850473,c82vu4,1137.094238,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4852,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.171486,48.526295,48.578065,-111.850473,c82vu4,1143.124268,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4853,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.22699,48.551094,48.601084,-112.803122,c82vu4,1167.038208,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4854,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.211685,48.569794,48.601084,-112.803122,c82vu4,1172.416748,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4855,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.225288,48.553692,48.601084,-112.803122,c82vu4,1165.253906,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4856,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.189789,48.562992,48.601084,-112.803122,c82vu4,1144.99585,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4857,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.217087,48.563194,48.601084,-112.803122,c82vu4,1203.759644,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4858,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.202087,48.527294,48.601084,-112.803122,c82vu4,1148.602661,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4859,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.189186,48.565792,48.601084,-112.803122,c82vu4,1152.299927,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4860,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.226486,48.564594,48.601084,-112.803122,c82vu4,1209.940308,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4861,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.21759,48.546494,48.601084,-112.803122,c82vu4,1166.764893,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4862,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.188385,48.557392,48.601084,-112.803122,c82vu4,1146.232422,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4863,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.218086,48.527191,48.601084,-112.803122,c82vu4,1147.635986,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4864,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.198387,48.521694,48.601084,-112.803122,c82vu4,1131.860718,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4865,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.163185,48.531292,48.578065,-111.850473,c82vu4,1159.210693,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4866,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.152763,48.531883,48.578065,-111.850473,c82vu4,1163.853638,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4867,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.223686,48.537193,48.601084,-112.803122,c82vu4,1171.162476,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4868,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.19709,48.518894,48.601084,-112.803122,c82vu4,1127.766357,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4869,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.173386,48.534393,48.578065,-111.850473,c82vu4,1151.344971,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4870,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.171288,48.556194,48.578065,-111.850473,c82vu4,1133.497803,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4871,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.152985,48.535591,48.578065,-111.850473,c82vu4,1150.717041,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4872,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.223389,48.556793,48.601084,-112.803122,c82vu4,1178.039551,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4873,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.214485,48.530094,48.601084,-112.803122,c82vu4,1163.935547,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4874,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.226685,48.559395,48.601084,-112.803122,c82vu4,1178.474854,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4875,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.162689,48.534191,48.578065,-111.850473,c82vu4,1155.567993,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4876,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.200386,48.524391,48.601084,-112.803122,c82vu4,1140.031494,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4877,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.170685,48.515392,48.578065,-111.850473,c82vu4,1137.568115,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4878,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.234085,48.538193,48.601084,-112.803122,c82vu4,1182.197266,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4879,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.153488,48.537891,48.578065,-111.850473,c82vu4,1145.327881,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4880,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.218788,48.540092,48.601084,-112.803122,c82vu4,1175.371704,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4881,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.227188,48.544495,48.601084,-112.803122,c82vu4,1170.391724,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4882,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.215485,48.535294,48.601084,-112.803122,c82vu4,1158.684937,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4883,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.214188,48.532593,48.601084,-112.803122,c82vu4,1156.943848,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4884,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.179787,48.552395,48.578065,-111.850473,c82vu4,1137.192383,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4885,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.22139,48.571095,48.601084,-112.803122,c82vu4,1210.026978,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4886,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.152786,48.529392,48.578065,-111.850473,c82vu4,1158.571533,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4887,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.150986,48.526394,48.578065,-111.850473,c82vu4,1150.399414,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4888,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.217987,48.543694,48.601084,-112.803122,c82vu4,1169.440063,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4889,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.17009,48.518394,48.578065,-111.850473,c82vu4,1136.746216,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4890,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.173904,48.540161,48.578065,-111.850473,c82vu4,1141.090942,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4891,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.22139,48.568493,48.601084,-112.803122,c82vu4,1213.991577,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4892,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.231186,48.532093,48.601084,-112.803122,c82vu4,1178.73291,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4893,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.094788,48.509594,48.578065,-111.850473,c82vu4,1199.980957,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4894,MT,Toole,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.170288,48.521091,48.578065,-111.850473,c82vu4,1134.579224,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4895,MT,Glacier,Glacier Wind II,2009.0,AW77/1500,1.5,80.0,77.0,-112.218185,48.561092,48.601084,-112.803122,c82vu4,1196.564087,AW77/1500,3.5,11.1,25.0,18.3,3 Stage Planetary,1/1/2018,12/30/2022
4896,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.833488,43.071594,42.788528,-105.520738,9xkgmv,1815.996826,GE1.5-77,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4897,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.828789,43.100391,42.788528,-105.520738,9xkgmv,1796.949463,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4898,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.796288,43.024391,42.788528,-105.520738,9xkgmv,1797.621094,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4899,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.824593,43.050491,42.788528,-105.520738,9xkgmv,1794.355957,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4900,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.83139,43.083591,42.788528,-105.520738,9xkgmv,1819.577148,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4901,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.83519,43.072594,42.788528,-105.520738,9xkgmv,1820.668579,GE1.5-77,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4902,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.82029,43.045094,42.788528,-105.520738,9xkgmv,1808.082397,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4903,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.796288,43.017391,42.788528,-105.520738,9xkgmv,1777.275757,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4904,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.830292,43.053993,42.788528,-105.520738,9xkgmv,1802.241821,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4905,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.828392,43.052792,42.788528,-105.520738,9xkgmv,1805.09729,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4906,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.835793,43.074394,42.788528,-105.520738,9xkgmv,1825.8302,GE1.5-77,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4907,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.821289,43.039993,42.788528,-105.520738,9xkgmv,1804.213501,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4908,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.82119,43.038391,42.788528,-105.520738,9xkgmv,1808.411499,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4909,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.832787,43.070091,42.788528,-105.520738,9xkgmv,1813.678955,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4910,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.810089,43.101395,42.788528,-105.520738,9xkgmv,1788.743286,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4911,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.832588,43.079494,42.788528,-105.520738,9xkgmv,1842.727905,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4912,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.824188,43.110191,42.788528,-105.520738,9xkgmv,1781.416382,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4913,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.82679,43.090393,42.788528,-105.520738,9xkgmv,1818.561401,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4914,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.793991,43.009293,42.788528,-105.520738,9xkgmv,1757.228394,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4915,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.826889,43.104294,42.788528,-105.520738,9xkgmv,1785.398804,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4916,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.83239,43.066395,42.788528,-105.520738,9xkgmv,1816.043091,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4917,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.821091,43.041695,42.788528,-105.520738,9xkgmv,1807.020752,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4918,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.826286,43.096092,42.788528,-105.520738,9xkgmv,1787.733154,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4919,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.811691,43.127392,42.788528,-105.520738,9xkgmv,1736.105225,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4920,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.827888,43.098892,42.788528,-105.520738,9xkgmv,1792.543335,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4921,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.83149,43.064793,42.788528,-105.520738,9xkgmv,1819.390991,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4922,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.808792,43.100193,42.788528,-105.520738,9xkgmv,1789.903809,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4923,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.796692,43.020893,42.788528,-105.520738,9xkgmv,1783.468384,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4924,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.811989,43.104591,42.788528,-105.520738,9xkgmv,1773.487549,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4925,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.83519,43.075893,42.788528,-105.520738,9xkgmv,1827.695068,GE1.5-77,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4926,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.831291,43.059593,42.788528,-105.520738,9xkgmv,1817.715576,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4927,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.791588,43.006695,42.788528,-105.520738,9xkgmv,1766.935425,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4928,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.833488,43.055492,42.788528,-105.520738,9xkgmv,1813.017334,GE1.5-77,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4929,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.826691,43.092094,42.788528,-105.520738,9xkgmv,1806.506714,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4930,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.821388,43.043194,42.788528,-105.520738,9xkgmv,1799.677856,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4931,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.795387,43.011192,42.788528,-105.520738,9xkgmv,1776.139526,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4932,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.832993,43.057392,42.788528,-105.520738,9xkgmv,1812.280884,GE1.5-77,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4933,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.796188,43.015892,42.788528,-105.520738,9xkgmv,1770.108643,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4934,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.826286,43.105991,42.788528,-105.520738,9xkgmv,1791.310791,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4935,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.819786,43.048592,42.788528,-105.520738,9xkgmv,1804.531982,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4936,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.826691,43.097591,42.788528,-105.520738,9xkgmv,1784.661255,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4937,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.796288,43.014194,42.788528,-105.520738,9xkgmv,1760.790283,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4938,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.83329,43.067993,42.788528,-105.520738,9xkgmv,1813.399658,GE1.5-77,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4939,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.82299,43.111992,42.788528,-105.520738,9xkgmv,1793.162109,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4940,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.825386,43.051891,42.788528,-105.520738,9xkgmv,1794.848877,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4941,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.795792,43.012691,42.788528,-105.520738,9xkgmv,1773.613037,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
4942,WY,Converse,Glenrock,2008.0,GE1.5-77,1.5,80.0,77.0,-105.813393,43.123093,42.788528,-105.520738,9xkgmv,1737.507202,GE1.85-91,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
