measured_on_utc,Agricultural By-Products,Anthracite Coal,Bituminous Coal,Black Liquor,Distillate Fuel Oil,Electricity used for energy storage,Gaseous Propane,Geothermal,Hydroelectric,Jet Fuel,Kerosene,Municiapl Landfill Gas,Natural Gas,Nuclear,Other,Other Biomass Gas,Other Biomass Solids,Other Gases,Petroleum Coke,Purchased Steam,Residual Fuel Oil,Sludge Waste,Solar,Subbituminous Coal,Tire-Derived Fuels,Waste Coal,Waste heat not directly attributed to a fuel source,Waste/Other Oil,Wind,Wood Waste Liquids,Wood Waste Solids,total_generation_mwh
2018-11-01 00:00:00+00:00,13504.404,,2946211.812,86457.80799999999,19118.906,-1943.002,14.025,1242582.102,11066231.748,13.0,0.0,180490.071,17318965.78,4318460.0,7033.018,69570.311,1520.206,142523.662,42037.938,3851.87,635.144,1215.663,2220854.04,9633325.006,0.0,65359.0,84135.599,762.146,3410448.929,7121.93,415030.972,53295532.088
2018-12-01 00:00:00+00:00,19114.155,,3634120.1739999996,98694.902,11155.161,-2168.793,32.076,1352985.635,11146298.362,4.0,0.0,187734.026,18438214.344,5069855.0,6767.417,70230.596,2669.661,135410.708,43558.644,3280.54,680.442,1039.652,1742929.509,10470238.325,0.0,58758.421,85516.766,1855.962,3533346.7739999997,8015.325,428187.781,56548525.565
2019-01-01 00:00:00+00:00,16687.477,,3234144.766,78249.26,34362.304,-3061.6,137.781,1309327.302,11904105.498,0.0,0.0,186664.428,18725375.076,5509439.0,7237.778,68603.978,2534.842,127217.633,43406.859,2361.95,690.684,1114.573,1942348.984,10053212.2,0.0,66953.467,76143.507,1131.475,3107727.546,7611.84,442577.548,56946306.15600001
2019-02-01 00:00:00+00:00,16952.962,,3073328.116,59294.02099999999,31999.838,-2875.62,22.073999999999998,1218738.81,12024052.538,58.0,0.0,168958.72,16686191.493,4453092.0,5820.785,62659.424,2616.786,119434.898,38956.815,1953.58,462.63,589.141,2189674.047,9187693.542,0.0,51495.556,64867.070999999996,2183.8480000000004,3686373.718,7115.411,371287.751,53522997.95500001
2019-03-01 00:00:00+00:00,16927.205,,2488365.216,86693.055,31933.89,-2698.397,33.516,1342915.347,14907137.047,0.0,0.0,185425.253,16170139.692,4960892.0,7026.972,68222.523,2674.355,158780.905,43653.705,2228.09,754.5970000000001,1289.272,3327119.231,7753893.4520000005,0.0,67006.661,82435.414,730.187,3715255.39,8700.628,380896.506,55808431.71199999
2019-04-01 00:00:00+00:00,18046.0,,1682052.1770000001,72555.861,32077.888,-2541.63,70.24,1182869.727,16127586.539,207.0,0.0,155463.747,13163563.057,4431646.0,6829.829,65909.399,1739.086,145736.513,42155.0,1921.57,595.559,1140.424,3853760.462,5929005.700999999,0.0,46314.767,71606.814,5999.275,5029270.442,7675.547,320506.441,52393763.435
2019-05-01 00:00:00+00:00,9135.733,,2142840.708,76909.717,39913.011,-2212.2309999999998,85.02,1265582.609,18981625.457,0.0,0.0,148497.641,11820036.282,4580213.0,2216.1,63078.73,342.072,182823.36299999998,43432.002,1558.79,566.644,837.592,4042498.316,4325032.108,0.0,65690.0,70295.421,155.528,5136957.27,8316.826,383672.284,53390099.993
2019-06-01 00:00:00+00:00,18049.398,,2188368.68,76861.141,32739.858,-2505.357,284.538,1252780.9949999999,16916648.874,0.0,0.0,161647.227,16836976.64,4731540.0,5818.856,64173.221,1952.473,149818.82200000001,28445.754,3355.23,607.5409999999999,637.482,4785936.482,5778387.207,0.0,58118.229999999996,82713.028,2686.155,5104530.933,8114.378,414055.824,58702743.61
2019-07-01 00:00:00+00:00,17644.822,,2809207.628,85168.497,34887.251,-2666.232,158.832,1297384.635,14716057.72,0.0,0.0,179628.393,24377875.072,5461549.0,4930.526,67950.55,2506.903,171771.91,40687.282,3167.05,643.408,689.361,4724324.455,7892992.23,0.0,47249.345,72804.064,852.306,5195156.25,7781.974,460726.744,67671129.97600001
2019-08-01 00:00:00+00:00,18686.506,,3138910.1119999997,88068.652,28961.276,-2208.529,175.392,1315399.067,13965076.563,176.0,0.0,185496.431,26434618.052,5307817.0,6906.43,70676.823,2471.461,133382.115,40229.26,4274.79,223.663,698.868,4731629.986,8473755.035,0.0,57649.721000000005,88674.499,720.2090000000001,4521440.152,7393.686,463448.952,69084752.172
2019-09-01 00:00:00+00:00,15710.724,,2687133.374,69127.041,31317.624,-3466.4629999999997,128.883,1291943.905,10622327.562,0.0,0.0,174921.78,22663011.408,5031451.0,7324.538,62567.195,2092.904,156356.312,35452.402,4071.09,347.832,641.921,3935955.185,7318631.239,0.0,62081.299,70346.64600000001,413.495,4561995.829,5610.659,445094.497,59252589.881
2019-10-01 00:00:00+00:00,8912.498,,2024974.51,77058.977,29144.414,-1794.8310000000001,105.4,1070011.426,10154358.95,3552.0,0.0,161499.89,20513803.607,3729249.0,6260.854,60733.33,1009.489,162168.576,9264.922,4578.0,752.053,736.364,3716659.295,7005359.663,0.0,53924.191999999995,85002.038,2127.4230000000002,3883705.317,7278.31,417643.503,53188079.17000001
2019-11-01 00:00:00+00:00,16255.082,,1964866.708,83898.251,31629.486,-1851.191,88.489,914115.212,11150778.347,0.0,0.0,170353.291,19429847.92,3813991.0,7373.716,62013.267,1843.982,143752.86800000002,41144.249,3276.0,538.997,857.953,2391476.793,7344974.929,0.0,65140.589,70438.652,917.184,3131406.962,7595.118,436345.83999999997,51283069.69400001
2019-12-01 00:00:00+00:00,14545.803,,1999199.753,73122.78600000001,51717.243,-1945.9189999999999,156.071,1106019.965,11110866.921,258.0,0.0,181491.54,22281616.417,4941372.0,7741.198,72767.395,2230.134,137985.758,42228.218,3938.0,932.5310000000001,1191.873,1670645.714,7679864.773,0.0,58507.0,80511.356,1011.5380000000001,2961925.951,8129.964,444750.44,54932782.42299999
2020-01-01 00:00:00+00:00,16233.989,,1540587.153,79438.024,-6343.102999999999,-2170.346,212.51,1086044.355,12625613.127,536.0,0.0,188139.442,18858476.08,5526863.0,6670.01,66292.804,2093.731,131317.302,42346.788,4321.0,1205.857,1117.212,2374549.999,6761962.66,0.0,28793.0,80440.422,732.613,4954546.6790000005,6867.548,455036.021,54831923.877
2020-02-01 00:00:00+00:00,15059.892,,1168517.036,71661.711,-6272.115,-2560.892,161.215,1170624.011,13499937.703,0.0,0.0,172245.766,17090703.078,4702475.0,6854.99,61185.026,2325.873,170927.889,39945.249,2464.0,1055.406,1065.013,3117681.234,5467692.441,0.0,26710.0,57085.584,966.196,5093814.988,6852.62,411208.817,52350387.731
2020-03-01 00:00:00+00:00,14879.795,,1164711.332,89621.5,-2672.112,-2698.182,156.297,1402567.519,11381869.872,482.0,0.0,184381.044,18359488.596,5321028.0,7373.93,64964.981999999996,2613.197,179606.528,43031.57,3647.0,829.585,1031.586,3250008.07,5334414.406,0.0,47637.456999999995,53236.507,846.5659999999999,4906024.715,6842.135,399767.689,52215691.58400001
2020-04-01 00:00:00+00:00,10074.043,,752152.836,83592.695,-8251.261999999999,-2191.215,37.546,1316939.281,11076475.647,0.0,0.0,170256.838,15665245.385,4465044.0,7279.432,57590.998,1944.499,145682.501,35655.367,4513.0,925.268,1048.989,4116153.546,4582217.716,0.0,64244.648,67494.391,263.077,5142769.0,8127.853,347271.475,48112557.554000005
2020-05-01 00:00:00+00:00,18472.639,,933685.8239999999,78843.844,-3108.795000000002,-2069.695,76.224,1300078.256,17333408.037,0.0,0.0,183344.878,13629297.934,5155052.0,8173.306,64069.708,2604.134,169571.846,38888.704,4333.0,0.0,839.306,5028194.692,4009792.507,0.0,60516.542,63626.138999999996,1899.747,5421072.285,0.0,348683.926,53849346.988000005
2020-06-01 00:00:00+00:00,17217.967,,1225184.631,67201.539,-4492.248999999999,-1526.5259999999998,192.974,1215416.189,17309144.263,0.0,0.0,169632.018,16765902.759,4900043.0,6118.882,61150.326,2530.095,153423.379,26058.03,4376.0,0.0,579.949,5067632.535,4992981.347,0.0,54224.139,59173.362,634.946,5440553.631,0.0,344307.333,57877660.518999994
2020-07-01 00:00:00+00:00,17881.954,,1370544.384,54966.344,-876.4699999999971,-2037.873,42.172000000000004,1272723.099,16263182.924,449.0,0.0,183831.79,23535368.456,4973685.0,6798.349,63142.473,2422.139,192886.111,32267.498,4265.0,0.0,805.881,5537353.46,6670503.6850000005,0.0,60155.893,60497.399000000005,912.941,5434434.479,0.0,387503.723,66123709.811
2020-08-01 00:00:00+00:00,14432.253,,1918423.636,85592.36,-2935.250999999998,-3240.978,99.315,1265824.783,13778844.672,2678.0,0.0,178965.515,27559753.339,5367396.0,3859.415,60879.852,1781.17,199102.298,40705.976,4048.0,0.0,1103.155,4733620.413,7711674.49,0.0,65704.674,59770.225,1126.2060000000001,4906464.973,0.0,444253.988,68399928.47900002
2020-09-01 00:00:00+00:00,15387.603,,1718435.407,80452.819,-5362.240000000002,-3798.614,74.744,1231060.402,10226153.288,402.0,0.0,174661.142,24687232.796,5263385.0,4846.613,61774.842,1850.079,170686.559,33854.344,4730.0,163.487,1074.49,3915260.814,6539337.963,0.0,41664.502,60000.462,633.3789999999999,3617343.574,0.0,415449.453,58256754.908
2020-10-01 00:00:00+00:00,1032.925,,1603978.729,83487.824,20089.457000000002,-1160.6399999999999,42.230000000000004,1229030.328,10208655.433,314.0,0.0,167604.924,22985943.739,3540322.0,7104.345,60367.259999999995,1327.497,164573.613,41241.921,4874.0,73.855,1132.645,3599080.953,5502407.945,0.0,48694.753,73529.643,762.936,4581018.009,0.0,390023.76900000003,54315554.09299999
2020-11-01 00:00:00+00:00,0.0,,1416043.466,82200.737,24246.495,-3882.342,33.143,1336169.223,11515257.788,0.0,0.0,169496.593,18300193.973,3494702.0,6159.236,57635.822,2106.223,135269.878,40277.487,4578.0,207.287,837.509,2838163.035,5107907.115,0.0,35999.701,65453.849,855.711,4911349.514,0.0,336048.546,49877309.989
2020-12-01 00:00:00+00:00,5447.0,,1504325.415,79430.859,20572.779,-4141.697,81.629,1339356.554,11528341.681,0.0,0.0,159310.985,20971693.958,4528186.0,7532.465,48809.214,2799.175,140405.94,33045.756,4933.0,57.335,1211.054,2356252.969,6064714.025,0.0,58144.246,67722.287,867.467,5185579.333,0.0,416510.971,54521190.4
2021-01-01 00:00:00+00:00,18722.0,,1259488.747,82513.201,18175.799,-4793.711,29.462,1312395.24,13618726.084999999,25.0,0.0,178125.47,19283064.734,5128555.0,6860.022,61121.308,3073.501,128612.842,36940.129,4228.0,129.621,719.691,2669773.447,6105493.38,0.0,63205.659,58384.133,1214.65,4819172.519,166.541,424685.971,55278808.44100001
2021-02-01 00:00:00+00:00,16779.926,,1549190.394,73188.966,29821.014,-5055.272,22.506,1255071.108,11509993.205,0.0,0.0,163696.248,15657441.819,4105403.0,6054.583,59588.231,378.14,147198.413,33507.288,3543.0,470.067,680.336,3457169.496,5487188.675,0.0,60289.785,50679.161,25876.601000000002,5783344.021,2688.965,378550.843,49852760.51900001
2021-03-01 00:00:00+00:00,18272.427,,1275686.446,84534.529,19626.791,-5739.503,27.75,1211334.306,10998111.82,0.0,0.0,183191.313,17667259.212,4629356.0,7535.93,64782.746,2607.582,140429.24300000002,40177.775,3914.0,885.731,939.524,4544640.065,5469127.4059999995,0.0,63219.114,72245.179,2218.908,5929973.836,6369.369,387821.127,52818548.626
2021-04-01 00:00:00+00:00,12534.02,,853004.335,69430.125,23418.471,-6869.767,22.708,1255294.418,10097746.368999999,0.0,0.0,153869.44700000001,17108776.11,3872180.0,7463.173,55772.53,942.988,137334.888,39657.734,3627.0,875.969,917.065,5585678.273,3761631.151,0.0,46025.491,63889.530999999995,1155.331,6573895.373,6922.601,366866.551,50092061.885
2021-05-01 00:00:00+00:00,16239.843,,1303554.494,80484.3,26249.706,-9705.452,41.376,1300365.598,12765343.186999999,348.0,0.0,168996.831,17097646.928,3911416.0,5651.198,56599.771,1416.224,137811.11000000002,43094.835,3717.0,2566.4089999999997,1155.812,6231001.852,3775998.387,0.0,65127.75,66019.572,4844.561,6503990.296,6258.87,354672.799,53920907.256999984
2021-06-01 00:00:00+00:00,17361.937,,1961831.368,77317.695,23190.256,-14412.391,158.53300000000002,1245341.441,13877275.061,351.0,0.0,169971.312,22711538.555,4791343.0,6739.897,60369.435,2584.463,129805.19499999999,39844.569,4196.0,656.274,896.419,6163212.009,5900563.919,0.0,58130.988,78387.50600000001,798.792,5647392.166,3758.539,399541.878,63358145.816
2021-07-01 00:00:00+00:00,15876.707,,2425543.328,80761.72200000001,22857.502,-20538.176,148.27100000000002,1317392.663,12165785.652999999,246.0,0.0,168604.097,29657914.009,5328508.0,7981.056,55447.017,1048.573,143600.614,38915.283,3937.0,1066.4170000000001,763.531,5802159.463,6929689.85,0.0,62052.130000000005,81119.113,601.314,5172503.723,5705.732,420699.44299999997,69890390.035
2021-08-01 00:00:00+00:00,17622.383,,2229314.09,88339.18,21226.601,-22743.885,132.625,1303728.58,11202975.179,362.0,0.0,168603.808,27697112.616,5463367.0,6244.976,54987.129,1763.387,144805.213,39940.157,4151.0,1680.0900000000001,1061.412,5841703.627,6767474.742000001,0.0,59496.146,81633.961,511.186,5669616.246,6856.401,397412.922,67249378.772
2021-09-01 00:00:00+00:00,16132.926,,2161730.197,85052.202,22467.584,-17772.504,117.306,1309630.762,8773266.553,0.0,0.0,168810.72,23638289.924,5260862.0,5760.08,58851.363,2207.813,157632.954,34028.811,3835.0,1384.169,1233.082,5180013.699,6307886.903,3.923,55083.247,67454.702,1073.068,4707087.564,7140.062,386504.39400000003,58395768.50400001
2021-10-01 00:00:00+00:00,14175.932,,1852018.1840000001,73053.693,20476.105,-17455.894,68.32900000000001,1284968.624,8431836.798,5856.0,0.0,166557.304,19627093.76,4232921.0,7938.968,59116.902,1069.883,173790.433,15462.407,4456.0,1234.223,549.644,4223123.479,6061203.777,0.0,59802.954,52790.524,533.29,5315339.301,6187.911,370529.21,52044698.741
2021-11-01 00:00:00+00:00,11859.813,,1557522.054,73771.074,21289.188,-21209.814,91.891,1330609.87,10069046.061,921.0,0.0,164508.897,18423951.86,4756345.0,7994.225,57865.31,1405.28,160459.434,40903.093,4091.0,1354.307,1162.96,3392308.765,5799784.826,0.0,62513.823000000004,71748.624,1250.6970000000001,5541687.712,5430.227,354909.175,51893576.35199999
2021-12-01 00:00:00+00:00,16405.043,,2033040.673,70431.52100000001,22376.176,-17695.631,40.005,1446204.39,13428847.51,0.0,0.0,167912.971,19755951.553,5138260.0,7812.636,55872.106,1807.418,151980.01499999998,39206.994,3436.0,1551.2459999999999,919.548,2475710.235,6950551.289,265.175,66295.0,75847.794,871.807,6695092.653,3950.202,378390.897,58971335.22599999
2022-01-01 00:00:00+00:00,18593.099,,2177533.98,62483.042,19146.753,-17367.642,124.169,1429498.442,14650217.723,924.0,0.0,176016.894,18017357.713,5262879.0,8068.68,58736.805,2094.607,157333.376,43371.454,3434.0,1039.3129999999999,481.229,3284736.644,8055717.027000001,0.0,66554.0,69902.83,1102.685,5600147.745,4250.24,376848.762,59531226.57
2022-02-01 00:00:00+00:00,16532.685,,1829399.4719999998,60170.041,17938.109,-24580.361,77.745,1208328.98,12532180.885,8358.0,0.0,158274.236,15867459.131,4696704.0,2798.469,49796.354,701.087,143821.098,39544.921,3560.0,1297.724,383.008,3969020.568,6713517.8040000005,0.0,54815.964,57469.169,1093.8110000000001,6153913.32,5545.555,366334.652,53934456.42699999
2022-03-01 00:00:00+00:00,14272.823,0.0,1578573.895,75956.587,18832.287,-23896.909,93.71600000000001,1251665.714,14061873.926,8559.0,0.0,172111.102,14786081.153,5292542.0,7659.463,54672.327,2789.792,154453.25699999998,43057.665,4113.0,1255.843,598.211,5127670.419,6794842.335,0.0,64586.761,70290.635,401.88800000000003,6811411.587,6530.575,373824.772,56754823.82399999
2022-04-01 00:00:00+00:00,14289.465,,2203827.936,68176.31,14090.991,-27314.097999999998,93.95,1247850.625,10817865.095,6841.0,0.0,136397.054,15624238.128,3837470.0,6415.067,46766.156,1666.014,154066.568,42448.399,3854.0,1500.747,687.62,5968030.238,5236021.619,0.0,44095.265,66587.719,1564.1650000000002,7946588.242,8165.778,350597.19,53822881.24299999
2022-05-01 00:00:00+00:00,314.996,,2143911.795,65760.836,14564.093,-34904.461,94.215,1291396.446,13987650.509,2643.0,0.0,152164.168,14020213.387,5013211.0,676.628,46485.973,275.809,160806.919,43937.698,3446.0,1224.139,975.279,6930648.422,6107802.993,0.0,63556.208,60565.599,318.772,7735099.401,6792.485,318528.106,58138160.41499999
2022-06-01 00:00:00+00:00,14324.561,,2447246.8279999997,55779.476,18031.33,-40409.702,153.582,1241870.737,16695816.199000001,4066.0,0.0,156260.595,16833505.715,5140382.0,8007.027,48523.829,340.765,169897.186,31903.576,4329.0,1088.155,824.972,7089935.723,7221771.759,0.0,53662.880000000005,64533.375,361.033,6207254.669,5818.868,362403.795,63837683.933000006
2022-07-01 00:00:00+00:00,16513.493000000002,,2953975.876,76412.954,24092.971999999998,-45017.264,161.24,1306409.936,16128223.45,347.0,0.0,166430.546,24141343.358,5458196.0,8019.315,48935.093,3485.422,155774.671,5453.484,3956.0,1250.417,560.878,6853852.463,9146431.004,0.0,63828.714,55783.385,980.5250000000001,5589781.612,5950.852,440822.846,72611956.242
2022-08-01 00:00:00+00:00,14617.767,,3104124.587,74745.96,14910.499,-45511.259,122.191,1318381.734,13160805.671,77.0,0.0,169709.978,27756013.75,5446879.0,2208.459,56129.416000000005,2226.574,162964.31100000002,42265.547,4413.0,978.409,641.701,6388566.241,10249032.221,0.0,63956.0,58732.862,175.89,5056297.603,6991.402,424243.239,73534699.75299999
2022-09-01 00:00:00+00:00,14506.797,,2893124.094,72125.159,17230.413,-48868.785,132.506,1294102.611,9784202.903,700.0,0.0,164374.429,26056156.326,5273096.0,8414.541,55376.924,1346.423,183665.494,41282.354,4198.0,897.116,699.042,5573188.224,9051479.138,0.0,43420.0,48291.308000000005,6501.614,4791423.289,4152.605,402409.536,65737628.061
2022-10-01 00:00:00+00:00,14669.777,,1965083.92,70368.861,13691.744,-56236.475,160.912,1264724.944,7873965.561,423.0,0.0,161989.793,23131195.562,4263311.0,7969.719,58474.551,1108.505,208574.011,38597.759,3560.0,1243.4060000000002,1015.986,5197191.7,8367740.121,0.0,49793.508,52303.316,560.198,4722095.299,6326.265,379111.684,57799014.627000004
2022-11-01 00:00:00+00:00,1408.183,,1800511.0729999999,55740.403,19190.825,-52317.221,150.169,1357908.817,10386858.534,0.0,0.0,145839.493,21297791.33,4185127.0,7510.042,53657.852,2428.027,165983.823,38959.559,4031.0,1384.355,505.892,3810838.788,7731278.205,0.0,64469.0,44340.759,214.562,6018474.423,6497.14,368131.009,57516913.042
2022-12-01 00:00:00+00:00,13468.032000000001,,2430904.386,72209.321,45223.602,-52926.823,155.632,1440855.014,10886435.829,25.0,0.0,159611.456,23927750.624,5517785.0,8146.121,53961.958,2410.843,187982.563,43023.086,3578.0,1157.288,755.214,2806148.33,8184837.197,0.0,62282.326,48128.463,76890.449,6368012.81,4227.494,386454.375,62679493.59000001
