period,stateid,stateDescription,sectorid,sectorName,sales,sales-units
2021,NV,Nevada,IND,industrial,12359.54301,million kilowatthours
2021,ID,Idaho,IND,industrial,9384.477,million kilowatthours
2021,HI,Hawaii,IND,industrial,3326.862,million kilowatthours
2021,MO,Missouri,IND,industrial,13086.58798,million kilowatthours
2021,GA,Georgia,IND,industrial,32758.98602,million kilowatthours
2021,IL,Illinois,IND,industrial,41498.024,million kilowatthours
2021,MN,Minnesota,IND,industrial,21227.19599,million kilowatthours
2021,MI,Michigan,IND,industrial,27081.08199,million kilowatthours
2021,MA,Massachusetts,IND,industrial,6345.83401,million kilowatthours
2021,MD,Maryland,IND,industrial,3480.39201,million kilowatthours
2021,ME,Maine,IND,industrial,2573.512,million kilowatthours
2021,KS,Kansas,IND,industrial,11365.92501,million kilowatthours
2021,IA,Iowa,IND,industrial,26106.41701,million kilowatthours
2021,IN,Indiana,IND,industrial,43329.49098,million kilowatthours
2021,LA,Louisiana,IND,industrial,37941.99,million kilowatthours
2020,WSC,West South Central,IND,industrial,198511.65197,million kilowatthours
2020,MTN,Mountain,IND,industrial,83043.508,million kilowatthours
2020,PACN,Pacific Noncontiguous,IND,industrial,4567.76099,million kilowatthours
2020,WNC,West North Central,IND,industrial,92537.40302,million kilowatthours
2020,ENC,East North Central,IND,industrial,177266.94902,million kilowatthours
2020,MAT,Middle Atlantic,IND,industrial,71953.13698,million kilowatthours
2020,NEW,New England,IND,industrial,15583.34802,million kilowatthours
2020,WY,Wyoming,IND,industrial,9131.466,million kilowatthours
2020,WI,Wisconsin,IND,industrial,22164.38901,million kilowatthours
2020,WV,West Virginia,IND,industrial,14243.24,million kilowatthours
2020,OH,Ohio,IND,industrial,46823.365,million kilowatthours
2020,ND,North Dakota,IND,industrial,10131.201,million kilowatthours
2020,NC,North Carolina,IND,industrial,25828.23299,million kilowatthours
2020,NY,New York,IND,industrial,16610.45699,million kilowatthours
2020,NM,New Mexico,IND,industrial,9088.192,million kilowatthours
2020,NJ,New Jersey,IND,industrial,6735.377,million kilowatthours
2020,IA,Iowa,IND,industrial,24466.64101,million kilowatthours
2020,IN,Indiana,IND,industrial,42262.90999,million kilowatthours
2020,ESC,East South Central,IND,industrial,94301.58699,million kilowatthours
2020,SAT,South Atlantic,IND,industrial,135626.83297,million kilowatthours
2020,IL,Illinois,IND,industrial,40362.20399,million kilowatthours
2020,PA,Pennsylvania,IND,industrial,48607.303,million kilowatthours
2020,OR,Oregon,IND,industrial,15616.78201,million kilowatthours
2020,OK,Oklahoma,IND,industrial,20367.84399,million kilowatthours
2020,ID,Idaho,IND,industrial,9180.674,million kilowatthours
2020,MD,Maryland,IND,industrial,3381.895,million kilowatthours
2020,ME,Maine,IND,industrial,2625.824,million kilowatthours
2020,LA,Louisiana,IND,industrial,36276.417,million kilowatthours
2020,KY,Kentucky,IND,industrial,27803.946,million kilowatthours
2020,KS,Kansas,IND,industrial,11048.183,million kilowatthours
2020,RI,Rhode Island,IND,industrial,634.692,million kilowatthours
2020,WA,Washington,IND,industrial,22442.18601,million kilowatthours
2020,VA,Virginia,IND,industrial,17474.236,million kilowatthours
2020,VT,Vermont,IND,industrial,1368.719,million kilowatthours
2020,UT,Utah,IND,industrial,9672.119,million kilowatthours
2020,TX,Texas,IND,industrial,125107.20898,million kilowatthours
2020,TN,Tennessee,IND,industrial,20438.788,million kilowatthours
2020,SD,South Dakota,IND,industrial,2929.34599,million kilowatthours
2020,SC,South Carolina,IND,industrial,25076.787,million kilowatthours
2020,AR,Arkansas,IND,industrial,16760.18201,million kilowatthours
2020,AZ,Arizona,IND,industrial,14113.139,million kilowatthours
2020,AK,Alaska,IND,industrial,1304.41499,million kilowatthours
2020,AL,Alabama,IND,industrial,30756.789,million kilowatthours
2020,NH,New Hampshire,IND,industrial,1873.446,million kilowatthours
2020,NV,Nevada,IND,industrial,11924.592,million kilowatthours
2020,NE,Nebraska,IND,industrial,11566.35302,million kilowatthours
2020,MT,Montana,IND,industrial,4501.861,million kilowatthours
2020,MO,Missouri,IND,industrial,12823.832,million kilowatthours
2020,MS,Mississippi,IND,industrial,15302.064,million kilowatthours
2020,DE,Delaware,IND,industrial,2055.42,million kilowatthours
2020,CT,Connecticut,IND,industrial,2860.291,million kilowatthours
2020,MN,Minnesota,IND,industrial,19571.84701,million kilowatthours
2020,CO,Colorado,IND,industrial,15431.465,million kilowatthours
2020,MI,Michigan,IND,industrial,25654.08102,million kilowatthours
2020,MA,Massachusetts,IND,industrial,6220.37602,million kilowatthours
2020,HI,Hawaii,IND,industrial,3263.346,million kilowatthours
2020,GA,Georgia,IND,industrial,30807.72398,million kilowatthours
2020,FL,Florida,IND,industrial,16572.954,million kilowatthours
2020,DC,District of Columbia,IND,industrial,186.344,million kilowatthours
2020,CA,California,IND,industrial,47630.88201,million kilowatthours
2020,PACC,Pacific Contiguous,IND,industrial,85689.85003,million kilowatthours
2020,US,U.S. Total,IND,industrial,959082.028,million kilowatthours
2019,AK,Alaska,IND,industrial,1251.751,million kilowatthours
2019,OR,Oregon,IND,industrial,14668.288,million kilowatthours
2019,AZ,Arizona,IND,industrial,13782.70401,million kilowatthours
2019,AR,Arkansas,IND,industrial,17411.611,million kilowatthours
2019,CA,California,IND,industrial,47807.72901,million kilowatthours
2019,WV,West Virginia,IND,industrial,14526.664,million kilowatthours
2019,WI,Wisconsin,IND,industrial,23614.83201,million kilowatthours
2019,WY,Wyoming,IND,industrial,10338.641,million kilowatthours
2019,NEW,New England,IND,industrial,16234.46099,million kilowatthours
2019,MAT,Middle Atlantic,IND,industrial,74961.24399,million kilowatthours
2019,ENC,East North Central,IND,industrial,192317.56904,million kilowatthours
2019,WNC,West North Central,IND,industrial,93550.329,million kilowatthours
2019,SAT,South Atlantic,IND,industrial,141242.99101,million kilowatthours
2019,ESC,East South Central,IND,industrial,98862.50097,million kilowatthours
2019,WSC,West South Central,IND,industrial,207835.83299,million kilowatthours
2019,MTN,Mountain,IND,industrial,84813.03302,million kilowatthours
2019,PACC,Pacific Contiguous,IND,industrial,87647.89,million kilowatthours
2019,PACN,Pacific Noncontiguous,IND,industrial,4886.998,million kilowatthours
2019,US,U.S. Total,IND,industrial,1002352.84901,million kilowatthours
2019,CO,Colorado,IND,industrial,15891.01999,million kilowatthours
2019,CT,Connecticut,IND,industrial,3071.792,million kilowatthours
2019,DE,Delaware,IND,industrial,2043.826,million kilowatthours
2019,DC,District of Columbia,IND,industrial,179.632,million kilowatthours
2019,FL,Florida,IND,industrial,16514.48201,million kilowatthours
2019,GA,Georgia,IND,industrial,32393.384,million kilowatthours
2019,HI,Hawaii,IND,industrial,3635.247,million kilowatthours
2019,ID,Idaho,IND,industrial,8847.48901,million kilowatthours
2019,IL,Illinois,IND,industrial,43250.44499,million kilowatthours
2019,PA,Pennsylvania,IND,industrial,50422.72399,million kilowatthours
2019,RI,Rhode Island,IND,industrial,695.416,million kilowatthours
2019,SC,South Carolina,IND,industrial,26877.33501,million kilowatthours
2019,SD,South Dakota,IND,industrial,2923.86498,million kilowatthours
2019,TN,Tennessee,IND,industrial,21104.52299,million kilowatthours
2019,TX,Texas,IND,industrial,131673.922,million kilowatthours
2019,UT,Utah,IND,industrial,9490.84301,million kilowatthours
2019,VT,Vermont,IND,industrial,1411.655,million kilowatthours
2019,VA,Virginia,IND,industrial,17598.24699,million kilowatthours
2019,WA,Washington,IND,industrial,25171.87299,million kilowatthours
2019,IN,Indiana,IND,industrial,45316.68202,million kilowatthours
2019,IA,Iowa,IND,industrial,24238.717,million kilowatthours
2019,KS,Kansas,IND,industrial,11612.64199,million kilowatthours
2019,KY,Kentucky,IND,industrial,29160.79599,million kilowatthours
2019,LA,Louisiana,IND,industrial,37846.317,million kilowatthours
2019,ME,Maine,IND,industrial,2789.92599,million kilowatthours
2019,MD,Maryland,IND,industrial,3718.412,million kilowatthours
2019,MA,Massachusetts,IND,industrial,6341.699,million kilowatthours
2019,MI,Michigan,IND,industrial,29886.43199,million kilowatthours
2019,MN,Minnesota,IND,industrial,21748.034,million kilowatthours
2019,MS,Mississippi,IND,industrial,15994.18599,million kilowatthours
2019,MO,Missouri,IND,industrial,13009.718,million kilowatthours
2019,MT,Montana,IND,industrial,5057.08799,million kilowatthours
2019,NE,Nebraska,IND,industrial,10618.56002,million kilowatthours
2019,NV,Nevada,IND,industrial,12425.53601,million kilowatthours
2019,NH,New Hampshire,IND,industrial,1923.973,million kilowatthours
2019,NJ,New Jersey,IND,industrial,6990.06299,million kilowatthours
2019,NM,New Mexico,IND,industrial,8979.712,million kilowatthours
2019,NY,New York,IND,industrial,17548.457,million kilowatthours
2019,NC,North Carolina,IND,industrial,27391.009,million kilowatthours
2019,ND,North Dakota,IND,industrial,9398.79301,million kilowatthours
2019,OH,Ohio,IND,industrial,50249.17802,million kilowatthours
2019,OK,Oklahoma,IND,industrial,20903.983,million kilowatthours
2019,AL,Alabama,IND,industrial,32602.996,million kilowatthours
