year,state,sector,energy
2018,PACC,OTH,0.0
2018,PACC,RES,143369.54597
2018,PACC,TRA,783.015
2018,PACN,COM,5679.06699
2018,PACN,IND,4944.957
2018,PACN,OTH,0.0
2018,PACN,RES,4685.60399
2018,PACN,TRA,0
2018,RI,COM,3697.587
2018,RI,IND,734.618
2018,RI,OTH,0.0
2018,RI,RES,3124.168
2018,RI,TRA,26.966
2018,SAT,COM,317276.90899
2018,SAT,IND,142647.66599
2018,SAT,OTH,0.0
2018,SAT,RES,374134.978
2018,SAT,TRA,1331.08
2018,SC,COM,22232.833
2018,SC,IND,27555.88599
2018,SC,OTH,0.0
2018,SC,RES,31852.419
2018,SC,TRA,0
2018,SD,COM,4903.24299
2018,SD,IND,2935.335
2018,SD,OTH,0.0
2018,SD,RES,5018.36
2018,SD,TRA,0
2018,TN,COM,36930.45099
2018,TN,IND,21598.77499
2018,TN,OTH,0.0
2018,TN,RES,44381.95701
2018,TN,TRA,0
2018,TX,COM,143524.63099
2018,TX,IND,123438.82901
2018,TX,OTH,0.0
2018,TX,RES,157267.91301
2018,TX,TRA,187.255
2018,US,COM,1381754.84497
2018,US,IND,1000672.55293
2018,US,OTH,0.0
2018,US,RES,1469093.05894
2018,US,TRA,7664.804
2018,UT,COM,12083.83298
2018,UT,IND,9392.70901
2018,UT,OTH,0.0
2018,UT,RES,9714.50701
2018,UT,TRA,51.359
2018,VA,COM,52268.21101
2018,VA,IND,17736.93599
2018,VA,OTH,0.0
2018,VA,RES,47962.60602
2018,VA,TRA,198.595
2018,VT,COM,2003.515
2018,VT,IND,1411.38799
2018,VT,OTH,0.0
2018,VT,RES,2116.045
2018,VT,TRA,0
2018,WA,COM,29396.404
2018,WA,IND,25263.27199
2018,WA,OTH,0.0
2018,WA,RES,35338.97799
2018,WA,TRA,7.137
2018,WI,COM,24093.42101
2018,WI,IND,24424.58499
2018,WI,OTH,0.0
2018,WI,RES,22441.335
2018,WI,TRA,.208
2018,WNC,COM,104456.813
2018,WNC,IND,94079.95697
2018,WNC,OTH,0.0
2018,WNC,RES,109891.61005
2018,WNC,TRA,49.407
2018,WSC,COM,201722.957
2018,WSC,IND,198149.69599
2018,WSC,OTH,0.0
2018,WSC,RES,232709.46299
2018,WSC,TRA,200.608
2018,WV,COM,7774.429
2018,WV,IND,14192.929
2018,WV,OTH,0.0
2018,WV,RES,11679.455
2018,WV,TRA,0
2018,WY,COM,3757.21099
2018,WY,IND,10359.111
2018,WY,OTH,0.0
2018,WY,RES,2748.356
2018,WY,TRA,0
2019,AK,COM,2638.84601
2019,AK,IND,1251.751
2019,AK,OTH,0.0
2019,AK,RES,1928.20802
2019,AK,TRA,0
2019,AL,COM,23076.47
2019,AL,IND,32602.996
2019,AL,OTH,0.0
2019,AL,RES,32415.646
2019,AL,TRA,0
2019,AR,COM,11948.689
2019,AR,IND,17411.611
2019,AR,OTH,0.0
2019,AR,RES,18732.31599
2019,AR,TRA,.416
2019,AZ,COM,29415.272
2019,AZ,IND,13782.70401
2019,AZ,OTH,0.0
2019,AZ,RES,34720.05001
2019,AZ,TRA,11.144
2019,CA,COM,114279.37299
2019,CA,IND,47807.72901
2019,CA,OTH,0.0
2019,CA,RES,87523.98701
2019,CA,TRA,767.621
2019,CO,COM,21111.259
2019,CO,IND,15891.01999
2019,CO,OTH,0.0
2019,CO,RES,19404.743
2019,CO,TRA,113.801
2019,CT,COM,12157.78799
2019,CT,IND,3071.792
2019,CT,OTH,0.0
2019,CT,RES,12493.55
2019,CT,TRA,176.866
2019,DC,COM,7952.305
2019,DC,IND,179.632
2019,DC,OTH,0.0
2019,DC,RES,2546.92
2019,DC,TRA,349.546
2019,DE,COM,4421.465
2019,DE,IND,2043.826
2019,DE,OTH,0.0
2019,DE,RES,5004.131
2019,DE,TRA,0
2019,ENC,COM,180212.261
2019,ENC,IND,192317.56904
2019,ENC,OTH,0.0
2019,ENC,RES,186186.67401
2019,ENC,TRA,635.933
2019,ESC,COM,93078.356
2019,ESC,IND,98862.50097
2019,ESC,OTH,0.0
2019,ESC,RES,120279.76303
2019,ESC,TRA,0
2019,FL,COM,96566.53203
2019,FL,IND,16514.48201
2019,FL,OTH,0.0
2019,FL,RES,127181.55101
2019,FL,TRA,85.39
2019,GA,COM,47411.823
2019,GA,IND,32393.384
2019,GA,OTH,0.0
2019,GA,RES,59331.49099
2019,GA,TRA,164.292
2019,HI,COM,3057.86601
2019,HI,IND,3635.247
2019,HI,OTH,0.0
2019,HI,RES,2759.77401
2019,HI,TRA,0
2019,IA,COM,12309.61002
2019,IA,IND,24238.717
2019,IA,OTH,0.0
2019,IA,RES,14494.82101
2019,IA,TRA,0
2019,ID,COM,6440.943
2019,ID,IND,8847.48901
2019,ID,OTH,0.0
2019,ID,RES,8696.843
2019,ID,TRA,0
2019,IL,COM,49278.746
2019,IL,IND,43250.44499
2019,IL,OTH,0.0
2019,IL,RES,45220.25799
2019,IL,TRA,570.032
2019,IN,COM,23517.681
2019,IN,IND,45316.68202
2019,IN,OTH,0.0
2019,IN,RES,33249.23401
2019,IN,TRA,20.606
2019,KS,COM,15916.325
2019,KS,IND,11612.64199
2019,KS,OTH,0.0
2019,KS,RES,13630.66099
2019,KS,TRA,0
2019,KY,COM,19611.51
2019,KY,IND,29160.79599
2019,KY,OTH,0.0
2019,KY,RES,26573.076
2019,KY,TRA,0
2019,LA,COM,24284.298
2019,LA,IND,37846.317
2019,LA,OTH,0.0
2019,LA,RES,30986.02401
2019,LA,TRA,11.886
2019,MA,COM,25336.834
2019,MA,IND,6341.699
2019,MA,OTH,0.0
2019,MA,RES,19314.571
2019,MA,TRA,343.494
2019,MAT,COM,153246.21397
2019,MAT,IND,74961.24399
2019,MAT,OTH,0.0
2019,MAT,RES,133149.74
2019,MAT,TRA,3740.234
2019,MD,COM,28893.33501
2019,MD,IND,3718.412
2019,MD,OTH,0.0
2019,MD,RES,27533.69299
2019,MD,TRA,575.218
2019,ME,COM,4148.305
2019,ME,IND,2789.92599
2019,ME,OTH,0.0
2019,ME,RES,4793.80901
2019,ME,TRA,0
2019,MI,COM,37860.78299
2019,MI,IND,29886.43199
2019,MI,OTH,0.0
2019,MI,RES,33495.725
2019,MI,TRA,6.353
2019,MN,COM,22904.299
2019,MN,IND,21748.034
2019,MN,OTH,0.0
2019,MN,RES,22288.152
2019,MN,TRA,25.109
2019,MO,COM,30133.114
2019,MO,IND,13009.718
2019,MO,OTH,0.0
2019,MO,RES,35691.42598
2019,MO,TRA,23.517
2019,MS,COM,14238.982
2019,MS,IND,15994.18599
2019,MS,OTH,0.0
2019,MS,RES,18717.85801
2019,MS,TRA,0
2019,MT,COM,4956.07999
2019,MT,IND,5057.08799
2019,MT,OTH,0.0
2019,MT,RES,5308.103
2019,MT,TRA,0
2019,MTN,COM,98069.52701
2019,MTN,IND,84813.03302
2019,MTN,OTH,0.0
2019,MTN,RES,100457.84
2019,MTN,TRA,184.72
2019,NC,COM,49173.03801
2019,NC,IND,27391.009
2019,NC,OTH,0.0
2019,NC,RES,59852.793
2019,NC,TRA,18.691
2019,ND,COM,7035.031
2019,ND,IND,9398.79301
2019,ND,OTH,0.0
2019,ND,RES,5125.431
2019,ND,TRA,0
2019,NE,COM,9456.72501
2019,NE,IND,10618.56002
2019,NE,OTH,0.0
2019,NE,RES,10307.90498
2019,NE,TRA,0
2019,NEW,COM,51502.727
2019,NEW,IND,16234.46099
2019,NEW,OTH,0.0
2019,NEW,RES,46173.317
2019,NEW,TRA,547.365
2019,NH,COM,4280.85401
2019,NH,IND,1923.973
2019,NH,OTH,0.0
2019,NH,RES,4506.83
2019,NH,TRA,0
2019,NJ,COM,38012.68398
2019,NJ,IND,6990.06299
2019,NJ,OTH,0.0
2019,NJ,RES,28612.555
2019,NJ,TRA,301.402
2019,NM,COM,9028.861
2019,NM,IND,8979.712
2019,NM,OTH,0.0
2019,NM,RES,6871.561
2019,NM,TRA,0
2019,NV,COM,11681.186
2019,NV,IND,12425.53601
2019,NV,OTH,0.0
2019,NV,RES,12867.637
2019,NV,TRA,8.027
2019,NY,COM,75090.82
2019,NY,IND,17548.457
2019,NY,OTH,0.0
2019,NY,RES,50141.00301
2019,NY,TRA,2820.065
2019,OH,COM,46008.93701
2019,OH,IND,50249.17802
2019,OH,OTH,0.0
2019,OH,RES,52226.09701
2019,OH,TRA,37.708
2019,OK,COM,20085.99101
2019,OK,IND,20903.983
2019,OK,OTH,0.0
2019,OK,RES,23805.972
2019,OK,TRA,0
2019,OR,COM,16422.975
2019,OR,IND,14668.288
2019,OR,OTH,0.0
2019,OR,RES,19286.182
2019,OR,TRA,26.941
2019,PA,COM,40142.70999
2019,PA,IND,50422.72399
2019,PA,OTH,0.0
2019,PA,RES,54396.18199
2019,PA,TRA,618.767
2019,PACC,COM,159971.98597
2019,PACC,IND,87647.89
2019,PACC,OTH,0.0
2019,PACC,RES,143322.593
2019,PACC,TRA,893.423
2019,PACN,COM,5696.71202
2019,PACN,IND,4886.998
2019,PACN,OTH,0.0
2019,PACN,RES,4687.98202
2019,PACN,TRA,0
2019,RI,COM,3644.482
2019,RI,IND,695.416
2019,RI,OTH,0.0
2019,RI,RES,2983.012
2019,RI,TRA,27.005
2019,SAT,COM,318135.13202
2019,SAT,IND,141242.99101
2019,SAT,OTH,0.0
2019,SAT,RES,370429.91799
2019,SAT,TRA,1382.931
2019,SC,COM,22168.32799
2019,SC,IND,26877.33501
2019,SC,OTH,0.0
2019,SC,RES,31159.957
2019,SC,TRA,0
2019,SD,COM,4888.034
2019,SD,IND,2923.86498
2019,SD,OTH,0.0
2019,SD,RES,5057.032
2019,SD,TRA,0
2019,TN,COM,36151.394
2019,TN,IND,21104.52299
2019,TN,OTH,0.0
2019,TN,RES,42573.18301
2019,TN,TRA,0
2019,TX,COM,142001.52401
2019,TX,IND,131673.922
2019,TX,OTH,0.0
2019,TX,RES,155481.34201
2019,TX,TRA,186.616
2019,US,COM,1360876.55503
2019,US,IND,1002352.84901
2019,US,OTH,0.0
2019,US,RES,1440288.909
2019,US,TRA,7632.15001
2019,UT,COM,11860.44901
2019,UT,IND,9490.84301
2019,UT,OTH,0.0
2019,UT,RES,9739.52499
2019,UT,TRA,51.748
2019,VA,COM,53981.176
2019,VA,IND,17598.24699
2019,VA,OTH,0.0
2019,VA,RES,46666.163
2019,VA,TRA,189.794
2019,VT,COM,1934.464
2019,VT,IND,1411.655
2019,VT,OTH,0.0
2019,VT,RES,2081.545
2019,VT,TRA,0
2019,WA,COM,29269.63799
2019,WA,IND,25171.87299
2019,WA,OTH,0.0
2019,WA,RES,36512.424
2019,WA,TRA,98.861
2019,WI,COM,23546.11399
2019,WI,IND,23614.83201
2019,WI,OTH,0.0
2019,WI,RES,21995.36
2019,WI,TRA,1.234
2019,WNC,COM,102643.13802
2019,WNC,IND,93550.329
2019,WNC,OTH,0.0
2019,WNC,RES,106595.42796
2019,WNC,TRA,48.626
2019,WSC,COM,198320.50202
2019,WSC,IND,207835.83299
2019,WSC,OTH,0.0
2019,WSC,RES,229005.654
2019,WSC,TRA,198.918
2019,WV,COM,7567.13
2019,WV,IND,14526.664
2019,WV,OTH,0.0
2019,WV,RES,11153.219
2019,WV,TRA,0
2019,WY,COM,3575.477
2019,WY,IND,10338.641
2019,WY,OTH,0.0
2019,WY,RES,2849.37801
2019,WY,TRA,0
2020,AK,COM,2524.11599
2020,AK,IND,1304.41499
2020,AK,OTH,0.0
2020,AK,RES,2089.04601
2020,AK,TRA,0
2020,AL,COM,21307.77501
2020,AL,IND,30756.789
2020,AL,OTH,0.0
2020,AL,RES,31331.04101
2020,AL,TRA,0
2020,AR,COM,11110.41599
2020,AR,IND,16760.18201
2020,AR,OTH,0.0
2020,AR,RES,17980.20601
2020,AR,TRA,.199
2020,AZ,COM,29128.178
2020,AZ,IND,14113.139
2020,AZ,OTH,0.0
2020,AZ,RES,38707.41601
2020,AZ,TRA,11.341
2020,CA,COM,107006.347
2020,CA,IND,47630.88201
2020,CA,OTH,0.0
2020,CA,RES,94934.56301
2020,CA,TRA,602.88
2020,CO,COM,20042.21799
2020,CO,IND,15431.465
2020,CO,OTH,0.0
2020,CO,RES,20482.50199
2020,CO,TRA,94.079
2020,CT,COM,11145.89599
2020,CT,IND,2860.291
2020,CT,OTH,0.0
2020,CT,RES,12981.839
2020,CT,TRA,125.647
2020,DC,COM,6814.56
2020,DC,IND,186.344
2020,DC,OTH,0.0
2020,DC,RES,2452.589
2020,DC,TRA,332.282
2020,DE,COM,4082.497
2020,DE,IND,2055.42
2020,DE,OTH,0.0
2020,DE,RES,4991.134
2020,DE,TRA,0
2020,ENC,COM,168614.29208
2020,ENC,IND,177266.94902
2020,ENC,OTH,0.0
2020,ENC,RES,190311.30879
2020,ENC,TRA,507.937
2020,ESC,COM,86034.46401
2020,ESC,IND,94301.58699
2020,ESC,OTH,0.0
2020,ESC,RES,116345.88099
2020,ESC,TRA,0
2020,FL,COM,92493.736
2020,FL,IND,16572.954
2020,FL,OTH,0.0
2020,FL,RES,133298.86899
2020,FL,TRA,74.612
2020,GA,COM,44301.529
2020,GA,IND,30807.72398
2020,GA,OTH,0.0
2020,GA,RES,58220.28
2020,GA,TRA,140.609
2020,HI,COM,2684.301
2020,HI,IND,3263.346
2020,HI,OTH,0.0
2020,HI,RES,2849.114
2020,HI,TRA,0
2020,IA,COM,11605.73805
2020,IA,IND,24466.64101
2020,IA,OTH,0.0
2020,IA,RES,14567.48298
2020,IA,TRA,0
2020,ID,COM,6309.927
2020,ID,IND,9180.674
2020,ID,OTH,0.0
2020,ID,RES,8970.75099
2020,ID,TRA,0
2020,IL,COM,45486.57701
2020,IL,IND,40362.20399
2020,IL,OTH,0.0
2020,IL,RES,46170.538
2020,IL,TRA,449.958
2020,IN,COM,21996.47801
2020,IN,IND,42262.90999
2020,IN,OTH,0.0
2020,IN,RES,32878.35501
2020,IN,TRA,18.001
2020,KS,COM,14843.31899
2020,KS,IND,11048.183
2020,KS,OTH,0.0
2020,KS,RES,13592.444
2020,KS,TRA,0
2020,KY,COM,18061.357
2020,KY,IND,27803.946
2020,KY,OTH,0.0
2020,KY,RES,25935.09601
2020,KY,TRA,0
2020,LA,COM,22398.708
2020,LA,IND,36276.417
2020,LA,OTH,0.0
2020,LA,RES,30440.74601
2020,LA,TRA,10.814
2020,MA,COM,23120.50002
2020,MA,IND,6220.37602
2020,MA,OTH,0.0
2020,MA,RES,20345.178
2020,MA,TRA,323.287
2020,MAT,COM,139685.44001
2020,MAT,IND,71953.13698
2020,MAT,OTH,0.0
2020,MAT,RES,137241.09398
2020,MAT,TRA,3246.019
2020,MD,COM,26451.86401
2020,MD,IND,3381.895
2020,MD,OTH,0.0
2020,MD,RES,27306.375
2020,MD,TRA,488.906
2020,ME,COM,3815.653
2020,ME,IND,2625.824
2020,ME,OTH,0.0
2020,ME,RES,4905.263
2020,ME,TRA,0
2020,MI,COM,35490.797
2020,MI,IND,25654.08102
2020,MI,OTH,0.0
2020,MI,RES,35862.91179
2020,MI,TRA,4.116
2020,MN,COM,21526.67699
2020,MN,IND,19571.84701
2020,MN,OTH,0.0
2020,MN,RES,22935.67203
2020,MN,TRA,20.41
2020,MO,COM,27931.04698
2020,MO,IND,12823.832
2020,MO,OTH,0.0
2020,MO,RES,34950.36999
2020,MO,TRA,20.463
2020,MS,COM,13185.14299
2020,MS,IND,15302.064
2020,MS,OTH,0.0
2020,MS,RES,17994.83299
2020,MS,TRA,0
2020,MT,COM,4702.35299
2020,MT,IND,4501.861
2020,MT,OTH,0.0
2020,MT,RES,5379.96501
2020,MT,TRA,0
2020,MTN,COM,95288.35599
2020,MTN,IND,83043.508
2020,MTN,OTH,0.0
2020,MTN,RES,108570.641
2020,MTN,TRA,158.59301
2020,NC,COM,45905.051
2020,NC,IND,25828.23299
2020,NC,OTH,0.0
2020,NC,RES,58641.572
2020,NC,TRA,16.124
2020,ND,COM,6641.70001
2020,ND,IND,10131.201
2020,ND,OTH,0.0
2020,ND,RES,5046.55099
2020,ND,TRA,0
2020,NE,COM,9090.23901
2020,NE,IND,11566.35302
2020,NE,OTH,0.0
2020,NE,RES,10514.944
2020,NE,TRA,0
2020,NEW,COM,47468.75803
2020,NEW,IND,15583.34802
2020,NEW,OTH,0.0
2020,NEW,RES,48327.676
2020,NEW,TRA,466.5
2020,NH,COM,4029.709
2020,NH,IND,1873.446
2020,NH,OTH,0.0
2020,NH,RES,4790.374
2020,NH,TRA,0
2020,NJ,COM,35315.617
2020,NJ,IND,6735.377
2020,NJ,OTH,0.0
2020,NJ,RES,29676.857
2020,NJ,TRA,270.37
2020,NM,COM,8406.88401
2020,NM,IND,9088.192
2020,NM,OTH,0.0
2020,NM,RES,7282.07899
2020,NM,TRA,0
2020,NV,COM,11983.74
2020,NV,IND,11924.592
2020,NV,OTH,0.0
2020,NV,RES,14321.60701
2020,NV,TRA,3.96
2020,NY,COM,68988.81701
2020,NY,IND,16610.45699
2020,NY,OTH,0.0
2020,NY,RES,52257.14399
2020,NY,TRA,2550.214
2020,OH,COM,43204.16504
2020,OH,IND,46823.365
2020,OH,OTH,0.0
2020,OH,RES,52552.76998
2020,OH,TRA,34.899
2020,OK,COM,18698.988
2020,OK,IND,20367.84399
2020,OK,OTH,0.0
2020,OK,RES,23232.47299
2020,OK,TRA,0
2020,OR,COM,15748.914
2020,OR,IND,15616.78201
2020,OR,OTH,0.0
2020,OR,RES,19628.011
2020,OR,TRA,25.606
2020,PA,COM,35381.00599
2020,PA,IND,48607.303
2020,PA,OTH,0.0
2020,PA,RES,55307.093
2020,PA,TRA,425.435
2020,PACC,COM,150062.673
2020,PACC,IND,85689.85003
2020,PACC,OTH,0.0
2020,PACC,RES,151421.37201
2020,PACC,TRA,726.234
2020,PACN,COM,5208.41699
2020,PACN,IND,4567.76099
2020,PACN,OTH,0.0
2020,PACN,RES,4938.16001
2020,PACN,TRA,0
2020,RI,COM,3551.262
2020,RI,IND,634.692
2020,RI,OTH,0.0
2020,RI,RES,3148.021
2020,RI,TRA,17.566
2020,SAT,COM,301366.299
2020,SAT,IND,135626.83297
2020,SAT,OTH,0.0
2020,SAT,RES,372703.18099
2020,SAT,TRA,1216.993
2020,SC,COM,20834.372
2020,SC,IND,25076.787
2020,SC,OTH,0.0
2020,SC,RES,30826.01699
2020,SC,TRA,0
2020,SD,COM,4696.47501
2020,SD,IND,2929.34599
2020,SD,OTH,0.0
2020,SD,RES,5070.024
2020,SD,TRA,0
2020,TN,COM,33480.189
2020,TN,IND,20438.788
2020,TN,OTH,0.0
2020,TN,RES,41084.91099
2020,TN,TRA,0
2020,TX,COM,145167.57699
2020,TX,IND,125107.20898
2020,TX,OTH,0.0
2020,TX,RES,156414.81901
2020,TX,TRA,173.662
2020,US,COM,1287439.5831
2020,US,IND,959082.028
2020,US,OTH,0.0
2020,US,RES,1464605.04578
2020,US,TRA,6547.824
2020,UT,COM,11395.032
2020,UT,IND,9672.119
2020,UT,OTH,0.0
2020,UT,RES,10546.793
2020,UT,TRA,49.213
2020,VA,COM,53526.846
2020,VA,IND,17474.236
2020,VA,OTH,0.0
2020,VA,RES,46088.846
2020,VA,TRA,164.46
2020,VT,COM,1805.738
2020,VT,IND,1368.719
2020,VT,OTH,0.0
2020,VT,RES,2157.001
2020,VT,TRA,0
2020,WA,COM,27307.412
2020,WA,IND,22442.18601
2020,WA,OTH,0.0
2020,WA,RES,36858.798
2020,WA,TRA,97.748
2020,WI,COM,22436.27501
2020,WI,IND,22164.38901
2020,WI,OTH,0.0
2020,WI,RES,22846.73402
2020,WI,TRA,.963
2020,WNC,COM,96335.19504
2020,WNC,IND,92537.40302
2020,WNC,OTH,0.0
2020,WNC,RES,106677.48798
2020,WNC,TRA,40.873
2020,WSC,COM,197375.68898
2020,WSC,IND,198511.65197
2020,WSC,OTH,0.0
2020,WSC,RES,228068.24402
2020,WSC,TRA,184.675
2020,WV,COM,6955.844
2020,WV,IND,14243.24
2020,WV,OTH,0.0
2020,WV,RES,10877.499
2020,WV,TRA,0
2020,WY,COM,3320.02399
2020,WY,IND,9131.466
2020,WY,OTH,0.0
2020,WY,RES,2879.528
2020,WY,TRA,0
2021,AK,COM,2558.649
2021,AK,IND,1326.779
2021,AK,OTH,0.0
2021,AK,RES,2083.91101
2021,AK,TRA,0
2021,AL,COM,21844.283
2021,AL,IND,32155.73
2021,AL,OTH,0.0
2021,AL,RES,31585.153
2021,AL,TRA,0
2021,AR,COM,11516.908
2021,AR,IND,18228.01401
2021,AR,OTH,0.0
2021,AR,RES,18918.015
2021,AR,TRA,.205
2021,AZ,COM,29990.064
2021,AZ,IND,14089.07201
2021,AZ,OTH,0.0
2021,AZ,RES,37130.339
2021,AZ,TRA,10.515
2021,CA,COM,108761.59401
2021,CA,IND,47583.32899
2021,CA,OTH,0.0
2021,CA,RES,90284.143
2021,CA,TRA,620.799
2021,CO,COM,20584.46999
2021,CO,IND,15053.158
2021,CO,OTH,0.0
2021,CO,RES,20625.00501
2021,CO,TRA,88.576
2021,CT,COM,11701.168
2021,CT,IND,2799.194
2021,CT,OTH,0.0
2021,CT,RES,13092.128
2021,CT,TRA,145.116
2021,DC,COM,7043.709
2021,DC,IND,239.501
2021,DC,OTH,0.0
2021,DC,RES,2528.049
2021,DC,TRA,272.113
2021,DE,COM,4196.263
2021,DE,IND,2113.012
2021,DE,OTH,0.0
2021,DE,RES,5170.38
2021,DE,TRA,0
