id,name,baseKV,type,area,zone,status,Gs,Bs,Vmin,Vmax,V0,V1
2606,B_2606_STA_B2,287.0000,1,2,2,1,1.02096,-7.2426,1.10000,0.90000,1.10000,0.90000
2607,B_2607_VICTORVL,287.0000,1,2,2,1,1.04732,-9.0980,1.10000,0.90000,1.10000,0.90000
2608,B_2608_CASTAIC,230.0000,1,2,2,1,1.01500,-9.4369,1.10000,0.90000,1.10000,0.90000
2609,B_2609_GLENDAL,230.0000,1,2,2,1,0.99971,-7.7201,1.10000,0.90000,1.10000,0.90000
2610,B_2610_HAYNES,230.0000,1,2,2,1,1.00400,6.4589,1.10000,0.90000,1.10000,0.90000
2611,B_2611_OLIVE,230.0000,1,2,2,1,1.01500,-9.6301,1.10000,0.90000,1.10000,0.90000
2612,B_2612_RINALDI,230.0000,1,2,2,1,1.01357,-9.9960,1.10000,0.90000,1.10000,0.90000
2613,B_2613_RIVER,230.0000,1,2,2,1,0.99477,-4.2231,1.10000,0.90000,1.10000,0.90000
2614,B_2614_STA_BLD,230.0000,1,2,2,1,1.00215,-5.8005,1.10000,0.90000,1.10000,0.90000
2615,B_2615_STA_E,230.0000,1,2,2,1,1.00539,-9.1473,1.10000,0.90000,1.10000,0.90000
2616,B_2616_STA_F,230.0000,1,2,2,1,0.99670,-4.5571,1.10000,0.90000,1.10000,0.90000
2617,B_2617_STA_G,230.0000,1,2,2,1,0.99769,-6.2866,1.10000,0.90000,1.10000,0.90000
2618,B_2618_STA_J,230.0000,1,2,2,1,1.01112,-10.9936,1.10000,0.90000,1.10000,0.90000
2619,B_2619_SYLMARLA,230.0000,1,2,2,1,1.01253,-9.6918,1.10000,0.90000,1.10000,0.90000
2620,B_2620_VALLEY,230.0000,1,2,2,1,1.00929,-10.0536,1.10000,0.90000,1.10000,0.90000
2621,B_2621_STA_B,138.0000,1,2,2,1,1.01278,-6.9051,1.10000,0.90000,1.10000,0.90000
2630,B_2630_HAYNES3G,20.0000,2,2,2,1,1.00486,7.1069,1.10000,0.90000,1.10000,0.90000
2631,B_2631_OLIVE,20.0000,2,2,2,1,1.01516,-9.5656,1.10000,0.90000,1.10000,0.90000
2634,B_2634_INTERM1G,20.0000,2,2,2,1,1.02988,-2.9240,1.10000,0.90000,1.10000,0.90000
2637,B_2637_OWENS_G,20.0000,2,2,2,1,1.01377,-9.9729,1.10000,0.90000,1.10000,0.90000
2638,B_2638_CASTAI4G,20.0000,2,2,2,1,1.01504,-9.3813,1.10000,0.90000,1.10000,0.90000
2901,B_2901_ELDORADO,500.0000,1,2,2,1,1.10739,-9.9996,1.10000,0.90000,1.10000,0.90000
2902,B_2902_MOHAVE,500.0000,1,2,2,1,1.11740,-11.1977,1.10000,0.90000,1.10000,0.90000
3101,B_3101_EMBRCDRD,230.0000,1,2,2,1,0.98132,-7.7767,1.10000,0.90000,1.10000,0.90000
3102,B_3102_MARTIN,230.0000,1,2,2,1,0.98603,-6.6336,1.10000,0.90000,1.10000,0.90000
3103,B_3103_SANMATEO,230.0000,1,2,2,1,0.99272,-4.5012,1.10000,0.90000,1.10000,0.90000
3104,B_3104_MARTIN,115.0000,1,2,2,1,0.98581,-11.4950,1.10000,0.90000,1.10000,0.90000
3105,B_3105_POTRERO,115.0000,1,2,2,1,1.00000,-11.5056,1.10000,0.90000,1.10000,0.90000
3133,B_3133_SANMATEO,20.0000,2,2,2,1,0.99266,-4.4922,1.10000,0.90000,1.10000,0.90000
3135,B_3135_POTRERO,20.0000,2,2,2,1,1.00043,-11.4426,1.10000,0.90000,1.10000,0.90000
3201,B_3201_C_COSTA,230.0000,1,2,2,1,1.00361,-4.5744,1.10000,0.90000,1.10000,0.90000
3202,B_3202_MORAGA,230.0000,1,2,2,1,1.00231,-4.1296,1.10000,0.90000,1.10000,0.90000
3203,B_3203_NEWARK,230.0000,1,2,2,1,1.00055,-4.2221,1.10000,0.90000,1.10000,0.90000
3204,B_3204_PITSBURG,230.0000,1,2,2,1,1.01000,0.1458,1.10000,0.90000,1.10000,0.90000
3205,B_3205_SOBRANTE,230.0000,1,2,2,1,1.00081,-2.5203,1.10000,0.90000,1.10000,0.90000
3234,B_3234_PITSBURG,20.0000,2,2,2,1,1.01207,1.2652,1.10000,0.90000,1.10000,0.90000
3301,B_3301_METCALF,500.0000,1,2,2,1,1.01131,-4.7303,1.10000,0.90000,1.10000,0.90000
3302,B_3302_JEFFERSN,230.0000,1,2,2,1,0.98430,-7.6693,1.10000,0.90000,1.10000,0.90000
3303,B_3303_METCALF,230.0000,1,2,2,1,1.00000,-5.4781,1.10000,0.90000,1.10000,0.90000
3304,B_3304_MONTAVIS,230.0000,1,2,2,1,0.98986,-7.0451,1.10000,0.90000,1.10000,0.90000
3305,B_3305_RAVENSWD,230.0000,1,2,2,1,0.99494,-4.7831,1.10000,0.90000,1.10000,0.90000
3333,B_3333_METCALF,20.0000,2,2,2,1,1.00081,-5.2460,1.10000,0.90000,1.10000,0.90000
3401,B_3401_GREGG,230.0000,1,2,2,1,0.96667,-13.8507,1.10000,0.90000,1.10000,0.90000
3402,B_3402_HELMS_PP,230.0000,1,2,2,1,0.96880,-13.8643,1.10000,0.90000,1.10000,0.90000
3403,B_3403_MC_CALL,230.0000,1,2,2,1,1.00000,-1.5414,1.10000,0.90000,1.10000,0.90000
3404,B_3404_PANOCHE,230.0000,1,2,2,1,0.98837,-8.6626,1.10000,0.90000,1.10000,0.90000
3405,B_3405_WILSON,230.0000,1,2,2,1,0.96210,-15.5760,1.10000,0.90000,1.10000,0.90000
3432,B_3432_HELMS_PP,20.0000,1,2,2,1,0.96880,-13.8643,1.10000,0.90000,1.10000,0.90000
3433,B_3433_MC_CALL,20.0000,2,2,2,1,1.00024,-1.1903,1.10000,0.90000,1.10000,0.90000
3501,B_3501_FULTON,230.0000,1,2,2,1,1.00000,1.6159,1.10000,0.90000,1.10000,0.90000
3531,B_3531_FULTON,20.0000,2,2,2,1,1.00036,1.9278,1.10000,0.90000,1.10000,0.90000
3601,B_3601_HUMBOLDT,115.0000,1,2,2,1,1.01500,-3.9450,1.10000,0.90000,1.10000,0.90000
3631,B_3631_HUMBOLDT,20.0000,2,2,2,1,1.01477,-3.9180,1.10000,0.90000,1.10000,0.90000
3701,B_3701_SUMMIT,115.0000,1,1,9,1,1.00657,-20.6887,1.10000,0.90000,1.10000,0.90000
3731,B_3731_SUMMIT,20.0000,2,1,9,1,1.00596,-20.6259,1.10000,0.90000,1.10000,0.90000
3801,B_3801_DIABLO,500.0000,1,2,2,1,1.04900,0.2332,1.10000,0.90000,1.10000,0.90000
3802,B_3802_GATES,500.0000,1,2,2,1,1.03709,-5.7476,1.10000,0.90000,1.10000,0.90000
3803,B_3803_MIDWAY,500.0000,1,2,2,1,1.04616,-7.1165,1.10000,0.90000,1.10000,0.90000
3804,B_3804_GATES,230.0000,1,2,2,1,1.00233,-7.1239,1.10000,0.90000,1.10000,0.90000
3805,B_3805_MIDWAY,230.0000,1,2,2,1,1.03500,-6.6568,1.10000,0.90000,1.10000,0.90000
3806,B_3806_MORROBAY,230.0000,1,2,2,1,1.01900,-3.5261,1.10000,0.90000,1.10000,0.90000
3831,B_3831_DIABLO1,20.0000,2,2,2,1,1.04876,0.7821,1.10000,0.90000,1.10000,0.90000
3835,B_3835_MIDWAY,20.0000,2,2,2,1,1.03528,-6.5555,1.10000,0.90000,1.10000,0.90000
3836,B_3836_MORROBAY,20.0000,2,2,2,1,1.01896,-3.3388,1.10000,0.90000,1.10000,0.90000
3891,B_3891_GATES1,500.0000,1,2,2,1,1.05217,-9.2502,1.10000,0.90000,1.10000,0.90000
3892,B_3892_MIDWAY1,500.0000,1,2,2,1,1.03871,-3.9080,1.10000,0.90000,1.10000,0.90000
3893,B_3893_MIDWAY2,500.0000,1,2,2,1,1.03351,-13.1513,1.10000,0.90000,1.10000,0.90000
3894,B_3894_MIDWAY3,500.0000,1,2,2,1,1.03851,-3.8546,1.10000,0.90000,1.10000,0.90000
3895,B_3895_MIDWAY4,500.0000,1,2,2,1,1.03370,-13.1723,1.10000,0.90000,1.10000,0.90000
3896,B_3896_MIDWAY5,500.0000,1,2,2,1,1.03890,-3.6959,1.10000,0.90000,1.10000,0.90000
3897,B_3897_MIDWAY6,500.0000,1,2,2,1,1.03561,-13.0099,1.10000,0.90000,1.10000,0.90000
3901,B_3901_LOSBANOS,500.0000,1,2,2,1,1.02990,-6.0140,1.10000,0.90000,1.10000,0.90000
3902,B_3902_MOSSLAND,500.0000,1,2,2,1,1.00000,-2.2632,1.10000,0.90000,1.10000,0.90000
3903,B_3903_TESLA,500.0000,1,2,2,1,1.03465,-5.2887,1.10000,0.90000,1.10000,0.90000
3904,B_3904_VACA-DIX,500.0000,1,2,2,1,1.03414,-5.4622,1.10000,0.90000,1.10000,0.90000
3905,B_3905_TABLE_MT,500.0000,1,2,2,1,1.04915,-6.1484,1.10000,0.90000,1.10000,0.90000
3906,B_3906_ROUND_MT,500.0000,1,2,2,1,1.06991,-5.5014,1.10000,0.90000,1.10000,0.90000
3907,B_3907_BELLOTA,230.0000,1,2,2,1,0.96956,-13.7171,1.10000,0.90000,1.10000,0.90000
3908,B_3908_BRIGHTON,230.0000,1,2,2,1,0.97516,-16.5874,1.10000,0.90000,1.10000,0.90000
3909,B_3909_COLGATE,230.0000,1,2,2,1,0.98747,-17.7611,1.10000,0.90000,1.10000,0.90000
3910,B_3910_CORTINA,230.0000,1,2,2,1,0.97959,-12.9925,1.10000,0.90000,1.10000,0.90000
3911,B_3911_COTWDPGE,230.0000,1,2,2,1,1.04304,-4.1388,1.10000,0.90000,1.10000,0.90000
3912,B_3912_GLENN,230.0000,1,2,2,1,1.02453,-10.2031,1.10000,0.90000,1.10000,0.90000
3913,B_3913_GOLDHILL,230.0000,1,2,2,1,0.98796,-12.6866,1.10000,0.90000,1.10000,0.90000
3914,B_3914_IGNACIO,230.0000,1,2,2,1,0.99136,-2.1378,1.10000,0.90000,1.10000,0.90000
3915,B_3915_LAKEVILE,230.0000,1,2,2,1,0.99702,-3.3855,1.10000,0.90000,1.10000,0.90000
3916,B_3916_LOGAN_CR,230.0000,1,2,2,1,1.02219,-9.9548,1.10000,0.90000,1.10000,0.90000
3917,B_3917_LOSBANOS,230.0000,1,2,2,1,1.01012,-8.3354,1.10000,0.90000,1.10000,0.90000
3918,B_3918_MOSSLAND,230.0000,1,2,2,1,0.99384,-6.0267,1.10000,0.90000,1.10000,0.90000
3919,B_3919_PALERMO,230.0000,1,2,2,1,0.99679,-16.6180,1.10000,0.90000,1.10000,0.90000
3920,B_3920_RIO_OSO,230.0000,1,2,2,1,0.99025,-16.2913,1.10000,0.90000,1.10000,0.90000
3921,B_3921_ROUND_MT,230.0000,1,2,2,1,1.07000,1.5011,1.10000,0.90000,1.10000,0.90000
3922,B_3922_TABLE_MT,230.0000,1,2,2,1,1.01629,-12.7252,1.10000,0.90000,1.10000,0.90000
3923,B_3923_TESLA,230.0000,1,2,2,1,1.01761,-1.0250,1.10000,0.90000,1.10000,0.90000
3924,B_3924_VACA-DIX,230.0000,1,2,2,1,1.00949,-5.4562,1.10000,0.90000,1.10000,0.90000
3925,B_3925_COTWDPGE,115.0000,1,2,2,1,1.02989,-4.0766,1.10000,0.90000,1.10000,0.90000
3926,B_3926_RIO_OSO,115.0000,1,2,2,1,0.99786,-19.5525,1.10000,0.90000,1.10000,0.90000
3931,B_3931_ROUND_MT,20.0000,2,2,2,1,1.07066,1.8629,1.10000,0.90000,1.10000,0.90000
3932,B_3932_MOSSLAND,20.0000,2,2,2,1,0.99876,-1.8746,1.10000,0.90000,1.10000,0.90000
3933,B_3933_TESLA,20.0000,3,2,2,1,1.02000,0.0000,1.10000,0.90000,1.10000,0.90000
4001,B_4001_MALIN,500.0000,1,3,11,1,1.08000,-5.9328,1.10000,0.90000,1.10000,0.90000
4002,B_4002_SUMMER_L,500.0000,1,3,11,1,1.11410,-3.7122,1.10000,0.90000,1.10000,0.90000
4003,B_4003_BURNS,500.0000,1,3,11,1,1.12835,4.1039,1.10000,0.90000,1.10000,0.90000
4004,B_4004_GRIZZLY,500.0000,1,3,11,1,1.10132,-5.7208,1.10000,0.90000,1.10000,0.90000
4005,B_4005_JOHN_DAY,500.0000,1,3,11,1,1.08000,-5.3425,1.10000,0.90000,1.10000,0.90000
4006,B_4006_BIG_EDDY,500.0000,1,3,11,1,1.07594,-8.9606,1.10000,0.90000,1.10000,0.90000
4007,B_4007_CELILOCA,500.0000,1,3,11,1,1.07595,-9.1337,1.10000,0.90000,1.10000,0.90000
4008,B_4008_MALIN,345.0000,1,3,11,1,1.08013,-8.1151,1.10000,0.90000,1.10000,0.90000
4009,B_4009_BIG_EDDY,230.0000,1,3,11,1,1.08000,-11.4341,1.10000,0.90000,1.10000,0.90000
4010,B_4010_CELILO,230.0000,1,3,11,1,1.07871,-11.6748,1.10000,0.90000,1.10000,0.90000
4031,B_4031_MALIN,20.0000,2,3,11,1,1.07685,-5.5496,1.10000,0.90000,1.10000,0.90000
4035,B_4035_JOHN_DAY,20.0000,2,3,11,1,1.07767,-4.7798,1.10000,0.90000,1.10000,0.90000
4039,B_4039_DALLES21,20.0000,2,3,13,1,1.08393,-10.8846,1.10000,0.90000,1.10000,0.90000
4090,B_4090_MALIN1,500.0000,1,3,11,1,1.11068,-4.0346,1.10000,0.90000,1.10000,0.90000
4091,B_4091_GRIZZLY1,500.0000,1,3,11,1,1.11061,-4.8922,1.10000,0.90000,1.10000,0.90000
4092,B_4092_GRIZZLY2,500.0000,1,3,11,1,1.09408,-5.9281,1.10000,0.90000,1.10000,0.90000
4093,B_4093_GRIZZLY3,500.0000,1,3,11,1,1.09230,-5.9578,1.10000,0.90000,1.10000,0.90000
4094,B_4094_GRIZZLY4,500.0000,1,3,11,1,1.10593,-5.7326,1.10000,0.90000,1.10000,0.90000
4095,B_4095_GRIZZLY5,500.0000,1,3,11,1,1.09241,-5.9401,1.10000,0.90000,1.10000,0.90000
4096,B_4096_GRIZZLY6,500.0000,1,3,11,1,1.09042,-5.9721,1.10000,0.90000,1.10000,0.90000
4097,B_4097_GRIZZLY7,500.0000,1,3,11,1,1.10568,-5.7303,1.10000,0.90000,1.10000,0.90000
4101,B_4101_COULEE,500.0000,1,3,13,1,1.12800,11.2675,1.10000,0.90000,1.10000,0.90000
4102,B_4102_HANFORD,500.0000,1,3,13,1,1.09600,3.9997,1.10000,0.90000,1.10000,0.90000
4103,B_4103_BELL,500.0000,1,3,13,1,1.08083,-3.7392,1.10000,0.90000,1.10000,0.90000
4104,B_4104_BELL,230.0000,1,3,13,1,1.05179,-14.7065,1.10000,0.90000,1.10000,0.90000
4131,B_4131_COULEE,20.0000,2,3,13,1,1.13099,13.1595,1.10000,0.90000,1.10000,0.90000
4132,B_4132_HANFORD,20.0000,2,3,13,1,1.09651,5.6353,1.10000,0.90000,1.10000,0.90000
4201,B_4201_NORTH,500.0000,1,3,13,1,1.12000,4.0883,1.10000,0.90000,1.10000,0.90000
4202,B_4202_WCASCADE,500.0000,1,3,13,1,1.06000,-8.2490,1.10000,0.90000,1.10000,0.90000
4203,B_4203_WILLAMET,500.0000,1,3,13,1,1.02932,-11.4988,1.10000,0.90000,1.10000,0.90000
4204,B_4204_MERIDIAN,500.0000,1,3,13,1,1.06186,-7.7302,1.10000,0.90000,1.10000,0.90000
4231,B_4231_NORTH_G3,20.0000,2,3,13,1,1.12632,5.0125,1.10000,0.90000,1.10000,0.90000
4232,B_4232_WCASCADE,20.0000,2,3,13,1,1.05994,-8.0228,1.10000,0.90000,1.10000,0.90000
5001,B_5001_CANADA,500.0000,1,3,4,1,1.05000,-5.7602,1.10000,0.90000,1.10000,0.90000
5002,B_5002_CANALB,500.0000,1,3,1,1,1.05500,-6.9724,1.10000,0.90000,1.10000,0.90000
5003,B_5003_CA230TO,230.0000,1,3,1,1,1.05368,-10.4490,1.10000,0.90000,1.10000,0.90000
5004,B_5004_CA230,230.0000,1,3,4,1,1.08678,-12.6232,1.10000,0.90000,1.10000,0.90000
5031,B_5031_CANAD_G1,20.0000,2,3,4,1,1.05458,-4.0013,1.10000,0.90000,1.10000,0.90000
5032,B_5032_CMAIN_GM,20.0000,2,3,1,1,1.06140,-4.5562,1.10000,0.90000,1.10000,0.90000
6101,B_6101_MIDPOINT,500.0000,1,3,6,1,1.06620,13.9305,1.10000,0.90000,1.10000,0.90000
6102,B_6102_MIDPOINT,345.0000,1,3,6,1,1.03000,16.7065,1.10000,0.90000,1.10000,0.90000
6103,B_6103_BORAH,345.0000,1,3,6,1,1.01551,14.8856,1.10000,0.90000,1.10000,0.90000
6104,B_6104_BORAH,230.0000,1,3,6,1,1.00976,2.6761,1.10000,0.90000,1.10000,0.90000
6132,B_6132_MIDPOINT,20.0000,2,3,6,1,1.02575,17.7272,1.10000,0.90000,1.10000,0.90000
6201,B_6201_COLSTRP,500.0000,1,3,8,1,1.06000,7.3626,1.10000,0.90000,1.10000,0.90000
6202,B_6202_GARRISON,500.0000,1,3,8,1,1.09477,2.7322,1.10000,0.90000,1.10000,0.90000
6203,B_6203_COLSTRP,230.0000,1,3,8,1,1.00572,6.4631,1.10000,0.90000,1.10000,0.90000
6204,B_6204_GARRISON,230.0000,1,3,8,1,1.05172,3.1248,1.10000,0.90000,1.10000,0.90000
6205,B_6205_MONTANA,230.0000,1,3,8,1,1.05000,13.0019,1.10000,0.90000,1.10000,0.90000
6231,B_6231_COLSTRP,20.0000,2,3,8,1,1.05917,7.5999,1.10000,0.90000,1.10000,0.90000
6235,B_6235_MONTA_G1,20.0000,2,3,8,1,1.05069,13.3683,1.10000,0.90000,1.10000,0.90000
6301,B_6301_BRIDGER,345.0000,1,3,14,1,1.01772,16.1900,1.10000,0.90000,1.10000,0.90000
6302,B_6302_LARAMIE,345.0000,1,3,14,1,1.00694,-32.2769,1.10000,0.90000,1.10000,0.90000
6303,B_6303_BRIDGER2,230.0000,1,3,14,1,1.03000,29.5363,1.10000,0.90000,1.10000,0.90000
6304,B_6304_LARAMIE,230.0000,1,3,14,1,0.99528,-19.7357,1.10000,0.90000,1.10000,0.90000
6305,B_6305_NAUGHTON,230.0000,1,3,14,1,1.06000,29.9977,1.10000,0.90000,1.10000,0.90000
6333,B_6333_BRIDGER,20.0000,2,3,14,1,1.03304,30.5480,1.10000,0.90000,1.10000,0.90000
6335,B_6335_NAUGHT,20.0000,2,3,14,1,1.06359,30.7165,1.10000,0.90000,1.10000,0.90000
6401,B_6401_TRACYSPP,345.0000,1,1,9,1,1.07236,-19.1477,1.10000,0.90000,1.10000,0.90000
6402,B_6402_SUMITSPP,115.0000,1,1,9,1,1.03585,-21.0055,1.10000,0.90000,1.10000,0.90000
6403,B_6403_VALMY,345.0000,1,1,9,1,1.11000,4.0155,1.10000,0.90000,1.10000,0.90000
6404,B_6404_GONDER,345.0000,1,1,9,1,1.08194,-4.0766,1.10000,0.90000,1.10000,0.90000
6433,B_6433_VALMY,20.0000,2,1,9,1,1.11115,4.3221,1.10000,0.90000,1.10000,0.90000
6501,B_6501_BENLOMND,345.0000,1,3,12,1,1.02227,-0.4241,1.10000,0.90000,1.10000,0.90000
6502,B_6502_CAMP_WIL,345.0000,1,3,12,1,1.02021,-1.1806,1.10000,0.90000,1.10000,0.90000
6503,B_6503_EMERY,345.0000,1,3,12,1,1.06500,10.2234,1.10000,0.90000,1.10000,0.90000
6504,B_6504_MONA,345.0000,1,3,12,1,1.02275,-1.1804,1.10000,0.90000,1.10000,0.90000
6505,B_6505_PINTO,345.0000,1,3,12,1,1.07140,8.8513,1.10000,0.90000,1.10000,0.90000
6506,B_6506_PINTO_PS,345.0000,1,3,12,1,1.05902,8.6263,1.10000,0.90000,1.10000,0.90000
6507,B_6507_SIGURD,345.0000,1,3,12,1,1.05132,0.2894,1.10000,0.90000,1.10000,0.90000
6508,B_6508_SPAN_FRK,345.0000,1,3,12,1,1.02819,1.5377,1.10000,0.90000,1.10000,0.90000
6509,B_6509_TERMINAL,345.0000,1,3,12,1,1.02095,-1.1618,1.10000,0.90000,1.10000,0.90000
6510,B_6510_BENLOMND,230.0000,1,3,12,1,0.98849,0.3377,1.10000,0.90000,1.10000,0.90000
6533,B_6533_EMERY,20.0000,2,3,12,1,1.06644,11.0672,1.10000,0.90000,1.10000,0.90000
7001,B_7001_COLOEAST,345.0000,1,3,5,1,1.02000,-33.8246,1.10000,0.90000,1.10000,0.90000
7002,B_7002_CRAIG,345.0000,1,3,5,1,1.01500,-30.6709,1.10000,0.90000,1.10000,0.90000
7031,B_7031_COLOEAST,20.0000,2,3,5,1,1.02618,-32.5740,1.10000,0.90000,1.10000,0.90000
7032,B_7032_CRAIG,20.0000,2,3,5,1,1.01535,-29.9099,1.10000,0.90000,1.10000,0.90000
8001,B_8001_OLINDA,500.0000,1,2,2,1,1.06479,-6.0412,1.10000,0.90000,1.10000,0.90000
