datetime,startup[$/MW],shutdown[$/MW],energy[$/MBtu]
12/21/21,30,0,3.96
12/22/21,30,0,3.95
12/23/21,30,0,3.56
12/27/21,30,0,3.45
12/28/21,30,0,3.32
12/29/21,30,0,3.4
12/30/21,30,0,3.82
12/31/21,30,0,3.82
1/3/22,30,0,3.74
1/4/22,30,0,3.73
1/5/22,30,0,3.78
1/6/22,30,0,3.94
1/7/22,30,0,3.83
1/10/22,30,0,4.16
1/11/22,30,0,4.16
1/12/22,30,0,4.62
1/13/22,30,0,4.78
1/14/22,30,0,4.37
1/18/22,30,0,4.55
1/19/22,30,0,4.89
1/20/22,30,0,4.45
1/21/22,30,0,4.11
1/24/22,30,0,4.2
1/25/22,30,0,4.24
1/26/22,30,0,4.43
1/27/22,30,0,4.43
1/28/22,30,0,5.69
1/31/22,30,0,5.56
2/1/22,30,0,5.45
2/2/22,30,0,6.7
2/3/22,30,0,5.84
2/4/22,30,0,5.34
2/7/22,30,0,4.44
2/8/22,30,0,4.3
2/9/22,30,0,4.13
2/10/22,30,0,4.03
2/11/22,30,0,4.04
2/14/22,30,0,4.05
2/15/22,30,0,4.31
2/16/22,30,0,4.39
2/17/22,30,0,4.57
2/18/22,30,0,4.61
2/22/22,30,0,4.48
2/23/22,30,0,4.59
2/24/22,30,0,4.78
2/25/22,30,0,4.63
2/28/22,30,0,4.46
3/1/22,30,0,4.36
3/2/22,30,0,4.65
3/3/22,30,0,4.63
3/4/22,30,0,4.74
3/7/22,30,0,4.93
3/8/22,30,0,4.61
3/9/22,30,0,4.55
3/10/22,30,0,4.65
3/11/22,30,0,4.79
3/14/22,30,0,4.59
3/15/22,30,0,4.46
3/16/22,30,0,4.68
3/17/22,30,0,4.8
3/18/22,30,0,4.87
3/21/22,30,0,4.77
3/22/22,30,0,5
3/23/22,30,0,5.26
3/24/22,30,0,5.19
3/25/22,30,0,5.51
3/28/22,30,0,5.52
3/29/22,30,0,5.32
3/30/22,30,0,5.32
3/31/22,30,0,5.46
4/1/22,30,0,5.43
4/4/22,30,0,5.72
4/5/22,30,0,5.95
4/6/22,30,0,6.29
4/7/22,30,0,6.05
4/8/22,30,0,6.38
4/11/22,30,0,6.35
4/12/22,30,0,6.59
4/13/22,30,0,6.68
4/14/22,30,0,6.94
4/18/22,30,0,7.48
4/19/22,30,0,7.44
4/20/22,30,0,7.12
4/21/22,30,0,6.88
4/22/22,30,0,6.59
4/25/22,30,0,6.42
4/26/22,30,0,6.89
4/27/22,30,0,6.91
4/28/22,30,0,6.97
4/29/22,30,0,6.84
5/2/22,30,0,7.3
5/3/22,30,0,7.84
5/4/22,30,0,8.3
5/5/22,30,0,8.42
5/6/22,30,0,8.35
5/9/22,30,0,8.06
5/10/22,30,0,6.78
5/11/22,30,0,7.53
5/12/22,30,0,7.25
5/13/22,30,0,7.75
5/16/22,30,0,8.07
5/17/22,30,0,8.26
5/18/22,30,0,8.53
5/19/22,30,0,8.21
5/20/22,30,0,7.97
5/23/22,30,0,8.16
5/24/22,30,0,8.87
5/25/22,30,0,9.44
5/26/22,30,0,9.19
5/27/22,30,0,8.3
5/31/22,30,0,8.46
6/1/22,30,0,8.47
6/2/22,30,0,8.9
6/3/22,30,0,8.34
6/6/22,30,0,9.08
6/7/22,30,0,9.28
6/8/22,30,0,9.43
6/9/22,30,0,8.16
6/10/22,30,0,8.78
6/13/22,30,0,9
6/14/22,30,0,7.68
6/15/22,30,0,7.72
6/16/22,30,0,7.88
6/17/22,30,0,7.37
6/21/22,30,0,6.6
6/22/22,30,0,6.76
6/23/22,30,0,6.54
6/24/22,30,0,5.8
6/27/22,30,0,6.09
6/28/22,30,0,6.66
6/29/22,30,0,6.69
6/30/22,30,0,6.54
7/1/22,30,0,5.75
7/5/22,30,0,5.72
7/6/22,30,0,5.65
7/7/22,30,0,5.83
7/8/22,30,0,6.4
7/11/22,30,0,6.82
7/12/22,30,0,6.81
7/13/22,30,0,6.68
7/14/22,30,0,6.9
7/15/22,30,0,6.6
7/18/22,30,0,7.65
7/19/22,30,0,7.35
7/20/22,30,0,7.58
7/21/22,30,0,7.99
7/22/22,30,0,8.25
7/25/22,30,0,8.52
7/26/22,30,0,9.46
7/27/22,30,0,8.65
7/28/22,30,0,8.75
7/29/22,30,0,8.33
8/1/22,30,0,8.2
8/2/22,30,0,8.01
8/3/22,30,0,7.81
8/4/22,30,0,8.4
8/5/22,30,0,8.3
8/8/22,30,0,7.76
8/9/22,30,0,7.87
8/10/22,30,0,7.86
8/11/22,30,0,8.53
8/12/22,30,0,8.73
8/15/22,30,0,8.62
8/16/22,30,0,9.28
8/17/22,30,0,9.51
8/18/22,30,0,9.42
8/19/22,30,0,9.14
8/22/22,30,0,9.85
8/23/22,30,0,9.75
8/24/22,30,0,9.27
8/25/22,30,0,9.47
8/26/22,30,0,9.48
8/29/22,30,0,9.24
8/30/22,30,0,9.1
8/31/22,30,0,8.93
9/1/22,30,0,9.38
9/2/22,30,0,9.18
9/6/22,30,0,8.52
9/7/22,30,0,8.12
9/8/22,30,0,8.27
9/9/22,30,0,8.31
9/12/22,30,0,8.2
9/13/22,30,0,8.49
9/14/22,30,0,8.7
9/15/22,30,0,8.6
9/16/22,30,0,8.11
9/19/22,30,0,7.96
9/20/22,30,0,8.01
9/21/22,30,0,7.99
9/22/22,30,0,7.76
9/23/22,30,0,6.75
9/26/22,30,0,6.75
9/27/22,30,0,6.83
9/28/22,30,0,6.59
9/29/22,30,0,6.57
9/30/22,30,0,6.4
10/3/22,30,0,5.64
10/4/22,30,0,5.4
10/5/22,30,0,5.84
10/6/22,30,0,6.91
10/7/22,30,0,6.25
10/11/22,30,0,6.2
10/12/22,30,0,6.6
10/13/22,30,0,6.25
10/14/22,30,0,6.1
10/17/22,30,0,6.08
10/18/22,30,0,6.16
10/19/22,30,0,5.63
10/20/22,30,0,5.1
10/21/22,30,0,4.45
10/24/22,30,0,4.81
10/25/22,30,0,5.17
10/26/22,30,0,5.28
10/27/22,30,0,5.3
10/28/22,30,0,5.02
10/31/22,30,0,5.02
11/1/22,30,0,4.57
11/2/22,30,0,4.58
11/3/22,30,0,4.65
11/4/22,30,0,4
11/7/22,30,0,4.62
11/8/22,30,0,4
11/9/22,30,0,3.46
11/10/22,30,0,4.8
11/11/22,30,0,4.8
11/14/22,30,0,6.24
11/15/22,30,0,5.9
11/16/22,30,0,5.88
11/17/22,30,0,6.2
11/18/22,30,0,6.1
11/21/22,30,0,6.23
11/22/22,30,0,6.27
11/23/22,30,0,6.57
11/25/22,30,0,6.57
11/28/22,30,0,6
11/29/22,30,0,6.03
11/30/22,30,0,7
12/1/22,30,0,6.33
12/2/22,30,0,4.92
12/5/22,30,0,4.15
12/6/22,30,0,4.58
12/7/22,30,0,4.49
12/8/22,30,0,4.79
12/9/22,30,0,4.98
12/12/22,30,0,6.73
12/13/22,30,0,7.2
12/14/22,30,0,6.54
12/15/22,30,0,6.8
12/16/22,30,0,6.63
12/19/22,30,0,6.08
12/20/22,30,0,5.28
12/21/22,30,0,6.13
12/22/22,30,0,7.1
12/23/22,30,0,7.15
12/27/22,30,0,4.88
12/28/22,30,0,4.06
12/29/22,30,0,3.78
12/30/22,30,0,3.52
